Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2022/02/28 13:00:36,3600.0018,3600.0018,1.00,1.00,0.00,0.00,0.00,0.00,0,3.221389,0,0,0,,0,0,0,0,,0,0,15.07739,-0.0313431,
2022/02/28 15:17:44,11827.9862,8227.9501,1.00,2.00,0.00,0.00,0.00,0.00,0.04999259,4.199774,0.20995757967466,2.693303,5.050359E-05,3.86302751886534,10.41846,0.0001626907,8218.636,0.0366,,0,0.001098,15.55518,0.09706676,
2022/02/28 16:17:44,15428.0301,3600.0011,1.00,4.00,0.00,0.00,0.00,0.00,0,4.181027,0,7.170993E-08,5.050359E-05,,10.41846,0.0001626907,8218.646,0.0366,,70427.62,0.001098,15.35059,-0.02657413,
2022/02/28 18:08:31,22074.4647,6646.4004,1.00,5.00,0.00,0.00,0.00,0.00,-1.501465,2.499987,-3.753642980955,3.857428E-05,2.769195,3.66001820135134,10.41862,10.07344,8218.673,6636.999,,7178864.06,60.199891,17.32126,0.03560007,
2022/02/28 19:08:31,25674.5135,3600.0012,1.00,8.00,0.00,0.00,0.00,0.00,0,2.990844,0,3.857428E-05,2.7692,,10.41862,10.07345,8218.673,6637.011,,7178877.34,60.2,15.36226,-0.02041817,
2022/02/28 21:36:03,34526.9609,8852.4099,1.00,9.00,0.00,0.00,0.00,0.00,0.04999803,4.20011,0.2099972257833,2.755132,2.769215,3.84359515366252,21.01249,10.0735,17062.09,6637.046,,100.51,60.200326,15.4474,-0.02543867,
2022/02/28 21:36:05,34529.0648,2.0434,1.00,11.00,0.00,0.00,0.00,0.00,0.0221141,4.200956,0.0929003610796,2.755133,2.769215,-∞,21.0125,10.0735,17062.1,6637.046,,100.51,60.200326,15.4476864090478,-0.0251468223835118,
2022/02/28 22:36:06,38129.109,3600.0021,1.00,12.00,0.00,0.00,0.00,0.00,0,4.181199,0,2.755133,2.769215,,21.0125,10.0735,17062.1,6637.046,,100.51,60.200326,15.15853,-0.08001268,
2022/02/28 22:46:17,38740.6182,300.003,1.00,14.00,0.00,0.00,0.00,0.00,0,4.18106,0,2.755133,2.769215,,21.0125,10.0735,17062.1,6637.046,,100.51,60.200326,15.39112,0.1075804,
2022/02/28 22:46:27,38750.6567,10.0023,1.00,15.00,0.00,0.00,0.00,0.00,-9.235221,3.784439,-34.950130526019,2.729539,2.769215,2.81452561851553,20.91485,10.0735,17062.15,6647.022,,101.45,60.200326,15.53946,0.04832566,
2022/02/28 22:47:07,38790.7012,40.0024,1.00,16.00,0.00,0.00,0.00,0.00,0,4.143537,0,2.729531,2.769215,,20.91482,10.0735,17062.15,6647.025,,101.45,60.200326,15.83973,-0.07324159,
2022/02/28 22:47:17,38800.7415,10.0023,1.00,17.00,0.00,0.00,0.00,0.00,1.072381,4.200052,4.504055963812,2.73296,2.769299,-179.127840228885,20.92922,10.07385,17072.15,6647.059,,101.33,60.202152,15.75585,-0.02836704,
2022/02/28 22:47:57,38840.7849,40.0024,1.00,18.00,0.00,0.00,0.00,0.00,0,4.155881,0,2.732961,2.769299,,20.92923,10.07385,17072.15,6647.059,,101.33,60.202152,15.54789,-0.08509874,
2022/02/28 22:54:44,39247.2791,406.4481,1.00,20.00,0.00,0.00,0.00,0.00,-1.499903,4.015362,-6.022653509886,2.732972,2.938548,2.73905090590958,20.92927,10.75709,17072.19,7053.275,,107.52,63.881478,15.78266,0.04960895,
2022/02/28 23:24:44,41047.3221,1800.0026,1.00,21.00,0.00,0.00,0.00,0.00,0,4.098509,0,2.732972,2.938549,,20.92927,10.7571,17072.19,7053.278,,107.52,63.8815,15.18827,-0.0009912252,
2022/02/28 23:34:43,41646.9999,300.0028,1.00,14.00,1.00,0.00,0.00,0.00,0,4.09868,0,2.732972,2.938549,,20.92927,10.7571,17072.19,7053.278,,107.52,63.8815,15.17026,0.001089573,
2022/02/28 23:34:53,41657.0425,10.0027,1.00,15.00,1.00,0.00,0.00,0.00,-9.235026,3.754767,-34.675370868942,2.707368,2.938563,,20.83243,10.75716,17072.21,7063.292,,108.54,63.881804,15.65418,0.0862968,
2022/02/28 23:35:33,41697.0844,40.0031,1.00,16.00,1.00,0.00,0.00,0.00,0,4.081885,0,2.707361,2.938563,,20.83241,10.75716,17072.21,7063.295,,108.54,63.881804,15.68448,-0.01692951,
2022/02/28 23:35:44,41707.1247,10.0022,1.00,17.00,1.00,0.00,0.00,0.00,1.845032,4.155992,7.667938231744,2.712476,2.938653,,20.85362,10.75752,17082.19,7063.337,,108.34,63.883761,15.71936,0.05981803,
2022/02/28 23:36:24,41747.1659,40.0024,1.00,18.00,1.00,0.00,0.00,0.00,0,4.093136,0,2.712477,2.938653,,20.85362,10.75752,17082.19,7063.337,,108.34,63.883761,15.75199,-0.04021883,
2022/02/28 23:43:10,42153.7024,406.4914,1.00,20.00,1.00,0.00,0.00,0.00,-1.500224,3.984879,-5.978211112896,2.712494,3.107902,,20.85369,11.43504,17082.22,7469.493,,114.58,67.563087,15.58853,-0.01327038,
2022/03/01 00:13:10,43953.7441,1800.0023,1.00,21.00,1.00,0.00,0.00,0.00,0,4.076043,0,2.712494,3.107903,,20.85369,11.43504,17082.22,7469.496,,114.58,67.563109,15.13264,-0.07902682,
2022/03/01 00:22:51,44534.1279,300.0028,1.00,14.00,2.00,0.00,0.00,0.00,0,4.076669,0,2.712494,3.107903,,20.85369,11.43504,17082.22,7469.496,,114.58,67.563109,15.16206,-0.06492913,
2022/03/01 00:23:01,44544.1658,10.003,1.00,15.00,2.00,0.00,0.00,0.00,-9.234969,3.748677,-34.618915886013,2.686915,3.107916,,20.75697,11.4351,17082.23,7479.507,,115.67,67.563391,15.47264,-0.01279771,
2022/03/01 00:23:41,44584.2037,40.0024,1.00,16.00,2.00,0.00,0.00,0.00,0,4.053622,0,2.686908,3.107916,,20.75694,11.4351,17082.23,7479.51,,115.67,67.563391,15.70987,0.02267361,
2022/03/01 00:23:51,44594.24,10.0022,1.00,17.00,2.00,0.00,0.00,0.00,1.845947,4.124097,7.612864484859,2.692022,3.107992,,20.77798,11.4354,17092.21,7479.546,,115.45,67.565043,15.52939,0.05708933,
2022/03/01 00:24:31,44634.2795,40.0025,1.00,18.00,2.00,0.00,0.00,0.00,0,4.069965,0,2.692024,3.107992,,20.77798,11.4354,17092.21,7479.546,,115.45,67.565043,15.36022,0.02662957,
2022/03/01 00:31:17,45041.0448,406.7209,1.00,20.00,2.00,0.00,0.00,0.00,-1.499928,3.927998,-5.891714184144,2.692041,3.277241,,20.77806,12.10615,17092.25,7885.765,,121.74,71.24437,15.51431,-0.09435177,
2022/03/01 01:01:17,46841.0857,1800.0022,1.00,21.00,2.00,0.00,0.00,0.00,0,4.023036,0,2.692041,3.277242,,20.77806,12.10616,17092.25,7885.768,,121.74,71.244391,15.2068,-0.07253528,
2022/03/01 01:11:06,47429.6673,300.0029,1.00,14.00,3.00,0.00,0.00,0.00,0,4.0235,0,2.692041,3.277242,,20.77806,12.10616,17092.25,7885.768,,121.74,71.244391,15.05836,-0.1025301,
2022/03/01 01:11:16,47439.7084,10.0021,1.00,15.00,3.00,0.00,0.00,0.00,-9.234906,3.699367,-34.163306504502,2.666439,3.277257,,20.68239,12.10622,17092.25,7895.799,,122.91,71.244717,15.54462,0.005416274,
2022/03/01 01:11:56,47479.7487,40.003,1.00,16.00,3.00,0.00,0.00,0.00,0,3.99022,0,2.666431,3.277257,,20.68236,12.10622,17092.25,7895.802,,122.91,71.244717,15.76955,0.03579676,
2022/03/01 01:12:06,47489.7881,10.0029,1.00,17.00,3.00,0.00,0.00,0.00,1.845932,4.059669,7.493872916508,2.671549,3.277337,,20.70308,12.10654,17102.24,7895.839,,122.68,71.246457,15.42275,-0.1025617,
2022/03/01 01:12:46,47529.8285,40.003,1.00,18.00,3.00,0.00,0.00,0.00,0,4.010544,0,2.671551,3.277337,,20.70309,12.10654,17102.24,7895.839,,122.68,71.246457,15.61182,-0.03599703,
2022/03/01 01:19:33,47936.301,406.4296,1.00,20.00,3.00,0.00,0.00,0.00,-1.500153,3.855363,-5.783634370539,2.67157,3.446585,,20.70317,12.7654,17102.28,8301.996,,129.01,74.925761,15.40578,-0.1153642,
2022/03/01 01:49:33,49736.3435,1800.0035,1.00,21.00,3.00,0.00,0.00,0.00,0,3.955353,0,2.67157,3.446587,,20.70317,12.7654,17102.28,8301.999,,129.01,74.925804,15.41478,0.05277753,
2022/03/01 01:59:36,50339.6415,300.003,1.00,14.00,4.00,0.00,0.00,0.00,0,3.955709,0,2.67157,3.446587,,20.70317,12.7654,17102.28,8301.999,,129.01,74.925804,15.35001,-0.03059804,
2022/03/01 01:59:46,50349.6798,10.0028,1.00,15.00,4.00,0.00,0.00,0.00,-9.235022,3.639094,-33.607113150068,2.645977,3.446601,,20.60911,12.76546,17102.29,8312.014,,130.26,74.926109,15.57951,0.07167578,
2022/03/01 02:00:26,50389.7202,40.0024,1.00,16.00,4.00,0.00,0.00,0.00,0,3.920682,0,2.645969,3.446601,,20.60908,12.76546,17102.29,8312.017,,130.26,74.926109,15.52459,-0.05818903,
2022/03/01 02:00:36,50399.7613,10.0029,1.00,17.00,4.00,0.00,0.00,0.00,1.845566,3.987109,7.358472808694,2.651083,3.446696,,20.62942,12.76583,17112.28,8312.059,,130.01,74.928174,15.47509,-0.07749856,
2022/03/01 02:01:16,50439.8016,40.0024,1.00,18.00,4.00,0.00,0.00,0.00,0,3.940484,0,2.651084,3.446696,,20.62942,12.76583,17112.28,8312.059,,130.01,74.928174,15.38187,-0.07792652,
2022/03/01 02:08:03,50846.3069,406.4593,1.00,20.00,4.00,0.00,0.00,0.00,-1.500005,3.797639,-5.696477488195,2.651103,3.615945,,20.62949,13.41396,17112.31,8718.271,,136.39,78.6075,15.83753,0.1045966,
2022/03/01 02:38:03,52646.3486,1800.0027,1.00,21.00,4.00,0.00,0.00,0.00,0,3.900783,0,2.651103,3.615946,,20.62949,13.41396,17112.31,8718.272,,136.39,78.607522,15.25505,-0.05401433,
2022/03/01 02:47:46,53229.1621,300.0027,1.00,14.00,5.00,0.00,0.00,0.00,0,3.90256,0,2.651103,3.615946,,20.62949,13.41396,17112.31,8718.272,,136.39,78.607522,15.53395,0.1013255,
2022/03/01 02:47:56,53239.201,10.0031,1.00,15.00,5.00,0.00,0.00,0.00,-9.235223,3.58918,-33.14687768714,2.625525,3.61596,,20.53678,13.41402,17112.32,8728.286,,137.72,78.607826,15.37487,-0.04148424,
2022/03/01 02:48:36,53279.2435,40.003,1.00,16.00,5.00,0.00,0.00,0.00,0,3.865557,0,2.625517,3.61596,,20.53675,13.41402,17112.32,8728.289,,137.72,78.607826,15.70332,0.07088125,
2022/03/01 02:48:46,53289.2815,10.0031,1.00,17.00,5.00,0.00,0.00,0.00,1.845032,3.929559,7.250162100888,2.630628,3.616043,,20.5568,13.41434,17122.3,8728.328,,137.46,78.60963,15.72578,0.05314052,
2022/03/01 02:49:26,53329.325,40.0024,1.00,18.00,5.00,0.00,0.00,0.00,0,3.882544,0,2.630629,3.616043,,20.5568,13.41434,17122.3,8728.328,,137.46,78.60963,15.51151,0.04575193,
2022/03/01 02:56:12,53736.0943,406.7273,1.00,20.00,5.00,0.00,0.00,0.00,-1.499936,3.741433,-5.611910048288,2.630646,3.785291,,20.55687,14.05329,17122.33,9134.548,,143.89,82.288935,15.38494,-0.09031236,
2022/03/01 03:26:13,55536.1335,1800.0026,1.00,21.00,5.00,0.00,0.00,0.00,0,3.822068,0,2.630646,3.785292,,20.55687,14.05329,17122.33,9134.551,,143.89,82.288957,15.29547,0.0138694,
2022/03/01 03:36:12,56135.9762,300.0021,1.00,14.00,6.00,0.00,0.00,0.00,0,3.823874,0,2.630646,3.785292,,20.55687,14.05329,17122.33,9134.551,,143.89,82.288957,15.31071,0.03217995,
2022/03/01 03:36:22,56146.0148,10.0022,1.00,15.00,6.00,0.00,0.00,0.00,-9.235575,3.523113,-32.537974344975,2.605061,3.785305,,20.46592,14.05334,17122.34,9144.561,,145.31,82.289239,15.33366,-0.07822156,
2022/03/01 03:37:02,56186.0543,40.0015,1.00,16.00,6.00,0.00,0.00,0.00,0,3.799037,0,2.605053,3.785305,,20.46589,14.05334,17122.34,9144.563,,145.31,82.289239,15.56186,0.02808452,
2022/03/01 03:37:12,56196.0921,10.002,1.00,17.00,6.00,0.00,0.00,0.00,1.845856,3.860441,7.125818182496,2.610166,3.785385,,20.48559,14.05364,17132.33,9144.594,,145.02,82.290978,15.74298,0.08045197,
2022/03/01 03:37:53,56236.1332,40.003,1.00,18.00,6.00,0.00,0.00,0.00,0,3.809967,0,2.610168,3.785385,,20.4856,14.05364,17132.33,9144.594,,145.02,82.290978,15.76315,0.1047206,
2022/03/01 03:44:39,56642.9324,406.7579,1.00,20.00,6.00,0.00,0.00,0.00,-1.499931,3.67551,-5.51301138981,2.610184,3.954633,,20.48566,14.68169,17132.37,9550.809,,151.51,85.970283,15.46785,-0.05287349,
2022/03/01 04:14:39,58442.9732,1800.0028,1.00,21.00,6.00,0.00,0.00,0.00,0,3.751016,0,2.610184,3.954635,,20.48566,14.68169,17132.37,9550.812,,151.51,85.970326,15.35194,0.02337992,
2022/03/01 04:24:46,59049.2493,300.0019,1.00,14.00,7.00,0.00,0.00,0.00,0,3.752028,0,2.610184,3.954635,,20.48566,14.68169,17132.37,9550.812,,151.51,85.970326,15.18423,-0.07881165,
2022/03/01 04:24:56,59059.288,10.0031,1.00,15.00,7.00,0.00,0.00,0.00,-9.235266,3.4498,-31.8598206468,2.5846,3.954649,,20.39655,14.68175,17132.37,9560.83,,153.01,85.97063,15.67693,0.06211221,
2022/03/01 04:25:36,59099.3252,40.0018,1.00,16.00,7.00,0.00,0.00,0.00,0,3.728151,0,2.584592,3.954649,,20.39652,14.68175,17132.37,9560.833,,153.01,85.97063,15.65294,-0.001897812,
2022/03/01 04:25:46,59109.3629,10.0028,1.00,17.00,7.00,0.00,0.00,0.00,1.843231,3.79087,6.98744910097,2.5897,3.954726,,20.41585,14.68203,17142.35,9560.869,,152.71,85.972304,15.82456,-0.007793307,
2022/03/01 04:26:26,59149.4018,40.0024,1.00,18.00,7.00,0.00,0.00,0.00,0,3.740878,0,2.589702,3.954726,,20.41586,14.68203,17142.35,9560.869,,152.71,85.972304,15.79018,0.003942847,
2022/03/01 04:33:13,59556.1326,406.6872,1.00,20.00,7.00,0.00,0.00,0.00,-1.500119,3.606449,-5.410102667431,2.589719,4.123975,,20.41592,15.29817,17142.38,9967.027,,159.24,89.65163,15.45665,-0.07839322,
2022/03/01 05:03:13,61356.1719,1800.0022,1.00,21.00,7.00,0.00,0.00,0.00,0,3.689168,0,2.589719,4.123976,,20.41592,15.29818,17142.38,9967.03,,159.24,89.651652,15.24166,-0.05771399,
