Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/20 11:19:56,3600.0057,3600.0057,1.00,1.00,0.00,0.00,0.00,0.00,0,3.007831,0,0,0,,0,0,0,0,,0,0,25.18581,-0.06433368,
2021/11/20 13:35:44,11747.154,8147.1038,1.00,2.00,0.00,0.00,0.00,0.00,0.04999616,4.200023,0.20998502191168,2.942457,3.594599E-05,3.81064920368627,11.24129,0.0001081187,8146.285,0.0605,,0,0.000781,25.65435,0.04985988,
2021/11/20 14:05:44,13547.2026,1800.005,1.00,3.00,0.00,0.00,0.00,0.00,0,4.186386,0,2.942457,3.594599E-05,,11.24129,0.0001081187,8146.285,0.0605,,0,0.000781,25.49883,0.0743252,
2021/11/20 18:11:41,28304.4897,14757.242,1.00,4.00,0.00,0.00,0.00,0.00,-0.7490616,2.499931,-1.8726023147496,2.942457,3.067768,3.68581669239623,11.24129,11.23396,8146.285,14755.74,,104.26,66.690609,26.68,0.0776124,
2021/11/20 18:41:41,30104.5489,1800.0031,1.00,6.00,0.00,0.00,0.00,0.00,0,2.797711,0,2.942457,3.067769,,11.24129,11.23396,8146.285,14755.74,,104.26,66.69063,25.47986,0.06874382,
2021/11/20 20:56:30,38193.3463,8088.7534,1.00,7.00,0.00,0.00,0.00,0.00,0.0499897,4.200068,0.2099601392996,5.91764,3.067776,3.80593701461371,22.58383,11.23398,16233.87,14755.79,,51.84,66.690783,25.6995,0.1050842,
2021/11/20 22:56:30,45393.3896,7200.0021,1.00,8.00,0.00,0.00,0.00,0.00,0,4.180686,0,5.91764,3.067776,,22.58383,11.23398,16233.87,14755.79,,51.84,66.690783,25.43095,0.04432321,
2021/11/20 23:08:32,46115.9443,722.5066,1.00,10.00,0.00,0.00,0.00,0.00,-0.7644424,4.078741,-3.1179625590184,5.917641,0.1533906,4.10305578919505,22.58383,11.86382,16233.9,15478.21,,2.59,3.334578,25.28081,-0.09078681,
2021/11/21 02:38:32,58715.9898,12600.0023,1.00,11.00,0.00,0.00,0.00,0.00,0,4.108691,0,5.917641,0.1533906,,22.58383,11.86382,16233.9,15478.21,,2.59,3.334578,25.2632,-0.08677721,
2021/11/21 02:50:35,59438.2571,722.2031,1.00,10.00,1.00,0.00,0.00,0.00,-0.7647629,4.055228,-3.1012879254412,5.917641,0.1533897,,22.58383,12.48761,16233.93,16200.34,,2.59,3.334559,25.21469,-0.01079023,
2021/11/21 06:20:35,72038.3065,12600.0035,1.00,11.00,1.00,0.00,0.00,0.00,0,4.086234,0,5.917641,0.1533897,,22.58383,12.48761,16233.93,16200.34,,2.59,3.334559,25.52136,0.07062078,
2021/11/21 06:32:37,72760.3469,721.9769,1.00,10.00,2.00,0.00,0.00,0.00,-0.7649689,4.029236,-3.0822402307604,5.917641,0.1533904,,22.58383,13.10808,16233.93,16922.25,,2.59,3.334574,25.32338,-0.0218308,
2021/11/21 10:02:37,85360.3966,12600.004,1.00,11.00,2.00,0.00,0.00,0.00,0,4.063921,0,5.917641,0.1533914,,22.58383,13.10809,16233.93,16922.26,,2.59,3.334596,25.1377,-0.03794491,
2021/11/21 10:14:39,86082.5286,722.0644,1.00,10.00,3.00,0.00,0.00,0.00,-0.765152,3.979832,-3.045176414464,5.917641,0.1533891,,22.58383,13.7228,16233.94,17644.26,,2.59,3.334546,25.58444,0.08425713,
2021/11/21 13:44:39,98682.5799,12600.004,1.00,11.00,3.00,0.00,0.00,0.00,0,4.01751,0,5.917641,0.1533891,,22.58383,13.7228,16233.94,17644.26,,2.59,3.334546,25.25399,-0.07253468,
2021/11/21 13:56:41,99404.7982,722.1507,1.00,10.00,4.00,0.00,0.00,0.00,-0.7647476,3.923195,-3.000253960582,5.917641,0.1533919,,22.58383,14.32915,16233.94,18366.38,,2.59,3.334607,25.57541,0.0925988,
2021/11/21 17:26:41,112004.8488,12600.0026,1.00,11.00,4.00,0.00,0.00,0.00,0,3.965925,0,5.917641,0.153393,,22.58383,14.32916,16233.94,18366.39,,2.59,3.33463,25.31089,-0.02964318,
