Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/24 19:20:55,36723.9078,7027.1274,1,14,0,0,0,0,-0.04729462,3.599906,-0.17025618630572,2.922902,4.99083,11.24056,18.52909,8446.338,14182.57,,170.75,108.496304,25.42923,0.002222657,
