Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2021/05/05 11:47:24,3600.0022,3600.0022,1.00,1.00,0.00,0.00,0.00,0,2.963386,0,0,0,,0,0,0,0,,0,0,55.69748,0.09278178,53.8,0,55.71845,0.09067535,
2021/05/05 13:52:43,11119.1672,7519.1241,1.00,2.00,0.00,0.00,0.00,0.04998841,4.199999,0.20995127201159,2.839373,7.232444E-06,3.80433575146777,10.80974,2.143281E-05,7515.886,0.0367,,0,0.000157,56.06863,0.09486556,53.8,0,55.80767,0.01515746,
2021/05/05 14:22:43,12919.2113,1800.0022,1.00,3.00,0.00,0.00,0.00,0,4.190355,0,2.839373,7.232444E-06,,10.80974,2.143281E-05,7515.89,0.0367,,0,0.000157,55.5824,-0.02026558,53.8,0,55.63697,0.08889556,
2021/05/05 18:06:57,26373.0672,13453.8150,1.00,4.00,0.00,0.00,0.00,-0.7528229,2.499996,-1.8820542387084,2.839373,2.812513,3.71427507414038,10.80974,10.38209,7515.916,13449.08,,99.05,61.141587,56.51342,0.007514954,53.7,0,55.63514,-0.1163566,
2021/05/05 18:36:57,28173.1197,1800.0021,1.00,6.00,0.00,0.00,0.00,0,2.81579,0,2.839373,2.812515,,10.80974,10.38209,7515.916,13449.09,,99.05,61.14163,55.52585,-0.1046741,53.9,0,55.54684,-0.05431294,
2021/05/05 20:49:02,36097.9461,7924.7869,1.00,7.00,0.00,0.00,0.00,0.04998369,4.199883,0.20992564990827,5.677003,2.812523,3.79997575390913,21.59183,10.38211,15436.94,13449.12,,49.54,61.141804,55.8121,-0.07002592,53.9,0,55.7215,0.07686257,
2021/05/05 20:49:04,36100.0541,2.0511,1.00,8.00,0.00,0.00,0.00,0.2500292,4.203544,1.0510087434848,5.677003,2.812523,-∞,21.59183,10.38211,15436.94,13449.12,,49.54,61.141804,55.8130631041912,-0.0691615607800293,53.9000012783473,0,55.62728613603,0.063472883730212,
2021/05/05 22:49:04,43300.0973,7200.0020,1.00,9.00,0.00,0.00,0.00,0,4.184339,0,5.677003,2.812523,,21.59183,10.38211,15436.94,13449.12,,49.54,61.141804,56.01257,0.01578212,53.8,0,55.89258,0.1060236,
2021/05/06 22:57:50,130225.4486,86925.3111,1.00,10.00,0.00,0.00,0.00,-0.1145477,2.5,-0.28636925,5.677006,5.567743,3.72851934685346,21.59184,20.58631,15436.98,100345.1,,98.08,121.037891,56.1676,0.09720683,53.8,0,55.68512,0.04900455,
2021/05/07 00:57:50,137425.4912,7200.0018,1.00,11.00,0.00,0.00,0.00,0,2.757587,0,5.677006,5.567743,,21.59184,20.58631,15436.98,100345.1,,98.08,121.037891,55.79311,0.09106398,53.8,0,55.87451,0.04071474,
2021/05/08 05:31:26,233040.7309,95615.1997,1.00,12.00,0.00,0.00,0.00,0.1104965,4.2,0.4640853,8.616811,5.567745,3.75814704783783,32.64474,20.58632,111008.9,100345.1,,64.61,121.037935,54.85872,-0.08833885,53.8,0,54.68464,-0.126189,
2021/05/08 09:01:26,245640.7738,12600.0020,1.00,13.00,0.00,0.00,0.00,0,4.18495,0,8.616811,5.567745,,32.64474,20.58632,111008.9,100345.1,,64.61,121.037935,55.14965,0.09455919,53.8,0,55.06309,0.1050901,
2021/05/08 09:13:26,246360.8119,720.0025,1.00,14.00,0.00,0.00,0.00,-0.7052536,4.091271,-2.8853836013256,8.616812,5.708612,2.90249284246702,32.64475,21.16664,111008.9,101064.1,,66.25,124.100261,55.02089,0.08262277,53.8,0,55.2167,0.09945631,
2021/05/08 12:43:26,258960.8504,12600.0015,1.00,15.00,0.00,0.00,0.00,0,4.111729,0,8.616812,5.708612,,32.64475,21.16664,111008.9,101064.1,,66.25,124.100261,54.93087,-0.06336927,53.8,0,55.0662,0.04585385,
2021/05/08 12:55:26,259680.8980,720.0025,1.00,14.00,1.00,0.00,0.00,-0.7053909,4.068878,-2.8701495144102,8.616812,5.849472,,32.64475,21.74122,111009,101783.2,,67.88,127.162435,55.19629,-0.0983882,53.8,0,55.00888,-0.06265163,
2021/05/08 16:25:26,272280.9369,12600.0028,1.00,15.00,1.00,0.00,0.00,0,4.089461,0,8.616812,5.849473,,32.64475,21.74122,111009,101783.2,,67.88,127.162457,55.45817,0.08838892,53.8,0,55.26413,-0.01453876,
2021/05/08 16:37:26,273000.9848,720.0036,1.00,14.00,2.00,0.00,0.00,-0.7051239,4.048593,-2.8547596856727,8.616812,5.99034,,32.64475,22.31321,111009,102502.3,,69.52,130.224783,55.17709,-0.04676104,53.8,0,55.3594,0.07506132,
2021/05/08 20:07:26,285601.0277,12600.0028,1.00,15.00,2.00,0.00,0.00,0,4.070348,0,8.616812,5.990341,,32.64475,22.31322,111009,102502.3,,69.52,130.224804,55.10865,0.008029938,53.8,0,55.02208,-0.07600307,
2021/05/08 20:19:26,286321.0785,720.0031,1.00,14.00,3.00,0.00,0.00,-0.7052765,4.00381,-2.823793103465,8.616812,6.131203,,32.64475,22.88066,111009,103221.4,,71.15,133.287022,54.97392,-0.1127052,53.8,0,55.10925,0.007042885,
2021/05/08 23:49:26,298921.1192,12600.0022,1.00,15.00,3.00,0.00,0.00,0,4.026712,0,8.616812,6.131204,,32.64475,22.88067,111009,103221.4,,71.15,133.287043,55.20262,-0.02940416,53.8,0,55.39836,0.1323426,
2021/05/09 00:01:26,299641.1679,720.0028,1.00,14.00,4.00,0.00,0.00,-0.705368,3.950127,-2.786293181736,8.616812,6.2721,,32.64475,23.44105,111009,103940.6,,72.79,136.35,55.38843,0.06886125,53.8,0,55.40943,-0.08239031,
2021/05/09 03:31:26,312241.2074,12600.0016,1.00,15.00,4.00,0.00,0.00,0,3.975039,0,8.616812,6.272101,,32.64475,23.44105,111009,103940.6,,72.79,136.350022,55.04953,-0.1053071,53.8,0,55.13105,-0.01078606,
