Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/26 15:23:58,3600.0029,3600.0029,1.00,1.00,0.00,0.00,0.00,0.00,0,3.020968,0,0,0,,0,0,0,0,,0,0,25.12975,-0.09316802,
2021/11/26 17:40:16,11777.5858,8177.5425,1.00,2.00,0.00,0.00,0.00,0.00,0.04999975,4.20013,0.2100054499675,2.936758,3.137407E-05,3.81181941495019,11.22371,9.478216E-05,8174.508,0.0649,,0,0.000682,25.46389,0.04855752,
2021/11/26 18:10:16,13577.6289,1800.0021,1.00,3.00,0.00,0.00,0.00,0.00,0,4.186525,0,2.936758,3.137407E-05,,11.22371,9.478216E-05,8174.51,0.0649,,0,0.000682,25.25065,-0.0467813,
2021/11/26 20:10:14,20776.3499,7198.6823,1.00,4.00,0.00,0.00,0.00,0.00,-1.503662,2.499996,-3.759148985352,2.936978,3.004958,3.65687454785861,11.22463,10.92114,8174.524,7196.393,,102.31,65.325174,27.54503,0.0142473,
2021/11/26 20:40:14,22576.4036,1800.0021,1.00,6.00,0.00,0.00,0.00,0.00,0,2.872956,0,2.936978,3.00496,,11.22463,10.92114,8174.524,7196.397,,102.31,65.325217,25.35916,-0.03623545,
2021/11/26 22:57:04,30785.7621,8209.3176,1.00,7.00,0.00,0.00,0.00,0.00,0.04999449,4.200017,0.20997770790633,5.893802,3.004975,3.80817111198026,22.50504,10.92118,16380.53,7196.444,,50.99,65.325543,25.26439,0.05302727,
2021/11/26 22:57:06,30787.87,2.050199,1.00,8.00,0.00,0.00,0.00,0.00,0.005345762,4.199644,0.022450297308728,5.893802,3.004975,,22.50504,10.92118,16380.54,7196.444,,50.99,65.325543,25.2641161088573,0.052302782790533,
2021/11/27 00:57:06,37987.9138,7200.0028,1.00,9.00,0.00,0.00,0.00,0.00,0,4.180566,0,5.893802,3.004975,,22.50504,10.92118,16380.54,7196.444,,50.99,65.325543,25.43634,0.08359373,
2021/11/28 03:55:48,135110.2059,97122.2484,1.00,10.00,0.00,0.00,0.00,0.00,-0.1241608,2.499994,-0.3104012550352,5.893802,6.340386,3.70729150572001,22.50504,23.20918,16380.57,104261.8,,107.58,137.834478,25.29508,-0.03228247,
2021/11/28 05:55:48,142310.2459,7200.0023,1.00,11.00,0.00,0.00,0.00,0.00,0,2.737274,0,5.893802,6.340387,,22.50504,23.20918,16380.57,104261.8,,107.58,137.8345,25.12852,0.00810504,
2021/11/29 09:27:23,225686.927,83376.637,1.00,12.00,0.00,0.00,0.00,0.00,0.1191559,4.200003,0.5004551374677,8.657882,6.340388,3.74089457028014,32.87776,23.20919,99717.93,104261.8,,73.23,137.834522,24.99353,0.08074999,
