Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2022/03/04 17:11:25,3600.0011,3600.0011,1.00,1.00,0.00,0.00,0.00,0.00,0,2.973596,0,0,0,,0,0,0,0,,0,0,45.22313,0.04054785,
2022/03/04 19:15:22,11036.4897,7436.4514,1.00,2.00,0.00,0.00,0.00,0.00,0.04999705,4.200035,0.20998935989675,2.78844,1.437992E-05,3.81920119826121,10.64512,4.276007E-05,7431.249,0.0457,,0,0.000313,45.27609,0.04470468,
2022/03/04 20:15:22,14636.539,3600.0029,1.00,4.00,0.00,0.00,0.00,0.00,0,4.188009,0,4.570642E-08,1.437992E-05,,10.64512,4.276007E-05,7431.257,0.0457,,31461.49,0.000313,45.04624,-0.05067468,
2022/03/04 22:07:17,21351.7033,6715.1247,1.00,5.00,0.00,0.00,0.00,0.00,-1.50209,2.499959,-3.75516341431,1.478398E-07,2.800148,3.70225554453795,10.64512,10.30349,7431.273,6710.4,,1894042200,60.872783,46.4497,0.05641699,
2022/03/04 23:07:17,24951.7582,3600.0019,1.00,8.00,0.00,0.00,0.00,0.00,0,2.928364,0,1.478398E-07,2.800154,,10.64512,10.30351,7431.273,6710.415,,1894046200,60.872913,44.97412,0.02926469,
2022/03/05 01:18:42,32836.4509,7884.6547,1.00,9.00,0.00,0.00,0.00,0.00,0.04999758,4.200016,0.20999063596128,2.785828,2.800168,3.81547868081394,21.26783,10.30355,15306.83,6710.448,,100.51,60.873217,44.94563,0.01997352,
2022/03/05 01:18:44,32838.5546,2.0438,1.00,11.00,0.00,0.00,0.00,0.00,0.004637837,4.199913,0.019478511908181,2.785828,2.800168,,21.26783,10.30355,15306.83,6710.448,,100.51,60.873217,44.9469581001241,0.0200603919802479,
2022/03/05 02:18:44,36438.5972,3600.0032,1.00,12.00,0.00,0.00,0.00,0.00,0,4.188472,0,2.785828,2.800168,,21.26783,10.30355,15306.83,6710.448,,100.51,60.873217,44.88903,-0.09473681,
2022/03/05 07:54:02,56556.685,20118.0604,1.00,13.00,0.00,0.00,0.00,0.00,0,4.179901,0,2.785828,2.800168,,21.26783,10.30355,15306.83,6710.448,,100.51,60.873217,,,
2022/03/05 08:04:33,57159.4593,300.002,1.00,14.00,0.00,0.00,0.00,0.00,0,4.180219,0,2.785828,2.800168,,21.26783,10.30355,15306.83,6710.448,,100.51,60.873217,,,
2022/03/05 08:04:43,57169.5015,10.0025,1.00,15.00,0.00,0.00,0.00,0.00,-9.339717,3.939678,-36.795477591126,2.759944,2.800168,2.9006762027679,21.16524,10.30355,15306.89,6720.424,,101.46,60.873217,,,
2022/03/05 08:05:23,57209.5447,40.0014,1.00,16.00,0.00,0.00,0.00,0.00,0,4.154003,0,2.759938,2.800168,,21.16521,10.30355,15306.89,6720.427,,101.46,60.873217,,,
2022/03/05 08:05:33,57219.5868,10.0033,1.00,17.00,0.00,0.00,0.00,0.00,1.741323,4.199959,7.313485205757,2.765019,2.800259,-127.305400357234,21.18654,10.30393,15316.88,6720.462,,101.27,60.875196,,,
2022/03/05 08:06:13,57259.631,40.0034,1.00,18.00,0.00,0.00,0.00,0.00,0,4.161582,0,2.765021,2.800259,,21.18654,10.30393,15316.89,6720.462,,101.27,60.875196,,,
2022/03/05 08:13:04,57670.5643,410.8873,1.00,20.00,0.00,0.00,0.00,0.00,-1.50015,4.056162,-6.0848514243,2.765037,2.971399,2.70696086844152,21.18661,11.00216,15316.92,7131.158,,107.46,64.59563,,,
2022/03/05 08:43:04,59470.6053,1800.002,1.00,21.00,0.00,0.00,0.00,0.00,0,4.100795,0,2.765037,2.9714,,21.18661,11.00216,15316.92,7131.161,,107.46,64.595652,,,
2022/03/05 08:53:01,60067.3535,300.0031,1.00,14.00,1.00,0.00,0.00,0.00,0,4.101072,0,2.765037,2.9714,,21.18661,11.00216,15316.92,7131.161,,107.46,64.595652,,,
2022/03/05 08:53:11,60077.3937,10.0023,1.00,15.00,1.00,0.00,0.00,0.00,-9.33951,3.886365,-36.29674478115,2.739142,2.971414,,21.08551,11.00222,15316.94,7141.174,,108.48,64.595957,,,
