Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/24 09:34:26,1800.0013,1800.0012,1.00,1.00,0.00,0.00,0.00,0.00,0,2.911394,0,0,0,,0,0,0,0,,0,0,25.4395,0.04258871,
2021/11/24 11:02:06,7060.5279,5260.4861,1.00,2.00,0.00,0.00,0.00,0.00,0.0499964,4.200003,0.2099850299892,3.002839,8.406696E-06,3.85822901258577,11.60603,2.447514E-05,5258.192,0.0399,,0,0.000183,25.72641,-0.09379983,
2021/11/24 11:07:06,7360.5727,300.0028,1.00,3.00,0.00,0.00,0.00,0.00,0,4.194114,0,3.002839,8.406696E-06,,11.60603,2.447514E-05,5258.196,0.0399,,0,0.000183,25.82937,-8.583069E-05,
2021/11/24 11:07:08,7362.6616,2.0486,1.00,4.00,0.00,0.00,0.00,0.00,0.01697409,4.195739,0.07121885140251,3.002839,8.406696E-06,,11.60603,2.447514E-05,5258.196,0.0399,,0,0.000183,25.831014051317,-0.000139997417182375,
2021/11/24 11:37:08,9162.7065,1800.0038,1.00,5.00,0.00,0.00,0.00,0.00,0,4.186749,0,3.002839,8.406696E-06,,11.60603,2.447514E-05,5258.196,0.0399,,0,0.000183,25.64484,0.003465414,
2021/11/24 13:33:03,16117.331,6954.5754,1.00,7.00,0.00,0.00,0.00,0.00,-1.500194,2.499994,-3.750475998836,3.002839,2.897391,3.65725840067122,11.60603,10.53463,5258.232,6952.749,,96.49,62.986761,27.07833,-0.08821547,
2021/11/24 14:03:03,17917.3855,1800.0045,1.00,9.00,0.00,0.00,0.00,0.00,0,2.880013,0,3.002839,2.897396,,11.60603,10.53465,5258.232,6952.76,,96.49,62.98687,25.84892,0.08349717,
2021/11/24 15:31:15,23208.942,5291.514,1.00,10.00,0.00,0.00,0.00,0.00,0.04999494,4.199977,0.20997759811638,5.979634,2.89741,3.87340216149902,23.09784,10.53469,10548.49,6952.8,,48.45,62.987174,25.40437,-0.03289819,
2021/11/24 16:01:15,25008.9973,1800.0049,1.00,12.00,0.00,0.00,0.00,0.00,0,4.187696,0,5.979634,2.89741,,23.09784,10.53469,10548.5,6952.8,,48.45,62.987174,25.57257,0.03079593,
2021/11/24 16:46:52,27746.105,2737.0668,1.00,13.00,0.00,0.00,0.00,0.00,-3.868149,2.499982,-9.670302873318,5.979634,5.838168,3.22114227913427,23.09784,21.00592,10548.53,9689.381,,97.63,126.916696,30.09786,-0.04520059,
2021/11/24 17:16:52,29546.1506,1800.0039,1.00,14.00,0.00,0.00,0.00,0.00,0,2.979031,0,5.979634,5.838172,,23.09784,21.00593,10548.53,9689.386,,97.63,126.916783,25.49849,-0.0468272,
2021/11/24 18:44:11,34785.6474,5239.4335,1.00,10.00,1.00,1.00,0.00,0.00,0.04998475,4.200064,0.209939149024,8.916815,5.838208,,34.45487,21.00604,15786.9,9689.418,,65.47,126.917565,25.21517,-0.07380307,
2021/11/24 19:14:11,36585.7012,1800.0018,1.00,12.00,1.00,1.00,0.00,0.00,0,4.188235,0,8.916815,5.838208,,34.45487,21.00604,15786.91,9689.418,,65.47,126.917565,25.57439,-0.06922483,
2021/11/24 19:36:47,37941.4344,1355.6894,1.00,13.00,1.00,1.00,0.00,0.00,-7.735886,2.499967,-19.339459715762,8.916815,8.750146,,34.45487,31.05816,15786.91,11044.59,,98.13,190.220565,36.97717,0.007888079,
2021/11/24 20:06:47,39741.4805,1800.0027,1.00,14.00,1.00,1.00,0.00,0.00,0,3.034104,0,8.916815,8.750155,,34.45487,31.05818,15786.91,11044.6,,98.13,190.220761,25.6345,-0.01445889,
