Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2022/01/07 12:32:47,2589703.8137,300.0033,126,29,5,2,11,0,0,4.188284,0,20.44921,20.69502,78.73951,73.61781,7320.153,1206.035,,101.2,449.891739,29.95319,-0.0001436472,29.82248,0.1255089,29.691,0.06609678,
2022/01/07 16:06:00,2602496.7462,300.0039,127,29,6,2,11,0,0,4.187954,0,22.96344,23.2185,88.44894,82.46437,7322.189,1205.988,,101.11,504.75,30.30572,-0.07415414,30.18922,-0.06402969,30.48822,0.04189551,
2022/01/07 19:39:18,2615294.8763,300.0039,128,29,7,2,11,0,0,4.187966,0,25.47734,25.74227,98.15684,91.31136,7325.957,1206.018,,101.04,559.614565,30.40785,0.02116919,30.46725,0.1014256,30.46288,0.05307496,
2022/01/07 23:12:36,2628092.2353,300.0024,129,29,8,2,11,0,0,4.188066,0,27.99274,28.26602,107.8708,100.1579,7325.832,1205.945,,100.98,614.478696,29.8728,-0.07804215,29.93922,0.1192498,30.11069,0.1039034,
2022/01/08 02:45:56,2640892.263,300.0032,130,29,9,2,11,0,0,4.18815,0,30.50813,30.78942,117.5849,109.0033,7329.344,1205.829,,100.92,669.335217,29.97177,-0.06626248,29.98188,-0.1171231,30.15335,-0.03796637,
2022/01/08 15:21:28,2686224.3737,300.0024,131,29,0,2,11,1,0,4.188206,0,5.260236,5.282646,20.29986,18.97202,15802.32,7810.521,,100.43,114.84013,30.44437,0.05399942,30.15907,-0.07704556,30.09121,-0.129863,
2022/01/08 18:54:56,2699032.2738,300.0033,132,29,1,2,11,1,0,4.187995,0,7.775265,7.806376,30.01259,27.81792,7337.314,1205.893,,100.4,169.703826,30.15458,-0.06307483,30.27024,0.1546782,30.31507,0.1591337,
2022/01/08 22:28:26,2711842.0405,300.004,133,29,2,2,11,1,0,4.188041,0,10.29097,10.33067,39.72749,36.66476,7338.873,1206.027,,100.39,224.579783,30.55346,0.1177609,30.4652,-0.04204094,30.36232,-0.1102489,
2022/01/09 02:01:57,2724653.4859,300.0016,134,29,3,2,11,1,0,4.188213,0,12.80735,12.85504,49.44504,45.51111,7340.974,1205.922,,100.37,279.457391,30.40619,0.04815817,30.34602,0.1090771,30.22899,0.08273959,
2022/01/09 05:35:33,2737469.726,300.0021,135,29,4,2,11,1,0,4.188004,0,15.32357,15.37959,59.16174,54.35773,7345.681,1205.977,,100.37,334.338913,30.07089,0.06690383,30.18658,-0.01752019,30.13962,0.01819432,
2022/01/09 09:09:06,2750282.0254,300.0031,136,29,5,2,11,1,0,4.187751,0,17.84007,17.90444,68.87917,63.20475,7341.743,1206.004,,100.36,389.226957,30.34054,0.07467628,30.31553,0.05835056,30.22663,0.07379293,
2022/01/09 12:42:49,2763105.0137,300.0016,137,29,6,2,11,1,0,4.188095,0,20.35671,20.42963,78.59695,72.05215,7351.933,1206.076,,100.36,444.122391,29.98978,0.1180804,30.13363,-0.003239512,29.99866,-0.04995048,
2022/01/09 16:16:31,2775927.1012,300.0027,138,29,7,2,11,1,0,4.188191,0,22.87313,22.9549,88.31348,80.89906,7350.482,1206.03,,100.36,499.019565,30.42908,0.1247466,30.43926,0.03176153,30.32932,-0.04085362,
2022/01/09 19:50:09,2788745.8062,300.0029,139,29,8,2,11,1,0,4.188095,0,25.3901,25.48013,98.03203,89.74527,7348.615,1205.932,,100.35,553.91587,30.3934,0.1253247,30.2488,-0.08350253,30.15282,-0.1165342,
2022/01/09 23:24:01,2801577.4145,300.0038,140,29,9,2,11,1,0,4.188319,0,27.90755,28.00555,107.7523,98.59138,7361.206,1205.895,,100.35,608.816304,30.23152,-0.0001978874,29.92494,-0.1073021,29.87102,-0.05453646,
2022/01/10 11:59:22,2846898.8463,300.0025,141,29,0,2,11,2,0,4.18807,0,5.254747,5.27836,20.27872,18.94962,15812.8,7793.949,,100.45,114.746957,30.00462,0.1253104,29.52208,0.04760921,29.58075,0.09606063,
2022/01/10 15:32:46,2859702.6491,300.0031,142,29,1,2,11,2,0,4.187892,0,7.77132,7.804473,29.99488,27.79543,7333.428,1205.919,,100.43,169.662457,29.89443,-0.0317651,30.01717,0.1506293,29.69164,-0.08457601,
2022/01/10 19:06:18,2872514.8516,300.0041,143,29,2,2,11,2,0,4.187782,0,10.28853,10.33124,39.71292,36.64219,7341.767,1205.999,,100.42,224.592174,30.24852,0.03060818,30.01938,-0.1156938,29.93031,-0.1069194,
2022/01/10 22:40:00,2885336.6221,300.0041,144,29,3,2,11,2,0,4.188117,0,12.80731,12.85813,49.43721,45.48877,7351.53,1205.984,,100.4,279.524565,30.05503,-0.1064849,29.90323,-0.07907391,29.99723,-0.09888887,
2022/01/11 02:13:51,2898167.6645,300.0029,145,29,4,2,11,2,0,4.18742,0,15.32545,15.38468,59.1591,54.33469,7360.66,1205.882,,100.39,334.449565,30.14885,0.06981611,29.86332,-0.1249909,29.87278,-0.1360363,
2022/01/11 05:47:42,2910998.6649,300.0041,146,29,5,2,11,2,0,4.18796,0,17.8437,17.91168,68.88126,63.18167,7360.341,1206.048,,100.38,389.384348,30.32312,0.05562663,30.087,-0.09753764,29.98388,-0.08215606,
2022/01/11 09:21:15,2923811.2943,300.0024,147,29,6,2,11,2,0,4.18782,0,20.36044,20.43879,78.59722,72.0284,7340.993,1205.992,,100.38,444.321522,29.97738,0.0849396,29.52543,-0.04427671,29.57704,0.03496051,
2022/01/11 12:54:59,2936635.907,300.0025,148,29,7,2,11,2,0,4.188062,0,22.87858,22.96655,88.31788,80.87511,7353.219,1206.046,,100.38,499.272826,29.81508,-0.07372558,29.67726,-0.08848608,29.72188,-0.05110323,
2022/01/11 16:28:38,2949454.3903,300.0021,149,29,8,2,11,2,0,4.18788,0,25.39643,25.49295,98.03739,89.71682,7347.371,1205.368,,100.38,554.194565,30.46298,0.07827878,30.53645,0.08768678,30.42657,0.1009458,
2022/01/11 20:02:19,2962275.8027,300.0023,150,29,9,2,11,2,0,4.187656,0,27.91478,28.02027,107.7588,98.56142,7351.172,1205.713,,100.38,609.136304,29.96931,-0.05595028,30.07797,0.1397955,30.2424,0.1112664,
2022/01/12 08:37:31,3007587.6245,300.0032,151,29,0,2,11,3,0,4.187694,0,5.248988,5.272338,20.25774,18.92245,15813.23,7778.541,,100.44,114.616043,29.97592,-0.06772757,29.97195,-0.1073444,30.09413,-0.07217765,
2022/01/12 12:11:22,3020418.6225,300.0016,152,29,1,2,11,3,0,4.18791,0,7.767617,7.800586,29.9803,27.76921,7360.62,1206.005,,100.42,169.577957,30.44543,0.07070541,30.27975,0.07344365,30.13451,-0.01232862,
2022/01/12 15:45:15,3033251.8257,300.0045,153,29,2,2,11,3,0,4.187741,0,10.28695,10.32909,39.70498,36.6156,7362.71,1205.959,,100.41,224.545435,30.36252,0.07789969,30.09826,-0.09554863,30.00924,-0.09116948,
2022/01/12 19:19:08,3046084.566,300.0039,154,29,3,2,11,3,0,4.187642,0,12.80639,12.85786,49.42999,45.46235,7361.929,1206,,100.4,279.518696,30.31564,0.02540231,30.41723,-0.02116084,30.31873,0.07768393,
2022/01/12 22:53:01,3058916.9799,300.0041,155,29,4,2,11,3,0,4.187818,0,15.32654,15.38649,59.1579,54.30833,7362.007,1205.887,,100.39,334.488913,30.09621,-0.1482952,30.01484,0.01950502,30.14407,0.08549273,
2022/01/13 02:27:12,3071768.6361,300.0023,156,29,5,2,11,3,0,4.1879,0,17.84715,17.9153,68.88753,63.15487,7381.244,1205.988,,100.38,389.463043,30.23417,0.03308296,30.00503,-0.1350909,30.06384,-0.1263356,
2022/01/13 06:01:20,3084616.8411,300.0021,157,29,6,2,11,3,0,4.187912,0,20.36786,20.44413,78.61777,72.0013,7377.966,1205.968,,100.37,444.437609,30.54784,0.1347411,30.37518,0.01444221,30.30743,-0.0317651,
2022/01/13 09:35:26,3097462.23,300.0033,158,29,7,2,11,3,0,4.187517,0,22.88737,22.9731,88.34278,80.84777,7375.05,1205.943,,100.37,499.415217,29.86737,-0.1069313,29.92675,-0.07258892,30.08413,0.02200663,
2022/01/13 13:09:16,3110292.6765,300.0031,159,29,8,2,11,3,0,4.187494,0,25.40714,25.50216,98.06824,89.69266,7360.394,1205.752,,100.37,554.394783,29.85701,-0.002900362,29.67694,-0.1077086,29.68633,-0.07471323,
2022/01/13 16:43:14,3123130.204,300.0049,160,29,9,2,11,3,0,4.187407,0,27.92797,28.03179,107.7974,98.53836,7366.667,1205.917,,100.37,609.386739,30.02785,0.1175141,30.15761,0.04605412,30.16015,0.09229779,
2022/01/16 08:01:20,3351016.5059,300.0024,161,29,0,2,11,0,0,4.187699,0,7.823835,8.026463,29.99223,29.1758,95937.95,92192.23,,102.59,174.488326,29.90565,-0.07640719,29.85238,-0.104146,29.98862,-0.02496541,
2022/01/16 11:35:34,3363870.1602,300.0057,162,29,1,2,11,0,0,4.187766,0,10.34532,10.55681,39.72469,38.02356,7383.532,1206.105,,102.04,229.49587,29.84321,-0.03774881,29.90964,-0.1071078,30.07405,-0.06973088,
2022/01/16 15:09:42,3376718.8678,300.0039,163,29,2,2,11,0,0,4.187783,0,12.86655,13.08726,49.4557,46.87128,7378.441,1206.155,,101.72,284.505652,30.12937,0.05981684,30.2169,0.0718528,30.17723,0.09389997,
2022/01/16 18:44:02,3389578.8297,300.0048,164,29,3,2,11,0,0,4.18781,0,15.38834,15.61791,59.18856,55.7188,7389.53,1206.106,,101.49,339.519783,30.0664,-0.005857944,29.78081,-0.104847,29.81138,-0.07846355,
2022/01/16 22:18:22,3402438.8767,300.0056,165,29,4,2,11,0,0,4.187715,0,17.9103,18.14843,68.92205,64.56551,7390.179,1206.005,,101.33,394.531087,30.33232,0.07628322,30.04693,-0.07486522,29.979,-0.08147776,
2022/01/17 01:52:50,3415306.5651,300.0041,166,29,5,2,11,0,0,4.18754,0,20.43247,20.67924,78.65598,73.41278,7397.619,1206.077,,101.21,449.548696,30.28844,-0.01538515,29.99597,-0.1040208,29.9421,-0.03366768,
2022/01/17 05:27:21,3428177.2278,300.0029,167,29,6,2,11,0,0,4.187707,0,22.95476,23.20996,88.3902,82.25927,7400.214,1205.965,,101.11,504.564348,30.02831,-0.003464818,29.94691,-0.1250899,30.055,-0.07013559,
2022/01/17 09:01:50,3441046.4944,300.0017,168,29,7,2,11,0,0,4.187611,0,25.476,25.74089,98.11995,91.10585,7397.997,1205.935,,101.04,559.584565,30.15495,0.1062548,30.24249,0.1062596,30.18875,0.1173246,
2022/01/17 12:36:10,3453906.2284,300.0022,169,29,8,2,11,0,0,4.187667,0,27.99786,28.2726,107.8514,99.95326,7388.811,1206.078,,100.98,614.621739,30.17535,0.1328212,30.11511,0.04292727,29.99088,-0.009899139,
2022/01/17 16:10:34,3466770.1937,300.0031,170,29,9,2,11,0,0,4.187851,0,30.52031,30.80432,117.585,108.7995,7393.11,1205.981,,100.93,669.65913,30.14863,0.06152034,29.83494,-0.1223236,29.71757,-0.1135474,
2022/01/18 04:46:26,3512122.5358,300.0013,171,29,0,2,11,1,0,4.187931,0,5.240372,5.263298,20.22583,18.87828,15879.48,7743.473,,100.44,114.419522,30.49232,-0.07767558,30.62203,0.07815838,30.6318,0.1265782,
2022/01/18 08:20:57,3524993.6819,300.0032,172,29,1,2,11,1,0,4.187878,0,7.762764,7.794784,29.95984,27.72447,7400.886,1205.868,,100.41,169.451826,30.3296,0.09951115,30.10756,-0.1091063,29.99741,-0.1245379,
2022/01/18 11:55:23,3537859.722,300.0041,173,29,2,2,11,1,0,4.187678,0,10.28532,10.32691,39.69374,36.57088,7395.129,1205.951,,100.4,224.498043,29.48457,-0.1029187,29.45233,-0.05625188,29.62375,0.01197457,
2022/01/18 15:29:49,3550725.8199,300.0028,174,29,3,2,11,1,0,4.187331,0,12.80822,12.85956,49.42832,45.41765,7395.502,1206.014,,100.4,279.555652,29.70763,-0.1165158,29.66134,0.02216578,29.76233,0.0728035,
2022/01/18 19:04:28,3563604.5248,300.0041,175,29,4,2,11,1,0,4.18761,0,15.33168,15.39256,59.16465,54.26455,7407.643,1206.044,,100.4,334.62087,30.33257,-0.01689434,30.04718,-0.1169652,29.93699,-0.04662097,
2022/01/18 22:39:04,3576480.6761,300.0023,176,29,5,2,11,1,0,4.187723,0,17.85465,17.92562,68.89912,63.11132,7405.083,1206.007,,100.4,389.687391,30.40462,0.1419842,30.44996,0.05565882,30.37521,0.07109046,
2022/01/19 02:13:41,3589357.2592,300.0032,177,29,6,2,11,1,0,4.187607,0,20.37872,20.45881,78.63763,71.95772,7405.882,1205.974,,100.39,444.756739,30.53516,0.005815029,30.66487,0.009196997,30.65356,0.04657149,
2022/01/19 05:48:32,3602248.9047,300.0022,178,29,7,2,11,1,0,4.187645,0,22.90292,22.99176,88.37695,80.80386,7420.486,1205.945,,100.39,499.82087,30.07007,-0.01853704,30.10834,-0.1171082,30.26574,-0.06435752,
2022/01/19 09:23:13,3615129.7728,300.0038,179,29,8,2,11,1,0,4.187509,0,25.42577,25.52445,98.11087,89.64921,7410.242,1205.826,,100.39,554.879348,29.9025,0.0698632,29.96892,0.06284773,29.91504,0.100323,
2022/01/19 12:57:53,3628009.8963,300.0034,180,29,9,2,11,1,0,4.187577,0,27.94965,28.05776,107.8482,98.49473,7409.489,1205.864,,100.39,609.951304,29.93084,0.03535986,29.71559,-0.1338953,29.75318,-0.08993566,
2022/01/20 01:33:22,3673338.4995,300.0033,181,29,0,2,11,2,0,4.187497,0,5.234109,5.25928,20.20176,18.85729,15874.03,7729.204,,100.48,114.332174,30.45489,0.05547822,30.18367,0.08127451,30.07357,0.04170179,
2022/01/20 05:08:04,3686220.3468,300.0024,182,29,1,2,11,2,0,4.187737,0,7.758436,7.792954,29.94153,27.70382,7411,1206.009,,100.44,169.412043,30.41737,-0.06247044,30.51897,0.07987142,30.59201,0.07992625,
2022/01/20 08:42:52,3699108.6135,300.0015,183,29,2,2,11,2,0,4.187693,0,10.28258,10.32681,39.67976,36.55011,7417.632,1205.932,,100.43,224.49587,29.89203,-0.07036865,30.15771,0.1350319,30.17433,0.115267,
2022/01/20 12:17:50,3712006.8028,300.0018,184,29,3,2,11,2,0,4.187693,0,12.808,12.86122,49.42247,45.39656,7426.915,1205.931,,100.42,279.591739,30.07655,0.09532809,30.08667,0.1148194,29.97651,0.1016802,
2022/01/20 15:52:49,3724905.5178,300.0035,185,29,4,2,11,2,0,4.187581,0,15.3327,15.3958,59.1622,54.24307,7428.524,1205.947,,100.41,334.691304,30.59769,-0.06731868,30.14498,-0.02734482,30.13344,-0.06474972,
2022/01/20 19:27:32,3737788.2423,300.0023,186,29,5,2,11,2,0,4.187554,0,17.85786,17.93083,68.90337,63.08994,7412.436,1206.009,,100.41,389.800652,30.44183,-0.02070785,30.48013,-0.08158326,30.5602,-0.03765583,
2022/01/20 23:02:27,3750683.5371,300.0026,187,29,6,2,11,2,0,4.187593,0,20.38424,20.4659,78.64951,71.93637,7424.89,1205.942,,100.4,444.91087,30.44903,-0.08356333,30.56469,0.08344173,30.65181,0.1340491,
2022/01/21 02:37:34,3763590.567,300.0024,188,29,7,2,11,2,0,4.187397,0,22.91035,23.00106,88.39458,80.78345,7435.805,1206.049,,100.4,500.023043,30.59304,0.06940722,30.68057,-0.03008246,30.58975,-0.006593466,
2022/01/21 06:12:42,3776498.4954,300.0023,189,29,8,2,11,2,0,4.187613,0,25.4367,25.53621,98.14046,89.6301,7437.022,1205.94,,100.39,555.135,30.75824,0.1126981,30.52943,-0.07362962,30.34919,-0.09124219,
2022/01/21 09:47:40,3789396.0917,300.0025,190,29,9,2,11,2,0,4.187363,0,27.96208,28.07155,107.8822,98.47678,7426.734,1205.98,,100.39,610.251087,30.37978,0.1269752,30.24221,0.02774537,30.07582,-0.01626432,
2022/01/21 22:23:07,3834723.6393,300.0021,191,29,0,2,11,3,0,4.187201,0,5.231421,5.256263,20.19084,18.83786,15890.46,7715.153,,100.47,114.266587,30.63429,0.125072,30.62341,0.0913465,30.50655,0.09140611,
2022/01/22 01:58:13,3847629.3467,300.0026,192,29,1,2,11,3,0,4.187378,0,7.758191,7.792315,29.93795,27.68482,7435.202,1206.048,,100.44,169.398152,30.57047,0.01650095,30.45409,0.1324892,30.31601,0.05115509,
2022/01/22 05:33:21,3860537.4725,300.0017,193,29,2,2,11,3,0,4.187336,0,10.28489,10.32828,39.6845,36.53117,7437.382,1205.955,,100.42,224.527826,30.4076,-0.07984757,30.21376,-0.06611228,30.22336,0.002009869,
2022/01/22 09:08:17,3873433.8375,300.0035,194,29,3,2,11,3,0,4.187188,0,12.81175,12.86455,49.43161,45.37812,7425.977,1206.051,,100.41,279.66413,30.13755,-0.07743001,30.23213,-0.05286574,30.34732,0.01749277,
2022/01/22 12:43:19,3886335.8415,300.003,195,29,4,2,11,3,0,4.187217,0,15.33907,15.401,59.18018,54.22487,7431.365,1206.004,,100.4,334.804348,30.19596,-0.07451892,29.97384,-0.06994963,30.04673,-0.01059711,
2022/01/22 16:18:44,3899260.7848,300.0023,196,29,5,2,11,3,0,4.187487,0,17.8662,17.93748,68.92768,63.07103,7453.246,1205.922,,100.4,389.945217,30.58064,0.1264346,30.62598,0.09157181,30.60762,0.1246089,
2022/01/22 19:53:58,3912174.395,300.0028,197,29,6,2,11,3,0,4.187247,0,20.39325,20.47409,78.67477,71.91718,7442.198,1205.908,,100.4,445.088913,30.51053,0.08799195,30.23935,0.06576121,30.10816,0.03939271,
2022/01/22 23:29:11,3925087.1172,300.0021,198,29,7,2,11,3,0,4.187455,0,22.92062,23.01071,88.42305,80.76248,7440.804,1205.809,,100.39,500.232826,30.04816,0.0493145,30.18496,-0.03997564,30.28606,0.03259897,
2022/01/23 03:04:19,3937995.0975,300.0023,199,29,8,2,11,3,0,4.187292,0,25.44812,25.54725,98.17165,89.60696,7436.623,1205.69,,100.39,555.375,29.97099,-0.07025778,29.88253,-0.07967651,30.0399,0.001716614,
2022/01/23 06:39:34,3950910.2059,300.0032,200,29,9,2,11,3,0,4.187332,0,27.97578,28.08373,107.9208,98.45067,7443.038,1205.555,,100.39,610.51587,30.3557,-0.05245924,30.45026,0.139758,30.3896,-0.08541584,
2022/01/25 17:57:40,4164396.055,79445.176,201,49,10,2,11,4,0.1133194,4.200021,0.4759438597074,5.239476,5.449127,20.03207,20.17081,87925.32,90052.25,,104,118.459283,30.04133,-0.08706987,30.16405,-0.06278872,30.26516,0.02077579,
