Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/26 15:24:25,3600.0021,3600.0021,1.00,1.00,0.00,0.00,0.00,0.00,0,3.015444,0,0,0,,0,0,0,0,,0,0,25.30703,0.07646322,
2021/11/26 17:42:35,11889.7845,8289.7435,1.00,2.00,0.00,0.00,0.00,0.00,0.04999234,4.19986,0.2099608290724,2.981894,2.82391E-05,3.81073869483818,11.39239,8.51525E-05,8286.677,0.0692,,0,0.000614,25.40623,0.07933438,
2021/11/26 18:12:35,13689.8284,1800.0027,1.00,3.00,0.00,0.00,0.00,0.00,0,4.186665,0,2.981894,2.82391E-05,,11.39239,8.51525E-05,8286.677,0.0692,,0,0.000614,25.06945,-0.1067317,
2021/11/26 20:13:59,20974.212,7284.3439,1.00,4.00,0.00,0.00,0.00,0.00,-1.503113,2.499968,-3.757734400384,2.981895,3.040608,3.65793322390317,11.39239,11.05332,8286.716,7281.997,,101.97,66.100174,28.00848,-0.07364094,
2021/11/26 20:43:59,22774.2632,1800.0021,1.00,6.00,0.00,0.00,0.00,0.00,0,2.871516,0,2.981895,3.040611,,11.39239,11.05332,8286.716,7282.003,,101.97,66.100239,25.59673,0.09412348,
2021/11/26 23:01:36,31030.6423,8256.3379,1.00,7.00,0.00,0.00,0.00,0.00,0.04999244,4.200054,0.20997094759176,5.981449,3.040625,3.80776946731075,22.83498,11.05337,16539.75,7282.047,,50.83,66.100543,25.26735,-0.01359522,
2021/11/26 23:01:38,31032.7535,2.0534,1.00,8.00,0.00,0.00,0.00,0.00,0.2499673,4.203475,1.0507312963675,5.981449,3.040625,,22.83498,11.05337,16539.75,7282.047,,50.83,66.100543,25.2695141681143,-0.0127335990750475,
2021/11/27 01:01:38,38232.7974,7200.0019,1.00,9.00,0.00,0.00,0.00,0.00,0,4.181331,0,5.981449,3.040625,,22.83498,11.05337,16539.75,7282.047,,50.83,66.100543,25.5882,0.03117502,
2021/11/28 03:37:38,133993.527999,95760.6888,1.00,10.00,0.00,0.00,0.00,0.00,-0.1249466,2.499991,-0.3123653754806,5.981451,6.365821,3.70773341945611,22.835,23.30436,16539.79,102987.5,,106.43,138.387413,25.59165,0.05063713,
2021/11/28 05:37:38,141193.5695,7200.0022,1.00,11.00,0.00,0.00,0.00,0.00,0,2.741402,0,5.981451,6.365821,,22.835,23.30436,16539.79,102987.5,,106.43,138.387413,25.35226,-0.05421102,
2021/11/29 09:17:20,225045.6628,83852.0581,1.00,12.00,0.00,0.00,0.00,0.00,0.1216278,4.199991,0.5108356653498,8.819183,6.365822,3.74115494947842,33.4825,23.30437,100351.6,102987.5,,72.18,138.387435,24.83938,0.08295298,
