Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/25 13:45:58,1800.0038,1800.0037,1.00,1.00,0.00,0.00,0.00,0.00,0,3.175698,0,0,0,,0,0,0,0,,0,0,6.024478,0.07033348,
2021/11/25 15:31:16,8118.0278,6317.9837,1.00,2.00,0.00,0.00,0.00,0.00,0.04999814,4.200098,0.20999708781772,2.79729,0.000180535,3.93741347266374,11.02018,0.0005733196,6316.544,0.052,,0.01,0.003925,5.886847,-0.04302204,
2021/11/25 15:36:16,8418.071599,300.0021,1.00,3.00,0.00,0.00,0.00,0.00,0,4.189139,0,2.79729,0.000180535,,11.02018,0.0005733196,6316.546,0.052,,0.01,0.003925,5.7846,-0.08761853,
2021/11/25 15:36:18,8420.158799,2.0468,1.00,4.00,0.00,0.00,0.00,0.00,0.2500002,4.197433,1.0493590894866,2.79729,0.000180535,,11.02018,0.0005733196,6316.546,0.052,,0.01,0.003925,5.78263744149567,-0.0865859630718334,
2021/11/25 16:06:18,10220.204,1800.0032,1.00,5.00,0.00,0.00,0.00,0.00,0,4.178342,0,2.79729,0.000180535,,11.02018,0.0005733196,6316.546,0.052,,0.01,0.003925,5.65517,-0.03177106,
2021/11/25 17:55:59,16800.8121,6580.5552,1.00,7.00,0.00,0.00,0.00,0.00,-1.500045,2.499991,-3.750098999595,2.797293,2.741202,3.62660434639339,11.02019,9.88708,6316.583,6578.329,,97.99,59.591348,9.255124,0.04980206,
2021/11/25 18:25:59,18600.8649,1800.0023,1.00,9.00,0.00,0.00,0.00,0.00,0,3.068259,0,2.797293,2.741206,,11.02019,9.88709,6316.583,6578.338,,97.99,59.591435,5.703654,-0.06647348,
2021/11/25 20:14:37,25119.1453,6518.2386,1.00,10.00,0.00,0.00,0.00,0.00,0.04999793,4.199982,0.20999040603726,5.589905,2.741222,3.93101479566715,21.97273,9.887136,12833.15,6578.375,,49.04,59.591783,5.990353,-0.06589741,
2021/11/25 20:44:37,26919.1963,1800.0027,1.00,12.00,0.00,0.00,0.00,0.00,0,4.179636,0,5.589905,2.741222,,21.97273,9.887136,12833.16,6578.375,,49.04,59.591783,5.850872,-0.02879262,
2021/11/25 21:30:28,29669.6548,2750.4181,1.00,13.00,0.00,0.00,0.00,0.00,-3.656395,2.499971,-9.140881464545,5.589906,5.533742,3.13485868898545,21.97274,19.66422,12833.2,9328.191,,99,120.298739,14.37214,-0.03441691,
2021/11/25 22:00:28,31469.6981,1800.0018,1.00,14.00,0.00,0.00,0.00,0.00,0,3.127013,0,5.589906,5.533742,,21.97274,19.66422,12833.2,9328.191,,99,120.298739,5.884331,0.04885614,
2021/11/25 23:48:24,37945.6119,6475.8512,1.00,10.00,1.00,1.00,0.00,0.00,0.04999867,4.199954,0.20999211406118,8.346597,5.533781,,32.79791,19.66434,19307.27,9328.234,,66.3,120.299587,5.849183,-0.005942285,
2021/11/26 00:18:24,39745.6653,1800.0045,1.00,12.00,1.00,1.00,0.00,0.00,0,4.179781,0,8.346597,5.533781,,32.79791,19.66434,19307.28,9328.234,,66.3,120.299587,5.93878,0.0712654,
2021/11/26 00:41:16,41117.3025,1371.597,1.00,13.00,1.00,1.00,0.00,0.00,-7.315735,2.499982,-18.28920581677,8.346597,8.32026,,32.79791,29.06143,19307.29,10699.5,,99.68,180.875217,24.52585,0.06686568,
2021/11/26 01:11:16,42917.3484,1800.0026,1.00,14.00,1.00,1.00,0.00,0.00,0,3.136437,0,8.346597,8.320269,,32.79791,29.06145,19307.29,10699.5,,99.68,180.875413,5.84076,0.01291662,
2021/11/26 02:59:17,49399.1244,6481.7133,1.00,10.00,2.00,2.00,0.00,0.00,0.04999716,4.200073,0.20999172179268,11.1026,8.320353,,43.62251,29.06172,25786.34,10699.54,,74.94,180.877239,5.717237,-0.07759184,
2021/11/26 03:29:17,51199.1786,1800.0035,1.00,12.00,2.00,2.00,0.00,0.00,0,4.179777,0,11.1026,8.320353,,43.62251,29.06172,25786.35,10699.54,,74.94,180.877239,6.018765,0.0430429,
2021/11/26 03:44:31,52112.6363,913.4173,1.00,13.00,2.00,2.00,0.00,0.00,-10.97615,2.499977,-27.44012254855,11.1026,11.10444,,43.62251,38.20267,25786.36,11612.74,,100.02,241.40087,34.9612,0.04209757,
2021/11/26 04:14:31,53912.6814,1800.004,1.00,14.00,2.00,2.00,0.00,0.00,0,3.141457,0,11.1026,11.10445,,43.62251,38.20269,25786.36,11612.75,,100.02,241.401087,5.98512,0.05299121,
2021/11/26 06:02:34,60395.6803,6482.9334,1.00,10.00,3.00,3.00,0.00,0.00,0.04999889,4.199986,0.20999463801554,13.8583,11.10458,,54.44853,38.20309,32266.88,11612.79,,80.13,241.403913,5.800309,0.07293493,
2021/11/26 06:32:34,62195.7357,1800.0038,1.00,12.00,3.00,3.00,0.00,0.00,0,4.179945,0,13.8583,11.10458,,54.44853,38.20309,32266.89,11612.79,,80.13,241.403913,5.509923,0.09289622,
2021/11/26 06:43:57,62879.184,683.4076,1.00,13.00,3.00,3.00,0.00,0.00,-14.63,2.499946,-36.57420998,13.8583,13.8813,,54.44853,47.10608,32266.93,12296.05,,100.17,301.767391,45.13895,0.06279588,
2021/11/26 07:13:57,64679.2269,1800.0029,1.00,14.00,3.00,3.00,0.00,0.00,0,3.151967,0,13.8583,13.8813,,54.44853,47.1061,32266.93,12296.05,,100.17,301.767391,5.451259,0.007567108,
2021/11/26 09:01:29,71130.9003,6451.6115,1.00,10.00,4.00,4.00,0.00,0.00,0.04999773,4.200122,0.20999656572306,16.60526,13.88146,,65.24468,47.10661,38715.43,12296.1,,83.6,301.77087,5.517181,0.04888296,
2021/11/26 09:31:29,72930.9545,1800.002,1.00,12.00,4.00,4.00,0.00,0.00,0,4.179919,0,16.60526,13.88146,,65.24468,47.10661,38715.44,12296.1,,83.6,301.77087,5.638453,0.04594356,
