Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2021/03/31 14:25:10,3600.0029,3600.0029,1.00,1.00,0.00,0.00,0.00,0,4.176001,0,0,0,,0,0,0,0,,0,0,27.05726,0.08724988,25,0,26.44632,-0.008323193,
2021/03/31 16:15:48,10038.3356,6438.2961,1.00,2.00,0.00,0.00,0.00,0.008857727,4.200138,0.037203675766326,0.03181108,0,4.19996513894534,0.1336053,0,6362.554,69.8079,,0,0,26.70677,0.00169456,25,0,26.43009,-0.05613744,
2021/03/31 16:45:48,11838.3755,1800.0023,1.00,3.00,0.00,0.00,0.00,0,4.199511,0,0.03181109,0,,0.1336054,0,6362.558,69.8079,,0,0,26.88476,-0.05097091,25,0,26.46584,-0.05765736,
2021/03/31 20:37:15,25725.0415,13886.6295,1.00,4.00,0.00,0.00,0.00,-0.7527313,2.49991,-1.881760504183,0.0318112,2.900825,3.6874170253051,0.1336059,10.62976,6362.593,13944.35,,9118.88,63.061413,28.20795,-0.05179882,25,0,27.00865,0.02803087,
2021/03/31 21:07:15,27525.0923,1800.0018,1.00,6.00,0.00,0.00,0.00,0,2.827797,0,0.0318112,2.900827,,0.1336059,10.62977,6362.593,13944.37,,9118.88,63.061457,27.41796,0.1042664,25,0,26.72211,0.03768504,
2021/03/31 23:28:02,35971.8359,8446.7088,1.00,7.00,0.00,0.00,0.00,0.04999239,4.2001,0.209973037239,2.936076,2.900833,3.80826893525829,11.21071,10.62979,14801.86,13944.39,,98.8,63.061587,27.12706,-0.07384419,25,0,26.72969,-0.02722383,
2021/04/01 01:28:02,43171.8804,7200.0034,1.00,8.00,0.00,0.00,0.00,0,4.183555,0,2.936076,2.900833,,11.21071,10.62979,14801.86,13944.39,,98.8,63.061587,27.24412,0.009005666,25,0,27.08863,0.08902013,
2021/04/01 01:40:02,43891.9217,720.0034,1.00,9.00,0.00,0.00,0.00,-0.7266693,4.078736,-2.9638922340048,2.93624,3.04606,2.86458855375551,11.21139,11.22619,14801.89,14663.89,,103.74,66.218696,27.50364,0.06662428,25,0,26.70155,-0.004446507,
2021/04/01 05:40:02,58291.9650,14400.0025,1.00,10.00,0.00,0.00,0.00,0,4.108997,0,2.93624,3.04606,,11.21139,11.2262,14801.89,14663.9,,103.74,66.218696,26.98854,0.08244276,25,0,26.9112,-0.04429877,
2021/04/01 05:52:02,59012.0117,720.0030,1.00,9.00,1.00,0.00,0.00,-0.7268829,4.054977,-2.9474934411933,2.93624,3.19128,,11.21139,11.81674,14801.89,15383.43,,108.69,69.375652,26.85738,-0.06232619,25,0,26.56655,-0.05120337,
2021/04/01 09:52:02,73412.0561,14400.0027,1.00,10.00,1.00,0.00,0.00,0,4.086442,0,2.93624,3.19128,,11.21139,11.81674,14801.89,15383.43,,108.69,69.375652,26.57652,-0.1106185,25,0,26.57029,0.0294596,
2021/04/01 10:04:02,74132.1008,720.0026,1.00,9.00,2.00,0.00,0.00,-0.7267838,4.03011,-2.929018660218,2.936241,3.336441,,11.2114,12.40394,14801.93,16102.46,,113.63,72.531326,26.71172,-0.07141173,25,0,26.49199,-0.03362775,
2021/04/01 14:04:02,88532.1427,14400.0010,1.00,10.00,2.00,0.00,0.00,0,4.064715,0,2.936241,3.336441,,11.2114,12.40394,14801.93,16102.46,,113.63,72.531326,26.85886,0.05764365,25,0,26.36872,-0.08690953,
2021/04/01 14:16:02,89252.1872,720.0032,1.00,9.00,3.00,0.00,0.00,-0.7267838,3.980515,-2.892973817657,2.936241,3.481667,,11.2114,12.98602,14801.93,16821.77,,118.58,75.688413,26.75211,0.01860082,25,0,26.67474,-0.1087302,
2021/04/01 18:16:02,103652.2311,14400.0029,1.00,10.00,3.00,0.00,0.00,0,4.018666,0,2.936241,3.481667,,11.2114,12.98602,14801.93,16821.77,,118.58,75.688413,26.96066,0.08681536,25,0,26.49909,0.0001209974,
2021/04/01 18:28:02,104372.2814,720.0036,1.00,9.00,4.00,0.00,0.00,-0.7267456,3.923492,-2.8513805476352,2.936241,3.626849,,11.2114,13.55999,14801.95,17540.92,,123.52,78.844543,26.71349,-0.01932144,25,0,26.29441,-0.1238829,
2021/04/01 22:28:02,118772.3229,14400.0020,1.00,10.00,4.00,0.00,0.00,0,3.966686,0,2.936241,3.626849,,11.2114,13.55999,14801.95,17540.92,,123.52,78.844543,26.62181,-0.09569228,25,0,26.64404,0.01991689,
2021/04/01 22:40:02,119492.3743,720.0031,1.00,9.00,5.00,0.00,0.00,-0.7264633,3.871848,-2.8127554751784,2.936241,3.772055,,11.2114,14.12633,14801.95,18260.44,,128.47,82.001196,26.53455,-0.1203585,25,0,26.45714,0.01750112,
2021/04/02 02:40:02,133892.4167,14400.0030,1.00,10.00,5.00,0.00,0.00,0,3.923674,0,2.936241,3.772056,,11.2114,14.12633,14801.95,18260.44,,128.47,82.001217,26.79134,0.06967545,25,0,26.27977,-0.02150774,
2021/04/02 02:52:02,134612.4663,720.0037,1.00,9.00,6.00,0.00,0.00,-0.7265549,3.825324,-2.7793078962876,2.936241,3.917268,,11.2114,14.68593,14801.98,18979.94,,133.41,85.158,26.51383,-0.1328045,25,0,26.46489,-0.02164662,
2021/04/02 06:52:02,149012.5091,14400.0010,1.00,10.00,6.00,0.00,0.00,0,3.885527,0,2.936241,3.917268,,11.2114,14.68593,14801.98,18979.94,,133.41,85.158,26.3883,-0.02097845,25,0,26.23966,0.07250965,
2021/04/02 07:04:02,149732.5568,720.0026,1.00,9.00,7.00,0.00,0.00,-0.7263031,3.780537,-2.7458157427647,2.936241,4.062475,,11.2114,15.23926,14801.98,19699.46,,138.36,88.314674,25.99655,-0.01945734,25,0,25.69807,-0.1196891,
2021/04/02 11:04:03,164132.6017,14400.0024,1.00,10.00,7.00,0.00,0.00,0,3.821596,0,2.936241,4.062476,,11.2114,15.23926,14801.98,19699.46,,138.36,88.314696,26.55735,0.07495344,25,0,26.11677,0.02603054,
2021/04/02 11:16:03,164852.6515,720.0034,1.00,9.00,8.00,0.00,0.00,-0.7265167,3.73241,-2.711658196247,2.936242,4.207698,,11.2114,15.78526,14802.01,20418.95,,143.3,91.471696,26.13856,-0.07928252,25,0,26.30327,-0.0392133,
2021/04/02 15:16:03,179252.6951,14400.0025,1.00,10.00,8.00,0.00,0.00,0,3.763125,0,2.936242,4.207699,,11.2114,15.78526,14802.01,20418.95,,143.3,91.471717,26.2104,-0.06183386,25,0,26.16142,0.01379669,
2021/04/02 15:28:03,179972.7445,720.0028,1.00,9.00,9.00,0.00,0.00,-0.7266083,3.68313,-2.676192827979,2.936242,4.352948,,11.2114,16.32398,14802.01,21138.46,,148.25,94.629304,26.43703,-0.007565022,25,0,26.43081,0.09257734,
2021/04/02 19:28:03,194372.7883,14400.0023,1.00,10.00,9.00,0.00,0.00,0,3.716789,0,2.936242,4.352948,,11.2114,16.32399,14802.01,21138.46,,148.25,94.629304,26.78609,0.07233322,25,0,26.53792,-0.0544852,
2021/04/02 19:40:03,195092.8360,720.0025,1.00,9.00,10.00,0.00,0.00,-0.7264557,3.639482,-2.6439224439474,2.936242,4.498164,,11.2114,16.85584,14802.03,21857.96,,153.19,97.786174,26.8778,-0.06501734,25,0,26.96802,0.006065965,
2021/04/02 23:40:03,209492.8790,14400.0030,1.00,10.00,10.00,0.00,0.00,0,3.676984,0,2.936242,4.498165,,11.2114,16.85584,14802.03,21857.96,,153.19,97.786196,27.12487,0.1214737,25,0,26.33507,-0.08770525,
2021/04/02 23:52:03,210212.9293,720.0035,1.00,9.00,11.00,0.00,0.00,-0.7266846,3.603773,-2.6188063409958,2.936242,4.643432,,11.2114,17.38235,14802.03,22577.51,,158.14,100.944174,27.32057,0.0339967,25,0,26.71707,-0.07715762,
2021/04/03 03:52:03,224612.9721,14400.0027,1.00,10.00,11.00,0.00,0.00,0,3.645877,0,2.936242,4.643433,,11.2114,17.38235,14802.03,22577.51,,158.14,100.944196,27.07753,0.0269568,25,0,26.87931,0.1359385,
2021/04/03 04:04:03,225333.0230,720.0035,1.00,9.00,12.00,0.00,0.00,-0.7267456,3.570645,-2.594950542912,2.936242,4.788653,,11.2114,17.904,14802.06,23297.01,,163.09,104.101152,27.10796,0.076074,25,0,26.81729,0.0249958,
2021/04/03 08:04:03,239733.0670,14400.0031,1.00,10.00,12.00,0.00,0.00,0,3.609824,0,2.936242,4.788653,,11.2114,17.904,14802.06,23297.01,,163.09,104.101152,26.47619,-0.1216316,25,0,26.51267,0.002892613,
2021/04/03 08:16:03,240453.1176,720.0032,1.00,9.00,13.00,0.00,0.00,-0.7267227,3.524146,-2.5610768963142,2.936242,4.933905,,11.2114,18.42004,14802.06,24016.55,,168.03,107.258804,27.04054,0.1194876,25,0,26.79251,0.003915429,
2021/04/03 12:16:03,254853.1584,14400.0024,1.00,10.00,13.00,0.00,0.00,0,3.560113,0,2.936242,4.933906,,11.2114,18.42004,14802.06,24016.55,,168.03,107.258826,26.91925,0.0938046,25,0,26.48612,-0.05071998,
2021/04/03 12:28:03,255573.2081,720.0030,1.00,9.00,14.00,0.00,0.00,-0.7262878,3.467416,-2.5183419383248,2.936242,5.079146,,11.2114,18.92773,14802.08,24736.06,,172.98,110.416217,26.79264,0.03866315,25,0,26.71527,0.0987494,
2021/04/03 16:28:03,269973.2524,14400.0020,1.00,10.00,14.00,0.00,0.00,0,3.50222,0,2.936242,5.079146,,11.2114,18.92774,14802.08,24736.06,,172.98,110.416217,26.5416,-0.08093834,25,0,26.42859,-0.1076382,
2021/04/03 16:40:03,270693.3005,720.0037,1.00,9.00,15.00,0.00,0.00,-0.7265778,3.42621,-2.489408124138,2.936242,5.224369,,11.2114,19.42884,14802.08,25455.59,,177.93,113.573239,27.04014,0.1305556,25,0,26.301,-0.05173624,
2021/04/03 20:40:03,285093.3430,14400.0023,1.00,10.00,15.00,0.00,0.00,0,3.470016,0,2.936242,5.224369,,11.2114,19.42885,14802.08,25455.59,,177.93,113.573239,27.04535,0.0865984,25,0,26.52006,-0.09094179,
2021/04/03 20:52:03,285813.3917,720.0029,1.00,9.00,16.00,0.00,0.00,-0.7266541,3.338103,-2.4256462311723,2.936242,5.369613,,11.2114,19.92085,14802.1,26175.11,,182.87,116.730717,27.39635,-0.01724243,25,0,26.98498,0.1272357,
2021/04/04 00:52:03,300213.4352,14400.0031,1.00,10.00,16.00,0.00,0.00,0,3.404141,0,2.936242,5.369614,,11.2114,19.92086,14802.1,26175.11,,182.87,116.730739,27.07226,0.08788288,25,0,26.42573,-0.02326012,
2021/04/04 01:04:03,300933.4856,720.0038,1.00,9.00,17.00,0.00,0.00,-0.7268829,3.1943,-2.32188204747,2.936242,5.514854,,11.2114,20.39662,14802.11,26894.61,,187.82,119.88813,27.26764,-0.1294076,25,0,26.62849,-0.01399875,
2021/04/04 05:04:03,315333.5282,14400.0008,1.00,10.00,17.00,0.00,0.00,0,3.282353,0,2.936242,5.514855,,11.2114,20.39662,14802.11,26894.62,,187.82,119.888152,27.01647,0.03899932,25,0,26.41259,-0.08552253,
2021/04/04 05:16:03,316053.5712,720.0025,1.00,9.00,18.00,0.00,0.00,-0.7267303,3.003597,-2.1828049488891,2.936249,5.660071,,11.21142,20.8484,14802.13,27613.63,,192.77,123.045022,27.39945,-0.08952439,25,0,26.81028,0.06151199,
2021/04/04 09:16:04,330453.6100,14400.0009,1.00,10.00,18.00,0.00,0.00,0,3.138703,0,2.936249,5.660072,,11.21142,20.84841,14802.13,27613.64,,192.77,123.045043,27.09516,0.09276152,25,0,26.64084,0.06392598,
2021/04/04 09:26:45,331095.4617,641.8122,1.00,9.00,19.00,0.00,0.00,-0.7269974,2.499993,-1.8174884110182,2.936249,5.789472,,11.21142,21.21554,14802.13,28254.63,,197.17,125.858087,27.31936,-0.05034506,25,0,26.53795,0.04961729,
2021/04/04 13:26:45,345495.5047,14400.0035,1.00,12.00,19.00,0.00,0.00,0,2.880416,0,2.936249,5.789472,,11.21142,21.21554,14802.13,28254.63,,197.17,125.858087,26.54315,0.01267016,25,0,26.55116,0.1395118,
