Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/19 19:06:01,32503.8138,1800.0036,1,15,0,0,0,0,0,2.945931,0,5.216365,4.271733E-06,20.16493,21.5708,14775.51,7220.95,,0,9.3E-05,26.06614,0.02468765,
2021/11/19 23:47:33,49396.3615,1800.0036,2,15,0,0,0,0,0,2.94272,0,8.185541,5.193096E-06,31.49626,32.33562,8212.853,3592.638,,0,0.000113,25.42516,0.0773561,
2021/11/20 04:28:34,66256.811499,1800.002,3,15,0,0,0,0,0,2.942635,0,11.1472,3.517026E-06,42.79947,43.07236,8175.757,3581.441,,0,7.6E-05,25.50726,0.05486727,
2021/11/20 09:08:37,83060.0252,1800.0035,4,15,0,0,0,0,0,2.943415,0,14.09973,2.51274E-06,54.06977,53.78178,8137.694,3570.33,,0,5.5E-05,25.32889,0.02288103,
2021/11/20 09:09:07,83090.0714,30.0059,5,17,0,0,0,0,0,2.943744,0,14.09973,2.51274E-06,54.06977,53.78178,0,0,,0,5.5E-05,25.31915,-0.07374346,
