HG2_600_1 - Time [s],HG2_600_2 - Power [W],HG2_600_3 - Time [s],HG2_600_4 - Energy [Wh],HG2_450_1 - Time [s],HG2_450_2 - Power [W],HG2_450_3 - Time [s],HG2_450_4 - Energy [Wh],Pack_1 - Time [s],Pack_2 - Power [W],Pack_3 - Time [s],Pack_4 - Energy [Wh]
0,-18.98128923,0,2.37E-05,0,-20.15209772,0,2.52E-05,0,-10781.37228,0,0.013474702
0.01,-19.21746096,0.01,7.68E-05,0.01,-20.40283705,0.01,8.15E-05,0.01,-10915.51782,0.01,0.043623239
0.02,-19.29514478,0.02,0.000130342,0.02,-20.48531259,0.02,0.000138381,0.02,-10959.64224,0.02,0.074034048
0.03,-19.23094414,0.03,0.000183863,0.03,-20.41715191,0.03,0.000195204,0.03,-10923.17627,0.03,0.104434169
0.04,-19.12189999,0.04,0.000237139,0.04,-20.30138168,0.04,0.000251766,0.04,-10861.2392,0.04,0.134695025
0.05,-19.07300469,0.05,0.000290142,0.05,-20.2494704,0.05,0.000308039,0.05,-10833.46666,0.05,0.164800892
0.06,-19.22860366,0.06,0.000343305,0.06,-20.41466706,0.06,0.00036448,0.06,-10921.84688,0.06,0.194996982
0.07,-19.50533185,0.07,0.000397113,0.07,-20.70846447,0.07,0.000421607,0.07,-11079.02849,0.07,0.225559929
0.08,-19.75399975,0.08,0.000451675,0.08,-20.97247077,0.08,0.000479536,0.08,-11220.27186,0.08,0.256551575
0.09,-19.90687233,0.09,0.000506792,0.09,-21.13477287,0.09,0.000538052,0.09,-11307.10349,0.09,0.287857761
0.1,-19.99806914,0.1,0.000562228,0.1,-21.2315949,0.1,0.000596908,0.1,-11358.90327,0.1,0.319345749
0.11,-20.08418099,0.11,0.0006179,0.11,-21.32301832,0.11,0.000656014,0.11,-11407.8148,0.11,0.350967418
0.12,-20.24163851,0.12,0.000673912,0.12,-21.49018818,0.12,0.000715481,0.12,-11497.25068,0.12,0.382782241
0.13,-20.35679569,0.13,0.000730328,0.13,-21.61244851,0.13,0.000775377,0.13,-11562.65995,0.13,0.414826521
0.14,-20.38654443,0.14,0.000786933,0.14,-21.64403222,0.14,0.000835473,0.14,-11579.55724,0.14,0.446977836
0.15,-20.37773227,0.15,0.000843563,0.15,-21.63467651,0.15,0.000895596,0.15,-11574.55193,0.15,0.479143615
0.16,-20.36875881,0.16,0.000900126,0.16,-21.62514954,0.16,0.000955647,0.16,-11569.455,0.16,0.511271299
0.17,-20.53932704,0.17,0.000956909,0.17,-21.8062388,0.17,0.001015934,0.17,-11666.33776,0.17,0.543524517
0.18,-20.84024485,0.18,0.00101439,0.18,-22.1257179,0.18,0.001076959,0.18,-11837.25908,0.18,0.576173301
0.19,-21.15215353,0.19,0.001072734,0.19,-22.45686581,0.19,0.001138902,0.19,-12014.42321,0.19,0.609312673
0.2,-21.37698857,0.2,0.001131852,0.2,-22.69556917,0.2,0.001201667,0.2,-12142.12951,0.2,0.642891868
0.21,-21.46416573,0.21,0.001191385,0.21,-22.78812361,0.21,0.001264872,0.21,-12191.64613,0.21,0.676706546
0.22,-21.48915677,0.22,0.001251048,0.22,-22.81465616,0.22,0.001328216,0.22,-12205.84105,0.22,0.710595342
0.23,-21.51939981,0.23,0.001310775,0.23,-22.84676465,0.23,0.001391626,0.23,-12223.01909,0.23,0.744520033
0.24,-21.18673918,0.24,0.001370174,0.24,-22.49358477,0.24,0.001454689,0.24,-12034.06785,0.24,0.778258735
0.25,-20.78891887,0.25,0.001428428,0.25,-22.07122602,0.25,0.001516537,0.25,-11808.10592,0.25,0.811347315
0.26,-20.47039322,0.26,0.00148569,0.26,-21.73305299,0.26,0.001577331,0.26,-11627.18335,0.26,0.843871843
0.27,-20.24394527,0.27,0.001542209,0.27,-21.49263723,0.27,0.001637336,0.27,-11498.56092,0.27,0.875974644
0.28,-20.05269413,0.28,0.001598157,0.28,-21.28958928,0.28,0.001696735,0.28,-11389.93026,0.28,0.907753193
0.29,-19.89650258,0.29,0.001653621,0.29,-21.12376348,0.29,0.00175562,0.29,-11301.21346,0.29,0.939256605
0.3,-19.7786043,0.3,0.001708714,0.3,-20.99859297,0.3,0.001814111,0.3,-11234.24724,0.3,0.970549349
0.31,-19.70215151,0.31,0.001763527,0.31,-20.9174244,0.31,0.001872305,0.31,-11190.82206,0.31,1.001683257
0.32,-19.6936978,0.32,0.001818229,0.32,-20.90844925,0.32,0.001930381,0.32,-11186.02035,0.32,1.032754087
0.33,-19.72437557,0.33,0.001872974,0.33,-20.9410193,0.33,0.001988503,0.33,-11203.44532,0.33,1.063849294
0.34,-19.7768599,0.34,0.001927835,0.34,-20.99674098,0.34,0.002046748,0.34,-11233.25643,0.34,1.095010052
0.35,-19.84631566,0.35,0.00198287,0.35,-21.07048092,0.35,0.002105178,0.35,-11272.70729,0.35,1.12627032
0.36,-19.90426532,0.36,0.00203809,0.36,-21.13200505,0.36,0.002163804,0.36,-11305.6227,0.36,1.157635073
0.37,-19.929088,0.37,0.002093422,0.37,-21.15835885,0.37,0.002222549,0.37,-11319.72199,0.37,1.1890637
0.38,-19.93136674,0.38,0.002148792,0.38,-21.16077814,0.38,0.002281334,0.38,-11321.01631,0.38,1.220513658
0.39,-19.90367964,0.39,0.002204121,0.39,-21.13138324,0.39,0.002340077,0.39,-11305.29003,0.39,1.251940987
0.4,-19.86416221,0.4,0.002259352,0.4,-21.08942829,0.4,0.002398714,0.4,-11282.84413,0.4,1.28331195
0.41,-19.80756921,0.41,0.002314461,0.41,-21.02934451,0.41,0.002457222,0.41,-11250.69931,0.41,1.314613574
0.42,-19.74927936,0.42,0.002369385,0.42,-20.9674592,0.42,0.002515534,0.42,-11217.59067,0.42,1.345810836
0.43,-19.76673296,0.43,0.002424248,0.43,-20.98598939,0.43,0.002573781,0.43,-11227.50432,0.43,1.376972758
0.44,-19.87759558,0.44,0.002479298,0.44,-21.10369026,0.44,0.002632226,0.44,-11290.47429,0.44,1.408241088
0.45,-20.09512436,0.45,0.002534816,0.45,-21.33463671,0.45,0.002691169,0.45,-11414.03064,0.45,1.439775398
0.46,-20.2957239,0.46,0.002590946,0.46,-21.54760967,0.46,0.002750761,0.46,-11527.97118,0.46,1.471657277
0.47,-20.40506607,0.47,0.002647504,0.47,-21.66369632,0.47,0.002810808,0.47,-11590.07753,0.47,1.503782033
0.48,-20.4341018,0.48,0.002704247,0.48,-21.69452303,0.48,0.002871051,0.48,-11606.56982,0.48,1.536012513
0.49,-20.42032515,0.49,0.002760982,0.49,-21.6798966,0.49,0.002931286,0.49,-11598.74468,0.49,1.568237938
0.5,-20.47059817,0.5,0.002817759,0.5,-21.73327058,0.5,0.002991565,0.5,-11627.29976,0.5,1.600487227
0.51,-20.59341648,0.51,0.002874789,0.51,-21.8636646,0.51,0.003052112,0.51,-11697.06056,0.51,1.632880002
0.52,-20.72766581,0.52,0.002932196,0.52,-22.00619473,0.52,0.00311306,0.52,-11773.31418,0.52,1.665487078
0.53,-20.84285366,0.53,0.002989942,0.53,-22.12848763,0.53,0.003174369,0.53,-11838.74088,0.53,1.698287152
0.54,-20.9651437,0.54,0.003048012,0.54,-22.25832079,0.54,0.003236021,0.54,-11908.20162,0.54,1.731271026
0.55,-21.12082409,0.55,0.003106463,0.55,-22.42360389,0.55,0.003298077,0.55,-11996.62808,0.55,1.764471101
0.56,-21.34068682,0.56,0.003165447,0.56,-22.65702825,0.56,0.003360699,0.56,-12121.51011,0.56,1.797973907
0.57,-21.54944216,0.57,0.00322504,0.57,-22.87866009,0.57,0.003423967,0.57,-12240.08315,0.57,1.831822513
0.58,-21.71810897,0.58,0.003285154,0.58,-23.05773064,0.58,0.003487789,0.58,-12335.88589,0.58,1.865967364
0.59,-21.85357793,0.59,0.003345688,0.59,-23.20155563,0.59,0.003552057,0.59,-12412.83226,0.59,1.900350572
0.6,-21.98433693,0.6,0.003406578,0.6,-23.34038014,0.6,0.003616704,0.6,-12487.10338,0.6,1.934936418
0.61,-22.15109333,0.61,0.003467878,0.61,-23.51742245,0.61,0.003681784,0.61,-12581.82101,0.61,1.969754543
0.62,-22.37548209,0.62,0.003529719,0.62,-23.75565201,0.62,0.00374744,0.62,-12709.27383,0.62,2.004880133
0.63,-22.76228391,0.63,0.003592407,0.63,-24.16631264,0.63,0.003813994,0.63,-12928.97726,0.63,2.040487022
0.64,-23.28884457,0.64,0.003656395,0.64,-24.72535274,0.64,0.00388193,0.64,-13228.06371,0.64,2.076832311
0.65,-23.81347193,0.65,0.003721855,0.65,-25.2823403,0.65,0.003951427,0.65,-13526.05206,0.65,2.114013649
0.66,-24.25662256,0.66,0.003788707,0.66,-25.75282545,0.66,0.004022403,0.66,-13777.76161,0.66,2.151985643
0.67,-24.60101795,0.67,0.003856569,0.67,-26.11846392,0.67,0.004094451,0.67,-13973.3782,0.67,2.19053133
0.68,-25.13490592,0.68,0.003925621,0.68,-26.68528329,0.68,0.004167763,0.68,-14276.62656,0.68,2.229752963
0.69,-25.95284468,0.69,0.00399657,0.69,-27.55367435,0.69,0.004243087,0.69,-14741.21578,0.69,2.270051727
0.7,-27.16743454,0.7,0.004070357,0.7,-28.84318284,0.7,0.004321425,0.7,-15431.10282,0.7,2.311962603
0.71,-28.46011571,0.71,0.004147732,0.71,-30.21559948,0.71,0.004403573,0.71,-16165.34572,0.71,2.355911727
0.72,-29.5721455,0.72,0.00422846,0.72,-31.39622176,0.72,0.004489281,0.72,-16796.97864,0.72,2.401765177
0.73,-30.43018988,0.73,0.004311946,0.73,-32.30719225,0.73,0.004577916,0.73,-17284.34785,0.73,2.449185096
0.74,-31.05386831,0.74,0.004397388,0.74,-32.96934056,0.74,0.004668629,0.74,-17638.5972,0.74,2.497716558
0.75,-31.76218971,0.75,0.004484645,0.75,-33.72135281,0.75,0.004761268,0.75,-18040.92375,0.75,2.547278491
0.76,-32.62929489,0.76,0.004574105,0.76,-34.64194298,0.76,0.004856246,0.76,-18533.4395,0.76,2.598091876
0.77,-33.55847311,0.77,0.004666094,0.77,-35.62843501,0.77,0.004953909,0.77,-19061.21273,0.77,2.650341291
0.78,-34.49964428,0.78,0.004760684,0.78,-36.62765972,0.78,0.005054333,0.78,-19595.79795,0.78,2.704068405
0.79,-35.42527134,0.79,0.004857875,0.79,-37.61038154,0.79,0.00515752,0.79,-20121.55412,0.79,2.759273051
0.8,-36.30217783,0.8,0.004957563,0.8,-38.54137759,0.8,0.005263357,0.8,-20619.63701,0.8,2.815895899
0.81,-37.06633299,0.81,0.005059568,0.81,-39.35266755,0.81,0.005371653,0.81,-21053.67714,0.81,2.873834606
0.82,-37.57356369,0.82,0.005163331,0.82,-39.89118537,0.82,0.005481817,0.82,-21341.78418,0.82,2.932772077
0.83,-37.85753995,0.83,0.005268156,0.83,-40.19267793,0.83,0.005593108,0.83,-21503.08269,0.83,2.992312574
0.84,-38.11908382,0.84,0.005373692,0.84,-40.47035441,0.84,0.005705153,0.84,-21651.63961,0.84,3.052256802
0.85,-38.36754558,0.85,0.005479953,0.85,-40.73414185,0.85,0.005817968,0.85,-21792.76589,0.85,3.112613147
0.86,-38.50977989,0.86,0.005586772,0.86,-40.88514949,0.86,0.005931377,0.86,-21873.55498,0.86,3.173286724
0.87,-38.38279463,0.87,0.005693667,0.87,-40.7503315,0.87,0.006044866,0.87,-21801.42735,0.87,3.234003092
0.88,-37.96313619,0.88,0.005799702,0.88,-40.30478758,0.88,0.006157441,0.88,-21563.06136,0.88,3.294230999
0.89,-37.52597005,0.89,0.005904501,0.89,-39.84065605,0.89,0.006268704,0.89,-21314.75099,0.89,3.353756643
0.9,-37.22025293,0.9,0.006008247,0.9,-39.51608162,0.9,0.006378849,0.9,-21141.10367,0.9,3.412684243
0.91,-37.14768759,0.91,0.006111499,0.91,-39.43904028,0.91,0.00648847,0.91,-21099.88655,0.91,3.471331385
0.92,-37.11235901,0.92,0.006214646,0.92,-39.40153255,0.92,0.006597979,0.92,-21079.81992,0.92,3.52991879
0.93,-37.00609969,0.93,0.006317599,0.93,-39.28871892,0.93,0.006707283,0.93,-21019.46462,0.93,3.58839636
0.94,-36.78521288,0.94,0.006420102,0.94,-39.05420732,0.94,0.006816108,0.94,-20894.00092,0.94,3.646617839
0.95,-36.54078496,0.95,0.006521915,0.95,-38.79470254,0.95,0.006924201,0.95,-20755.16586,0.95,3.704447545
0.96,-36.37576094,0.96,0.006623155,0.96,-38.61949947,0.96,0.007031686,0.96,-20661.43222,0.96,3.761952062
0.97,-36.29208867,0.97,0.006724058,0.97,-38.5306661,0.97,0.007138813,0.97,-20613.90636,0.97,3.819265152
0.98,-36.24585057,0.98,0.006824804,0.98,-38.48157593,0.98,0.007245774,0.98,-20587.64312,0.98,3.876488851
0.99,-36.16860456,0.99,0.006925385,0.99,-38.39956522,0.99,0.007352559,0.99,-20543.76739,0.99,3.933618823
1,-36.03975568,1,0.007025678,1,-38.26276865,1,0.007459037,1,-20470.58123,1,3.990585048
1.01,-35.86708768,1.01,0.007125545,1.01,-38.0794501,1.01,0.007565065,1.01,-20372.5058,1.01,4.047309791
1.02,-35.66962157,1.02,0.00722489,1.02,-37.86980384,1.02,0.007670537,1.02,-20260.34505,1.02,4.103737527
1.03,-35.4791629,1.03,0.007323689,1.03,-37.66759724,1.03,0.007775431,1.03,-20152.16452,1.03,4.159855608
1.04,-35.36550679,1.04,0.007422049,1.04,-37.54693057,1.04,0.007879857,1.04,-20087.60785,1.04,4.215723675
1.05,-35.31645732,1.05,0.007520208,1.05,-37.49485562,1.05,0.007984072,1.05,-20059.74776,1.05,4.271478351
1.06,-35.28750837,1.06,0.007618263,1.06,-37.46412103,1.06,0.008088175,1.06,-20043.30475,1.06,4.327173433
1.07,-35.24014517,1.07,0.007716243,1.07,-37.41383636,1.07,0.008192198,1.07,-20016.40245,1.07,4.382826083
1.08,-35.1624807,1.08,0.007814,1.08,-37.33138138,1.08,0.008295985,1.08,-19972.28904,1.08,4.438351793
1.09,-35.22415029,1.09,0.007911722,1.09,-37.39685489,1.09,0.008399735,1.09,-20007.31737,1.09,4.493858332
1.1,-35.45419872,1.1,0.008009867,1.1,-37.64109322,1.1,0.008503934,1.1,-20137.98487,1.1,4.549604423
1.11,-35.80855356,1.11,0.008108853,1.11,-38.01730546,1.11,0.008609025,1.11,-20339.25842,1.11,4.605828351
1.12,-36.18229992,1.12,0.008208871,1.12,-38.41410533,1.12,0.008715212,1.12,-20551.54635,1.12,4.662638447
1.13,-36.51665357,1.13,0.008309877,1.13,-38.76908267,1.13,0.008822449,1.13,-20741.45923,1.13,4.72000997
1.14,-36.7862576,1.14,0.008411722,1.14,-39.05531648,1.14,0.008930576,1.14,-20894.59432,1.14,4.777858099
1.15,-37.00296298,1.15,0.008514229,1.15,-39.28538874,1.15,0.009039405,1.15,-21017.68297,1.15,4.836081934
1.16,-37.23032845,1.16,0.008617334,1.16,-39.52677861,1.16,0.009148871,1.16,-21146.82656,1.16,4.89464579
1.17,-37.59376473,1.17,0.008721227,1.17,-39.91263246,1.17,0.009259171,1.17,-21353.25837,1.17,4.953656682
1.18,-38.20362847,1.18,0.008826484,1.18,-40.56011396,1.18,0.009370921,1.18,-21699.66097,1.18,5.013442948
1.19,-39.08346823,1.19,0.008933823,1.19,-41.49422422,1.19,0.009484881,1.19,-22199.40996,1.19,5.074411593
1.2,-40.28550307,1.2,0.009044052,1.2,-42.77040326,1.2,0.00960191,1.2,-22882.16574,1.2,5.137021641
1.21,-41.93736489,1.21,0.009158249,1.21,-44.52415562,1.21,0.00972315,1.21,-23820.42325,1.21,5.201885271
1.22,-44.13056824,1.22,0.009277816,1.22,-46.85264067,1.22,0.009850092,1.22,-25066.16276,1.22,5.269799292
1.23,-46.80039947,1.23,0.009404198,1.23,-49.68715308,1.23,0.00998427,1.23,-26582.6269,1.23,5.341584185
1.24,-49.91214191,1.24,0.009538587,1.24,-52.99083478,1.24,0.010126949,1.24,-28350.09661,1.24,5.41791765
1.25,-53.55734522,1.25,0.009682474,1.25,-56.86088241,1.25,0.010279711,1.25,-30420.57209,1.25,5.499645397
1.26,-57.49545103,1.26,0.009836926,1.26,-61.04189941,1.26,0.01044369,1.26,-32657.41619,1.26,5.587374214
1.27,-61.66802634,1.27,0.01000267,1.27,-65.47184853,1.27,0.010619657,1.27,-35027.43896,1.27,5.681516469
1.28,-66.05028243,1.28,0.010180315,1.28,-70.124412,1.28,0.010808259,1.28,-37516.56042,1.28,5.782418775
1.29,-70.63094194,1.29,0.010370422,1.29,-74.98761686,1.29,0.011010093,1.29,-40118.37502,1.29,5.89039991
1.3,-75.45460442,1.3,0.010573564,1.3,-80.10881366,1.3,0.011225765,1.3,-42858.21531,1.3,6.005784441
1.31,-80.58883929,1.31,0.010790604,1.31,-85.55973966,1.31,0.011456192,1.31,-45774.46072,1.31,6.12906288
1.32,-85.90915843,1.32,0.011022178,1.32,-91.20822802,1.32,0.011702051,1.32,-48796.40199,1.32,6.260597204
1.33,-91.17900754,1.33,0.01126864,1.33,-96.80313324,1.33,0.011963715,1.33,-51789.67628,1.33,6.400587285
1.34,-95.26384064,1.34,0.01152822,1.34,-101.139928,1.34,0.012239306,1.34,-54109.86149,1.34,6.548028928
1.35,-97.77207911,1.35,0.01179687,1.35,-103.8028803,1.35,0.012524527,1.35,-55534.54093,1.35,6.700622169
1.36,-99.00069058,1.36,0.012070416,1.36,-105.1072752,1.36,0.012814947,1.36,-56232.39225,1.36,6.855996396
1.37,-99.50675606,1.37,0.012346266,1.37,-105.644556,1.37,0.013107811,1.37,-56519.83744,1.37,7.012678988
1.38,-98.529111,1.38,0.012622175,1.38,-104.6066076,1.38,0.013400739,1.38,-55964.53505,1.38,7.16939521
1.39,-93.28905547,1.39,0.012889138,1.39,-99.04333366,1.39,0.013684168,1.39,-52988.18351,1.39,7.321030139
1.4,-84.52221496,1.4,0.013136205,1.4,-89.73573476,1.4,0.013946475,1.4,-48008.6181,1.4,7.461364366
1.41,-73.25749991,1.41,0.013354957,1.41,-77.77618682,1.41,0.014178721,1.41,-41610.25995,1.41,7.585615603
1.42,-61.85483582,1.42,0.013541359,1.42,-65.67018084,1.42,0.014376621,1.42,-35133.54675,1.42,7.691492076
1.43,-52.22537181,1.43,0.013698664,1.43,-55.44674988,1.43,0.014543628,1.43,-29664.01119,1.43,7.780840911
1.44,-44.38803244,1.44,0.013832033,1.44,-47.12598584,1.44,0.014685224,1.44,-25212.40242,1.44,7.856594694
1.45,-38.70419627,1.45,0.01394646,1.45,-41.09155791,1.45,0.014806709,1.45,-21983.98348,1.45,7.921589165
1.46,-35.28068276,1.46,0.014048515,1.46,-37.45687441,1.46,0.014915059,1.46,-20039.42781,1.46,7.979556707
1.47,-33.63195108,1.47,0.014143767,1.47,-35.70644526,1.47,0.015016186,1.47,-19102.94821,1.47,8.033659424
1.48,-32.87648591,1.48,0.014235911,1.48,-34.90438131,1.48,0.015114014,1.48,-18673.844,1.48,8.085997654
1.49,-33.12878317,1.49,0.014327335,1.49,-35.17224082,1.49,0.015211077,1.49,-18817.14884,1.49,8.137926228
1.5,-34.42227434,1.5,0.014421034,1.5,-36.54551743,1.5,0.015310555,1.5,-19551.85183,1.5,8.191147097
1.51,-36.52610741,1.51,0.014519557,1.51,-38.77911964,1.51,0.015415156,1.51,-20746.82901,1.51,8.247108535
1.52,-39.23045735,1.52,0.014624844,1.52,-41.65027996,1.52,0.015526938,1.52,-22282.89978,1.52,8.306911641
1.53,-42.37984057,1.53,0.014738322,1.53,-44.99392419,1.53,0.015647415,1.53,-24071.74944,1.53,8.371366793
1.54,-45.86174696,1.54,0.014861054,1.54,-48.69060238,1.54,0.015777717,1.54,-26049.47227,1.54,8.441078655
1.55,-49.38006001,1.55,0.014993674,1.55,-52.42593287,1.55,0.015918518,1.55,-28047.87409,1.55,8.516406878
1.56,-52.74017246,1.56,0.0151357,1.56,-55.99330459,1.56,0.016069304,1.56,-29956.41796,1.56,8.597077757
1.57,-56.60499684,1.57,0.015287671,1.57,-60.09652001,1.57,0.016230649,1.57,-32151.63821,1.57,8.68339706
1.58,-60.86396891,1.58,0.015451056,1.58,-64.61819503,1.58,0.016404112,1.58,-34570.73434,1.58,8.776199815
1.59,-65.36534871,1.59,0.015626638,1.59,-69.39723004,1.59,0.016590524,1.59,-37127.51807,1.59,8.875930145
1.6,-70.05391139,1.6,0.015815004,1.6,-74.37499377,1.6,0.016790509,1.6,-39790.62167,1.6,8.982922234
1.61,-74.91531733,1.61,0.016016649,1.61,-79.53626214,1.61,0.017004592,1.61,-42551.90024,1.61,9.097456731
1.62,-79.73310599,1.62,0.016231961,1.62,-84.6512228,1.62,0.017233184,1.62,-45288.4042,1.62,9.219753592
1.63,-82.82686911,1.63,0.01645817,1.63,-87.93581618,1.63,0.017473347,1.63,-47045.66165,1.63,9.348240401
1.64,-85.85686771,1.64,0.016692552,1.64,-91.15271188,1.64,0.017722186,1.64,-48766.70086,1.64,9.4813694
1.65,-89.48652515,1.65,0.016936192,1.65,-95.00625474,1.65,0.017980855,1.65,-50828.34628,1.65,9.619757249
1.66,-93.69329927,1.66,0.017190779,1.66,-99.47251212,1.66,0.018251144,1.66,-53217.79399,1.66,9.76436219
1.67,-98.36554372,1.67,0.017457773,1.67,-104.4329511,1.67,0.018534607,1.67,-55871.62883,1.67,9.916014796
1.68,-102.8023209,1.68,0.017737492,1.68,-109.1433987,1.68,0.01883158,1.68,-58391.71829,1.68,10.07489536
1.69,-107.4860568,1.69,0.01802989,1.69,-114.1160379,1.69,0.019142014,1.69,-61052.08027,1.69,10.24097763
1.7,-111.3233615,1.7,0.018334443,1.7,-118.1900362,1.7,0.019465353,1.7,-63231.66935,1.7,10.41396377
1.71,-111.7993034,1.71,0.018645636,1.71,-118.6953352,1.71,0.01979574,1.71,-63502.00431,1.71,10.59072116
1.72,-108.4366395,1.72,0.018951504,1.72,-115.1252547,1.72,0.020120475,1.72,-61592.01125,1.72,10.76445424
1.73,-104.657199,1.73,0.019247263,1.73,-111.1126898,1.73,0.020434477,1.73,-59445.28902,1.73,10.93244542
1.74,-100.6931087,1.74,0.019532236,1.74,-106.9040855,1.74,0.020737028,1.74,-57193.68574,1.74,11.09431004
1.75,-97.08249016,1.75,0.01980632,1.75,-103.0707559,1.75,0.021028019,1.75,-55142.85441,1.75,11.24998997
1.76,-94.18221601,1.76,0.020072066,1.76,-99.99158634,1.76,0.021310156,1.76,-53495.49869,1.76,11.40093346
1.77,-89.87781297,1.77,0.020327477,1.77,-95.42167807,1.77,0.021581322,1.77,-51050.59777,1.77,11.54600717
1.78,-85.40380918,1.78,0.020570614,1.78,-90.67170769,1.78,0.021839455,1.78,-48509.36361,1.78,11.68410853
1.79,-80.89280374,1.79,0.020801305,1.79,-85.88245332,1.79,0.022084376,1.79,-45947.11252,1.79,11.81514131
1.8,-76.23207553,1.8,0.021019239,1.8,-80.93424094,1.8,0.022315752,1.8,-43299.8189,1.8,11.93892756
1.81,-72.30296517,1.81,0.02122493,1.81,-76.76277423,1.81,0.022534131,1.81,-41068.08421,1.81,12.0557602
1.82,-70.09691177,1.82,0.0214221,1.82,-74.42064651,1.82,0.022743464,1.82,-39815.04588,1.82,12.16775302
1.83,-69.63516412,1.83,0.021615786,1.83,-73.93041724,1.83,0.022949096,1.83,-39552.77322,1.83,12.27776629
1.84,-70.53496096,1.84,0.021810254,1.84,-74.88571556,1.84,0.02315556,1.84,-40063.85783,1.84,12.38822441
1.85,-71.62122953,1.85,0.022007986,1.85,-76.03898762,1.85,0.023365488,1.85,-40680.85838,1.85,12.50053598
1.86,-71.72385963,1.86,0.022207312,1.86,-76.14794817,1.86,0.023577108,1.86,-40739.15227,1.86,12.61375298
1.87,-71.64462902,1.87,0.022406161,1.87,-76.06383043,1.87,0.023788223,1.87,-40694.14928,1.87,12.72669927
1.88,-72.57433151,1.88,0.022606411,1.88,-77.05087906,1.88,0.024000825,1.88,-41222.2203,1.88,12.8404414
1.89,-73.75200252,1.89,0.022809781,1.89,-78.30119146,1.89,0.024216739,1.89,-41891.13743,1.89,12.95595541
1.9,-72.6282932,1.9,0.023013379,1.9,-77.10816923,1.9,0.024432896,1.9,-41252.87054,1.9,13.07159918
1.91,-70.93457331,1.91,0.02321267,1.91,-75.3099769,1.91,0.024644479,1.91,-40290.83764,1.91,13.18479649
1.92,-69.64472928,1.92,0.023407549,1.92,-73.94057239,1.92,0.024851379,1.92,-39558.20623,1.92,13.295488
1.93,-69.82049279,1.93,0.023600937,1.93,-74.12717739,1.93,0.025056696,1.93,-39658.0399,1.93,13.40533241
1.94,-71.24843632,1.94,0.023796711,1.94,-75.64319969,1.94,0.025264545,1.94,-40469.11183,1.94,13.51653184
1.95,-71.81958369,1.95,0.023996165,1.95,-76.2495767,1.95,0.025476302,1.95,-40793.52353,1.95,13.62982169
1.96,-71.14624292,1.96,0.024194729,1.96,-75.53470276,1.96,0.025687115,1.96,-40411.06598,1.96,13.74260627
1.97,-70.68300298,1.97,0.024391532,1.97,-75.04288914,1.97,0.025896057,1.97,-40147.94569,1.97,13.85439036
1.98,-71.03123349,1.98,0.024588179,1.98,-75.41259929,1.98,0.026104834,1.98,-40345.74062,1.98,13.96608594
1.99,-72.2905627,1.99,0.024787114,1.99,-76.74960675,1.99,0.026316039,1.99,-41061.03961,1.99,14.07908075
2,-74.49076879,2,0.024990909,2,-79.0855265,2,0.026532404,2,-42310.75668,2,14.19483637
2.01,-77.53134822,2.01,0.025202092,2.01,-82.31365568,2.01,0.026756613,2.01,-44037.80579,2.01,14.31478804
2.02,-81.22365447,2.02,0.025422711,2.02,-86.23371167,2.02,0.026990841,2.02,-46135.03574,2.02,14.44010001
2.03,-83.99481062,2.03,0.025652788,2.03,-89.17579894,2.03,0.02723511,2.03,-47709.05243,2.03,14.57078384
2.04,-86.05050342,2.04,0.025889128,2.04,-91.35829148,2.04,0.027486027,2.04,-48876.68594,2.04,14.70502467
2.05,-88.30757532,2.05,0.026131312,2.05,-93.75458464,2.05,0.02774315,2.05,-50158.70278,2.05,14.84258539
2.06,-91.31041064,2.06,0.026380812,2.06,-96.94264158,2.06,0.02800804,2.06,-51864.31324,2.06,14.98430144
2.07,-95.14755274,2.07,0.026639873,2.07,-101.0164672,2.07,0.02828308,2.07,-54043.80995,2.07,15.13144788
2.08,-99.62695519,2.08,0.026910575,2.08,-105.7721693,2.08,0.02857048,2.08,-56588.11055,2.08,15.28520669
2.09,-104.6583092,2.09,0.027194532,2.09,-111.1138684,2.09,0.028871952,2.09,-59445.9196,2.09,15.44649441
2.1,-108.9243472,2.1,0.027492054,2.1,-115.6430452,2.1,0.029187826,2.1,-61869.02919,2.1,15.61548669
2.11,-111.2332345,2.11,0.027798279,2.11,-118.0943499,2.11,0.029512939,2.11,-63180.47722,2.11,15.78942249
2.12,-113.0230722,2.12,0.028109802,2.12,-119.9945888,2.12,0.029843677,2.12,-64197.10499,2.12,15.96636729
2.13,-115.2585682,2.13,0.028426952,2.13,-122.3679752,2.13,0.03018039,2.13,-65466.86675,2.13,16.14650884
2.14,-117.5115375,2.14,0.028750453,2.14,-124.7599127,2.14,0.030523846,2.14,-66746.5533,2.14,16.33025755
2.15,-119.4754898,2.15,0.029079836,2.15,-126.845006,2.15,0.030873545,2.15,-67862.0782,2.15,16.51734676
2.16,-120.8152754,2.16,0.029413831,2.16,-128.2674326,2.16,0.031228142,2.16,-68623.07644,2.16,16.70705608
2.17,-121.4402472,2.17,0.029750529,2.17,-128.930954,2.17,0.031585609,2.17,-68978.0604,2.17,16.89830065
2.18,-121.9727778,2.18,0.030088468,2.18,-129.4963323,2.18,0.031944393,2.18,-69280.53779,2.18,17.09025
2.19,-123.6751436,2.19,0.030429466,2.19,-131.3037038,2.19,0.032306423,2.19,-70247.48156,2.19,17.28393654
