HG2_600_1 - Time [s],HG2_600_2 - Power [W],HG2_600_3 - Time [s],HG2_600_4 - Energy [Wh],HG2_450_1 - Time [s],HG2_450_2 - Power [W],HG2_450_3 - Time [s],HG2_450_4 - Energy [Wh],Pack_1 - Time [s],Pack_2 - Power [W],Pack_3 - Time [s],Pack_4 - Energy [Wh]
17.03,-140.8388668,17.03,0.22810338,17.03,-149.526124,17.03,0.242173308,17.03,-79996.47634,17.03,129.5627198
17.04,-140.8383687,17.04,0.228494598,17.04,-149.5255952,17.04,0.242588657,17.04,-79996.19344,17.04,129.7849316
17.05,-140.8387343,17.05,0.228885816,17.05,-149.5259833,17.05,0.243004007,17.05,-79996.40108,17.05,130.0071435
17.06,-140.8398994,17.06,0.229277036,17.06,-149.5272203,17.06,0.243419358,17.06,-79997.06286,17.06,130.2293566
17.07,-140.8401838,17.07,0.229668259,17.07,-149.5275222,17.07,0.243834712,17.07,-79997.22438,17.07,130.451571
17.08,-140.8398892,17.08,0.230059481,17.08,-149.5272095,17.08,0.244250066,17.08,-79997.05707,17.08,130.6737854
17.09,-140.8397146,17.09,0.230450703,17.09,-149.5270241,17.09,0.244665419,17.09,-79996.95787,17.09,130.8959992
17.1,-140.8397251,17.1,0.230841924,17.1,-149.5270353,17.1,0.245080772,17.1,-79996.96388,17.1,131.118213
17.11,-140.8399157,17.11,0.231233146,17.11,-149.5272376,17.11,0.245496125,17.11,-79997.07212,17.11,131.340427
17.12,-140.8399426,17.12,0.231624368,17.12,-149.5272662,17.12,0.245911479,17.12,-79997.0874,17.12,131.5626411
17.13,-140.8398741,17.13,0.23201559,17.13,-149.5271934,17.13,0.246326832,17.13,-79997.04846,17.13,131.7848552
17.14,-140.8402131,17.14,0.232406813,17.14,-149.5275533,17.14,0.246742186,17.14,-79997.24104,17.14,132.0070695
17.15,-140.8404468,17.15,0.232798036,17.15,-149.5278015,17.15,0.247157541,17.15,-79997.37379,17.15,132.2292842
17.16,-140.8408107,17.16,0.233189259,17.16,-149.5281878,17.16,0.247572896,17.16,-79997.58048,17.16,132.4514993
17.17,-140.8406712,17.17,0.233580484,17.17,-149.5280397,17.17,0.247988252,17.17,-79997.50123,17.17,132.6737148
17.18,-140.8406614,17.18,0.233971708,17.18,-149.5280293,17.18,0.248403608,17.18,-79997.49569,17.18,132.8959301
17.19,-140.8408081,17.19,0.234362932,17.19,-149.5281851,17.19,0.248818963,17.19,-79997.57902,17.19,133.1181454
17.2,-140.8414153,17.2,0.234754158,17.2,-149.5288297,17.2,0.249234321,17.2,-79997.9239,17.2,133.3403617
17.21,-140.8412761,17.21,0.235145384,17.21,-149.5286819,17.21,0.249649679,17.21,-79997.84483,17.21,133.5625781
17.22,-140.8412593,17.22,0.235536609,17.22,-149.5286641,17.22,0.250065035,17.22,-79997.83529,17.22,133.784794
17.23,-140.8417538,17.23,0.235927836,17.23,-149.5291891,17.23,0.250480394,17.23,-79998.11614,17.23,134.0070109
17.24,-140.8421858,17.24,0.236319063,17.24,-149.5296478,17.24,0.250895753,17.24,-79998.36155,17.24,134.2292279
17.25,-140.8426525,17.25,0.236710292,17.25,-149.5301432,17.25,0.251311114,17.25,-79998.62664,17.25,134.4514461
17.26,-140.8427567,17.26,0.237101522,17.26,-149.5302539,17.26,0.251726476,17.26,-79998.68582,17.26,134.6736646
17.27,-140.8428261,17.27,0.237492752,17.27,-149.5303275,17.27,0.252141838,17.27,-79998.72522,17.27,134.8958832
17.28,-140.8429528,17.28,0.237883982,17.28,-149.5304621,17.28,0.2525572,17.28,-79998.7972,17.28,135.118102
17.29,-140.8430146,17.29,0.238275213,17.29,-149.5305277,17.29,0.252972562,17.29,-79998.83231,17.29,135.3403209
17.3,-140.8431229,17.3,0.238666443,17.3,-149.5306426,17.3,0.253387925,17.3,-79998.8938,17.3,135.5625399
17.31,-140.8431097,17.31,0.239057674,17.31,-149.5306286,17.31,0.253803288,17.31,-79998.88632,17.31,135.7847591
17.32,-140.8428655,17.32,0.239448905,17.32,-149.5303694,17.32,0.254218651,17.32,-79998.74763,17.32,136.0069781
17.33,-140.8428013,17.33,0.239840135,17.33,-149.5303012,17.33,0.254634013,17.33,-79998.71113,17.33,136.2291968
17.34,-140.8429105,17.34,0.240231365,17.34,-149.5304171,17.34,0.255049375,17.34,-79998.77315,17.34,136.4514155
17.35,-140.8430211,17.35,0.240622596,17.35,-149.5305346,17.35,0.255464737,17.35,-79998.83599,17.35,136.6736344
17.36,-140.8430791,17.36,0.241013826,17.36,-149.5305961,17.36,0.2558801,17.36,-79998.86894,17.36,136.8958535
17.37,-140.8433061,17.37,0.241405058,17.37,-149.5308372,17.37,0.256295463,17.37,-79998.99788,17.37,137.1180728
17.38,-140.843257,17.38,0.241796289,17.38,-149.530785,17.38,0.256710827,17.38,-79998.96997,17.38,137.3402922
17.39,-140.8431333,17.39,0.24218752,17.39,-149.5306536,17.39,0.257126189,17.39,-79998.89969,17.39,137.5625114
17.4,-140.843352,17.4,0.242578751,17.4,-149.5308858,17.4,0.257541553,17.4,-79999.02392,17.4,137.7847308
17.41,-140.8437861,17.41,0.242969984,17.41,-149.5313467,17.41,0.257956917,17.41,-79999.2705,17.41,138.0069507
17.42,-140.8437563,17.42,0.243361216,17.42,-149.5313151,17.42,0.258372282,17.42,-79999.25358,17.42,138.2291709
17.43,-140.8436888,17.43,0.243752449,17.43,-149.5312434,17.43,0.258787647,17.43,-79999.21522,17.43,138.4513909
17.44,-140.8438248,17.44,0.244143682,17.44,-149.5313878,17.44,0.259203012,17.44,-79999.29249,17.44,138.6736112
17.45,-140.8439503,17.45,0.244534915,17.45,-149.531521,17.45,0.259618377,17.45,-79999.36375,17.45,138.8958315
17.46,-140.8439312,17.46,0.244926148,17.46,-149.5315008,17.46,0.260033742,17.46,-79999.35293,17.46,139.118052
17.47,-140.8438771,17.47,0.245317381,17.47,-149.5314434,17.47,0.260449107,17.47,-79999.32221,17.47,139.3402724
17.48,-140.8438907,17.48,0.245708614,17.48,-149.5314578,17.48,0.260864472,17.48,-79999.32992,17.48,139.5624927
17.49,-140.8439786,17.49,0.246099847,17.49,-149.5315512,17.49,0.261279838,17.49,-79999.37987,17.49,139.7847132
17.5,-140.8439727,17.5,0.24649108,17.5,-149.5315448,17.5,0.261695203,17.5,-79999.37647,17.5,140.0069337
17.51,-140.8438937,17.51,0.246882313,17.51,-149.5314609,17.51,0.262110568,17.51,-79999.3316,17.51,140.229154
17.52,-140.844076,17.52,0.247273547,17.52,-149.5316545,17.52,0.262525934,17.52,-79999.43518,17.52,140.4513745
17.53,-140.8442644,17.53,0.247664781,17.53,-149.5318546,17.53,0.2629413,17.53,-79999.54221,17.53,140.6735954
17.54,-140.8444005,17.54,0.248056015,17.54,-149.531999,17.54,0.263356666,17.54,-79999.61946,17.54,140.8958165
17.55,-140.8443945,17.55,0.248447249,17.55,-149.5319927,17.55,0.263772033,17.55,-79999.61609,17.55,141.1180376
17.56,-140.8444151,17.56,0.248838484,17.56,-149.5320146,17.56,0.2641874,17.56,-79999.6278,17.56,141.3402588
17.57,-140.8444535,17.57,0.249229718,17.57,-149.5320554,17.57,0.264602766,17.57,-79999.64961,17.57,141.5624801
17.58,-140.8444432,17.58,0.249620953,17.58,-149.5320443,17.58,0.265018133,17.58,-79999.64371,17.58,141.7847013
17.59,-140.8444385,17.59,0.250012188,17.59,-149.5320394,17.59,0.2654335,17.59,-79999.64107,17.59,142.0069225
17.6,-140.8443897,17.6,0.250403422,17.6,-149.5319876,17.6,0.265848867,17.6,-79999.61335,17.6,142.2291437
17.61,-140.8444139,17.61,0.250794657,17.61,-149.5320133,17.61,0.266264233,17.61,-79999.62709,17.61,142.4513649
17.62,-140.8446005,17.62,0.251185891,17.62,-149.5322114,17.62,0.2666796,17.62,-79999.7331,17.62,142.6735862
17.63,-140.8447387,17.63,0.251577126,17.63,-149.5323581,17.63,0.267094968,17.63,-79999.81156,17.63,142.8958078
17.64,-140.8447567,17.64,0.251968362,17.64,-149.5323773,17.64,0.267510335,17.64,-79999.82183,17.64,143.1180295
17.65,-140.8449812,17.65,0.252359597,17.65,-149.5326156,17.65,0.267925703,17.65,-79999.94933,17.65,143.3402514
17.66,-140.8449929,17.66,0.252750834,17.66,-149.5326279,17.66,0.268341072,17.66,-79999.95595,17.66,143.5624735
17.67,-140.8450014,17.67,0.25314207,17.67,-149.532637,17.67,0.26875644,17.67,-79999.96078,17.67,143.7846956
17.68,-140.8450018,17.68,0.253533306,17.68,-149.5326375,17.68,0.269171809,17.68,-79999.96104,17.68,144.0069177
17.69,-140.8450158,17.69,0.253924542,17.69,-149.5326523,17.69,0.269587177,17.69,-79999.969,17.69,144.2291398
17.7,-140.8450318,17.7,0.254315778,17.7,-149.5326693,17.7,0.270002546,17.7,-79999.97807,17.7,144.451362
17.71,-140.8450383,17.71,0.254707014,17.71,-149.5326761,17.71,0.270417914,17.71,-79999.98174,17.71,144.6735841
17.72,-140.845047,17.72,0.255098251,17.72,-149.5326854,17.72,0.270833283,17.72,-79999.98667,17.72,144.8958063
17.73,-140.8450562,17.73,0.255489487,17.73,-149.5326951,17.73,0.271248651,17.73,-79999.9919,17.73,145.1180285
17.74,-140.8450629,17.74,0.255880723,17.74,-149.5327023,17.74,0.27166402,17.74,-79999.99571,17.74,145.3402507
17.75,-140.8451066,17.75,0.256271959,17.75,-149.5327487,17.75,0.272079389,17.75,-80000.02056,17.75,145.5624729
17.76,-140.8451145,17.76,0.256663196,17.76,-149.5327571,17.76,0.272494757,17.76,-80000.02504,17.76,145.7846952
17.77,-140.8451551,17.77,0.257054432,17.77,-149.5328002,17.77,0.272910126,17.77,-80000.04808,17.77,146.0069175
17.78,-140.8451825,17.78,0.257445669,17.78,-149.5328293,17.78,0.273325495,17.78,-80000.06366,17.78,146.2291399
17.79,-140.8451744,17.79,0.257836905,17.79,-149.5328207,17.79,0.273740864,17.79,-80000.05905,17.79,146.4513623
17.8,-140.8451796,17.8,0.258228142,17.8,-149.5328262,17.8,0.274156233,17.8,-80000.06203,17.8,146.6735847
17.81,-140.8451955,17.81,0.258619379,17.81,-149.532843,17.81,0.274571602,17.81,-80000.07102,17.81,146.8958071
17.82,-140.8452027,17.82,0.259010615,17.82,-149.5328507,17.82,0.274986971,17.82,-80000.07511,17.82,147.1180295
17.83,-140.8451968,17.83,0.259401852,17.83,-149.5328444,17.83,0.27540234,17.83,-80000.07176,17.83,147.340252
17.84,-140.845208,17.84,0.259793089,17.84,-149.5328563,17.84,0.275817709,17.84,-80000.07812,17.84,147.5624744
17.85,-140.8452459,17.85,0.260184325,17.85,-149.5328966,17.85,0.276233078,17.85,-80000.0997,17.85,147.7846969
17.86,-140.8452254,17.86,0.260575562,17.86,-149.5328748,17.86,0.276648447,17.86,-80000.08803,17.86,148.0069194
17.87,-140.8452228,17.87,0.260966799,17.87,-149.5328721,17.87,0.277063817,17.87,-80000.08658,17.87,148.2291418
17.88,-140.8452941,17.88,0.261358036,17.88,-149.5329477,17.88,0.277479186,17.88,-80000.12703,17.88,148.4513643
17.89,-140.8453891,17.89,0.261749273,17.89,-149.5330486,17.89,0.277894555,17.89,-80000.18103,17.89,148.6735869
17.9,-140.8454299,17.9,0.26214051,17.9,-149.533092,17.9,0.278309925,17.9,-80000.20421,17.9,148.8958097
17.91,-140.8455226,17.91,0.262531747,17.91,-149.5331903,17.91,0.278725295,17.91,-80000.25684,17.91,149.1180326
17.92,-140.8456338,17.92,0.262922985,17.92,-149.5333084,17.92,0.279140665,17.92,-80000.32,17.92,149.3402557
17.93,-140.8456363,17.93,0.263314223,17.93,-149.5333111,17.93,0.279556035,17.93,-80000.32142,17.93,149.5624788
17.94,-140.8456318,17.94,0.263705461,17.94,-149.5333063,17.94,0.279971405,17.94,-80000.31885,17.94,149.7847019
17.95,-140.8455579,17.95,0.264096699,17.95,-149.5332278,17.95,0.280386776,17.95,-80000.27689,17.95,150.006925
17.96,-140.8455547,17.96,0.264487937,17.96,-149.5332245,17.96,0.280802146,17.96,-80000.27508,17.96,150.229148
17.97,-140.8456233,17.97,0.264879174,17.97,-149.5332972,17.97,0.281217516,17.97,-80000.31402,17.97,150.451371
17.98,-140.8456418,17.98,0.265270412,17.98,-149.5333169,17.98,0.281632886,17.98,-80000.32453,17.98,150.6735941
17.99,-140.8456479,17.99,0.26566165,17.99,-149.5333234,17.99,0.282048257,17.99,-80000.32802,17.99,150.8958172
18,-140.8456542,18,0.266052888,18,-149.5333301,18,0.282463627,18,-80000.33161,18,151.1180404
18.01,-140.8456858,18.01,0.266444126,18.01,-149.5333636,18.01,0.282878997,18.01,-80000.34952,18.01,151.3402636
18.02,-140.845682,18.02,0.266835364,18.02,-149.5333596,18.02,0.283294368,18.02,-80000.34738,18.02,151.5624867
18.03,-140.8457629,18.03,0.267226602,18.03,-149.5334455,18.03,0.283709738,18.03,-80000.39334,18.03,151.7847099
18.04,-140.8456896,18.04,0.26761784,18.04,-149.5333677,18.04,0.284125109,18.04,-80000.3517,18.04,152.0069332
18.05,-140.8457385,18.05,0.268009078,18.05,-149.5334196,18.05,0.284540479,18.05,-80000.37948,18.05,152.2291564
18.06,-140.8461727,18.06,0.268400317,18.06,-149.5338806,18.06,0.28495585,18.06,-80000.62611,18.06,152.45138
18.07,-135.8257425,18.07,0.268789056,18.07,-144.203779,18.07,0.285368567,18.07,-77149.02176,18.07,152.6721835
18.08,-120.0809916,18.08,0.26914303,18.08,-127.4878565,18.08,0.285744376,18.08,-68206.00321,18.08,152.873241
18.09,-106.2767707,18.09,0.269455962,18.09,-112.8321603,18.09,0.286076611,18.09,-60365.20578,18.09,153.0509867
18.1,-94.8273197,18.1,0.269733999,18.1,-100.6764815,18.1,0.286371797,18.1,-53861.91759,18.1,153.2089114
18.11,-84.05070974,18.11,0.269982196,18.11,-89.23514604,18.11,0.286635304,18.11,-47740.80313,18.11,153.3498876
18.12,-70.75202195,18.12,0.270196837,18.12,-75.11616536,18.12,0.286863183,18.12,-40187.14847,18.12,153.4718032
18.13,-55.87648465,18.13,0.270371808,18.13,-59.32307155,18.13,0.287048948,18.13,-31737.84328,18.13,153.5711872
18.14,-41.22678586,18.14,0.270505124,18.14,-43.76974648,18.14,0.287190487,18.14,-23416.81437,18.14,153.6469104
18.15,-29.45823875,18.15,0.270601509,18.15,-31.27528899,18.15,0.287292817,18.15,-16732.27961,18.15,153.7016573
18.16,-19.56084032,18.16,0.270668741,18.16,-20.76739683,18.16,0.287364196,18.16,-11110.5573,18.16,153.7398448
18.17,-10.07112706,18.17,0.270708904,18.17,-10.69233677,18.17,0.287406837,18.17,-5720.400171,18.17,153.7626577
18.18,0.330384303,18.18,0.270721467,18.18,0.350763148,18.18,0.287420175,18.18,187.6582843,18.18,153.7697934
18.19,3.466921013,18.19,0.270716212,18.19,3.680768477,18.19,0.287414596,18.19,1969.211135,18.19,153.7668087
18.2,6.992732781,18.2,0.270701445,18.2,7.424060223,18.2,0.287398917,18.2,3971.872219,18.2,153.7584206
18.21,9.845748803,18.21,0.270677676,18.21,10.45305667,18.21,0.287373682,18.21,5592.38532,18.21,153.7449201
18.22,12.01272934,18.22,0.270647014,18.22,12.75370143,18.22,0.287341129,18.22,6823.230263,18.22,153.7275039
18.23,13.6221504,18.23,0.270611189,18.23,14.4623952,18.23,0.287303094,18.23,7737.38143,18.23,153.7071555
18.24,14.82633066,18.24,0.27057152,18.24,15.74085199,18.24,0.287260978,18.24,8421.355812,18.24,153.6846233
18.25,15.77209816,18.25,0.270528909,18.25,16.74495655,18.25,0.287215738,18.25,8958.551754,18.25,153.66042
18.26,16.5659782,18.26,0.270483908,18.26,17.5878049,18.26,0.287167962,18.26,9409.475619,18.26,153.6348595
18.27,17.24492106,18.27,0.270436879,18.27,18.30862647,18.27,0.287118033,18.27,9795.115159,18.27,153.6081474
18.28,17.84806076,18.28,0.270388083,18.28,18.94896919,18.28,0.287066227,18.28,10137.69851,18.28,153.5804314
18.29,18.42643856,18.29,0.270337661,18.29,19.56302262,18.29,0.287012694,18.29,10466.2171,18.29,153.5517913
18.3,18.98367656,18.3,0.270285659,18.3,20.15463231,18.3,0.286957484,18.3,10782.72829,18.3,153.5222541
18.31,19.5257093,18.31,0.270232132,18.31,20.73009885,18.31,0.286900656,18.31,11090.60288,18.31,153.491851
18.32,20.04304386,18.32,0.270177127,18.32,21.27934376,18.32,0.286842258,18.32,11384.44891,18.32,153.460608
18.33,20.50638142,18.33,0.270120771,18.33,21.77126102,18.33,0.286782426,18.33,11647.62465,18.33,153.4285979
18.34,20.96893247,18.34,0.270063144,18.34,22.26234326,18.34,0.286721244,18.34,11910.35364,18.34,153.3958657
18.35,21.4507043,18.35,0.270004193,18.35,22.77383185,18.35,0.286658657,18.35,12184.00004,18.35,153.3623817
18.36,21.88624002,18.36,0.269943959,18.36,23.2362324,18.36,0.286594707,18.36,12431.38433,18.36,153.3281685
18.37,22.29563445,18.37,0.269882563,18.37,23.67087919,18.37,0.286529525,18.37,12663.92037,18.37,153.2932956
18.38,22.6864466,18.38,0.269820056,18.38,24.08579751,18.38,0.286463162,18.38,12885.90167,18.38,153.2577917
18.39,23.05530206,18.39,0.269756495,18.39,24.4774048,18.39,0.286395681,18.39,13095.41157,18.39,153.2216892
18.4,23.41330627,18.4,0.269691929,18.4,24.85749152,18.4,0.286327132,18.4,13298.75796,18.4,153.1850155
18.41,23.76950463,18.41,0.269626375,18.41,25.23566099,18.41,0.286257534,18.41,13501.07863,18.41,153.1477807
18.42,24.14724794,18.42,0.2695598,18.42,25.63670435,18.42,0.286186853,18.42,13715.63683,18.42,153.1099665
18.43,24.52076313,18.43,0.26949217,18.43,26.0332588,18.43,0.286115051,18.43,13927.79346,18.43,153.0715525
18.44,24.86078693,18.44,0.269423559,18.44,26.39425603,18.44,0.286042208,18.44,14120.92697,18.44,153.0325813
18.45,25.19916894,18.45,0.269354013,18.45,26.7535102,18.45,0.285968373,18.45,14313.12796,18.45,152.9930794
18.46,25.54132875,18.46,0.269283512,18.46,27.1167752,18.46,0.285893523,18.46,14507.47473,18.46,152.953035
18.47,25.85885184,18.47,0.269212092,18.47,27.45388382,18.47,0.285817698,18.47,14687.82784,18.47,152.9124683
18.48,26.1587438,18.48,0.269139823,18.48,27.77227379,18.48,0.285740971,18.48,14858.16648,18.48,152.8714197
18.49,26.4827106,18.49,0.269066701,18.49,28.11622359,18.49,0.285663339,18.49,15042.17962,18.49,152.8298863
18.5,26.81474614,18.5,0.268992651,18.5,28.46873982,18.5,0.285584721,18.5,15230.77581,18.5,152.7878257
18.51,27.09777512,18.51,0.268917737,18.51,28.76922667,18.51,0.285505186,18.51,15391.53627,18.51,152.7452748
18.52,27.35629569,18.52,0.268842085,18.52,29.04369337,18.52,0.285424868,18.52,15538.37595,18.52,152.7023043
18.53,27.56992581,18.53,0.268765773,18.53,29.27050067,18.53,0.285343849,18.53,15659.71786,18.53,152.6589591
18.54,27.75664854,18.54,0.268688913,18.54,29.46874088,18.54,0.285262248,18.54,15765.77637,18.54,152.6153027
18.55,27.99919645,18.55,0.268611465,18.55,29.72624969,18.55,0.285180023,18.55,15903.54358,18.55,152.5713122
18.56,28.24430825,18.56,0.268533329,18.56,29.98648053,18.56,0.285097067,18.56,16042.76708,18.56,152.5269309
18.57,28.42547972,18.57,0.268454606,18.57,30.17882707,18.57,0.285013488,18.57,16145.67248,18.57,152.4822163
18.58,28.61366809,18.58,0.268375377,18.58,30.37862332,18.58,0.284929372,18.58,16252.56347,18.58,152.4372139
18.59,28.84615655,18.59,0.268295555,18.59,30.62545219,18.59,0.284844627,18.59,16384.61692,18.59,152.3918753
18.6,29.07170895,18.6,0.268215098,18.6,30.86491716,18.6,0.284759207,18.6,16512.73068,18.6,152.3461758
18.61,29.30492161,18.61,0.268134003,18.61,31.11251491,18.61,0.284673109,18.61,16645.19548,18.61,152.3001134
18.62,29.52842766,18.62,0.268052267,18.62,31.34980731,18.62,0.284586332,18.62,16772.14691,18.62,152.2536875
18.63,29.70921168,18.63,0.26796998,18.63,31.54174249,18.63,0.28449897,18.63,16874.83223,18.63,152.2069488
18.64,29.88361301,18.64,0.267887202,18.64,31.72690129,18.64,0.284411085,18.64,16973.89219,18.64,152.1599307
18.65,30.06413292,18.65,0.267803923,18.65,31.91855608,18.65,0.28432267,18.65,17076.4275,18.65,152.1126283
18.66,30.22038221,18.66,0.267720178,18.66,32.08444317,18.66,0.28423376,18.66,17165.17709,18.66,152.0650613
18.67,30.35617828,18.67,0.267636031,18.67,32.22861544,18.67,0.284144422,18.67,17242.30926,18.67,152.0172658
18.68,30.47107235,18.68,0.267551532,18.68,32.35059644,18.68,0.28405471,18.68,17307.5691,18.68,151.9692699
18.69,30.54210265,18.69,0.267466782,18.69,32.42600804,18.69,0.283964733,18.69,17347.9143,18.69,151.9211322
18.7,30.60476765,18.7,0.267381854,18.7,32.49253837,18.7,0.283874566,18.7,17383.50803,18.7,151.8728929
18.71,30.68512364,18.71,0.267296723,18.71,32.57785089,18.71,0.283784185,18.71,17429.15023,18.71,151.8245389
18.72,30.76246804,18.72,0.267211371,18.72,32.65996607,18.72,0.283693568,18.72,17473.08185,18.72,151.7760586
18.73,30.81616972,18.73,0.26712584,18.73,32.71698019,18.73,0.283602761,18.73,17503.5844,18.73,151.7274771
18.74,30.86806791,18.74,0.267040164,18.74,32.77207957,18.74,0.2835118,18.74,17533.06257,18.74,151.6788132
18.75,30.92749848,18.75,0.266954333,18.75,32.83517596,18.75,0.283420675,18.75,17566.81914,18.75,151.6300613
18.76,30.98561372,18.76,0.266868338,18.76,32.89687587,18.76,0.283329376,18.76,17599.82859,18.76,151.5812161
18.77,31.04029997,18.77,0.266782186,18.77,32.9549353,18.77,0.28323791,18.77,17630.89038,18.77,151.5322817
18.78,31.0919965,18.78,0.266695887,18.78,33.00982059,18.78,0.283146288,18.78,17660.25401,18.78,151.483264
18.79,31.13951876,18.79,0.266609451,18.79,33.06027412,18.79,0.28305452,18.79,17687.24666,18.79,151.434168
18.8,31.18048846,18.8,0.266522889,18.8,33.10377093,18.8,0.282962619,18.8,17710.51745,18.8,151.3850012
18.81,31.21697398,18.81,0.266436223,18.81,33.14250696,18.81,0.282870607,18.81,17731.24122,18.81,151.3357745
18.82,31.23792669,18.82,0.266349475,18.82,33.16475208,18.82,0.282778508,18.82,17743.14236,18.82,151.286502
18.83,31.24112856,18.83,0.266262695,18.83,33.16815145,18.83,0.282686375,18.83,17744.96102,18.83,151.2372105
18.84,31.23031446,18.84,0.266175926,18.84,33.15667031,18.84,0.282594254,18.84,17738.81861,18.84,151.1879261
18.85,31.20692872,18.85,0.266089207,18.85,33.13184208,18.85,0.282502186,18.85,17725.53551,18.85,151.1386696
18.86,31.17248638,18.86,0.266002568,18.86,33.09527526,18.86,0.282410203,18.86,17705.97226,18.86,151.0894588
18.87,31.11456216,18.87,0.265916053,18.87,33.03377814,18.87,0.282318351,18.87,17673.07131,18.87,151.040318
18.88,31.0291019,18.88,0.265829745,18.88,32.9430465,18.88,0.28222672,18.88,17624.52988,18.88,150.9912951
18.89,30.94141286,18.89,0.265743686,18.89,32.8499486,18.89,0.282135352,18.89,17574.7225,18.89,150.9424136
18.9,30.86879576,18.9,0.265657843,18.9,32.77285232,18.9,0.282044215,18.9,17533.47599,18.9,150.893655
18.91,30.79378824,18.91,0.265572202,18.91,32.69321817,18.91,0.281953291,18.91,17490.87172,18.91,150.845011
18.92,30.70090881,18.92,0.265486797,18.92,32.59460973,18.92,0.281862618,18.92,17438.11621,18.92,150.7965007
18.93,30.59420583,18.93,0.265401669,18.93,32.48132507,18.93,0.281772239,18.93,17377.50891,18.93,150.7481478
18.94,30.46979391,18.94,0.265316862,18.94,32.34923914,18.94,0.281682201,18.94,17306.84294,18.94,150.6999773
18.95,30.32917747,18.95,0.265232425,18.95,32.19994916,18.95,0.281592556,18.95,17226.9728,18.95,150.6520176
18.96,30.18146592,18.96,0.265148393,18.96,32.04312644,18.96,0.28150334,18.96,17143.07264,18.96,150.604287
18.97,30.02838307,18.97,0.265064776,18.97,31.88060109,18.97,0.281414566,18.97,17056.12159,18.97,150.5567929
18.98,29.858837,18.98,0.264981605,18.98,31.70059704,18.98,0.281326265,18.98,16959.81942,18.98,150.5095519
18.99,29.6689819,18.99,0.264898938,18.99,31.49903125,18.99,0.281238498,18.99,16851.98172,18.99,150.4625966
19,29.47336732,19,0.264816812,19,31.29135072,19,0.281151307,19,16740.87264,19,150.4159493
19.01,29.28666991,19.01,0.264735213,19.01,31.0931374,19.01,0.281064675,19.01,16634.82851,19.01,150.3696013
19.02,29.09520353,19.02,0.264654138,19.02,30.88986094,19.02,0.280978599,19.02,16526.0756,19.02,150.3235504
19.03,28.87852514,19.03,0.264573631,19.03,30.65981735,19.03,0.280893126,19.03,16403.00228,19.03,150.2778225
19.04,28.64944354,19.04,0.264493744,19.04,30.41660548,19.04,0.280808311,19.04,16272.88393,19.04,150.2324464
19.05,28.40305456,19.05,0.264414517,19.05,30.15501867,19.05,0.280724197,19.05,16132.93499,19.05,150.1874456
19.06,28.14277011,19.06,0.264335997,19.06,29.87867929,19.06,0.280640834,19.06,15985.09342,19.06,150.1428463
19.07,27.88600047,19.07,0.264258203,19.07,29.60607153,19.07,0.280558241,19.07,15839.24827,19.07,150.098659
19.08,27.63868974,19.08,0.264181102,19.08,29.34350611,19.08,0.280476385,19.08,15698.77577,19.08,150.0548661
19.09,27.39350764,19.09,0.264104685,19.09,29.08320063,19.09,0.280395254,19.09,15559.51234,19.09,150.0114611
19.1,27.14404893,19.1,0.264028956,19.1,28.81835475,19.1,0.280314854,19.1,15417.81979,19.1,149.968447
19.11,26.88962635,19.11,0.263953924,19.11,28.54823882,19.11,0.280235194,19.11,15273.30777,19.11,149.925829
19.12,26.62389116,19.12,0.263879616,19.12,28.26611249,19.12,0.280156302,19.12,15122.37018,19.12,149.8836218
19.13,26.34394559,19.13,0.263806065,19.13,27.96889924,19.13,0.280078215,19.13,14963.36109,19.13,149.841845
19.14,26.04953613,19.14,0.263733314,19.14,27.65632995,19.14,0.280000976,19.14,14796.13652,19.14,149.8005224
19.15,25.74445136,19.15,0.263661398,19.15,27.33242687,19.15,0.279924624,19.15,14622.84837,19.15,149.7596738
19.16,25.43523864,19.16,0.263590335,19.16,27.00414121,19.16,0.279849178,19.16,14447.21555,19.16,149.7193101
19.17,25.11763733,19.17,0.263520145,19.17,26.66694954,19.17,0.279774659,19.17,14266.818,19.17,149.6794423
19.18,24.8026645,19.18,0.263450833,19.18,26.33254848,19.18,0.279701072,19.18,14087.91344,19.18,149.6400734
19.19,24.49645639,19.19,0.263382387,19.19,26.00745277,19.19,0.279628403,19.19,13913.98723,19.19,149.6011957
19.2,24.1966835,19.2,0.263314779,19.2,25.68918922,19.2,0.279556626,19.2,13743.71623,19.2,149.5627947
19.21,23.91008136,19.21,0.263247992,19.21,25.38490881,19.21,0.279485718,19.21,13580.92621,19.21,149.5248593
19.22,23.64629322,19.22,0.263181961,19.22,25.10484963,19.22,0.279415615,19.22,13431.09455,19.22,149.4873538
19.23,23.38384968,19.23,0.263116659,19.23,24.82621798,19.23,0.279346285,19.23,13282.02662,19.23,149.4502623
19.24,23.09870237,19.24,0.263052115,19.24,24.52348214,19.24,0.279277759,19.24,13120.06295,19.24,149.4136012
19.25,22.79992179,19.25,0.262988385,19.25,24.20627211,19.25,0.279210098,19.25,12950.35558,19.25,149.3774026
19.26,22.49198157,19.26,0.262925499,19.26,23.87933744,19.26,0.279143334,19.26,12775.44553,19.26,149.3416836
19.27,22.18296744,19.27,0.262863473,19.27,23.55126263,19.27,0.279077481,19.27,12599.92551,19.27,149.3064525
