Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2021/03/28 11:59:08,3600.0029,3600.0029,1.00,1.00,0.00,0.00,0.00,0,3.062844,0,0,0,,0,0,0,0,,0,0,26.86785,0.1111972,25,0,26.58414,-0.008901954,
2021/03/28 14:17:23,11895.2921,8295.2504,1.00,2.00,0.00,0.00,0.00,0.0499941,4.199853,0.2099678708673,2.897709,2.73694E-05,3.81521711593354,11.08737,8.380872E-05,8283.733,0.0338,,0,0.000595,26.60626,0.03399611,25,0,26.58579,0.1052266,
2021/03/28 14:47:24,13695.3346,1800.0032,1.00,3.00,0.00,0.00,0.00,0,4.188396,0,2.897709,2.73694E-05,,11.08737,8.380872E-05,8283.737,0.0338,,0,0.000595,26.52279,-0.06821454,25,0,26.53944,-0.04728198,
2021/03/28 16:43:20,20651.3126,6955.9399,1.00,4.00,0.00,0.00,0.00,-1.503525,2.499949,-3.758735820225,2.897709,2.901737,3.65358534867724,11.08737,10.5381,8283.762,6946.422,,100.14,63.081239,28.13274,-0.04923582,25,0,26.66293,0.07737219,
2021/03/28 19:05:36,29187.5804,8536.2533,1.00,6.00,0.00,0.00,0.00,0.04999366,4.200056,0.20997617164496,5.819373,2.901746,3.8064274445728,22.21991,10.53812,16808.03,6946.448,,49.86,63.081435,26.80011,0.01994908,25,0,26.2743,-0.100171,
2021/03/28 19:05:38,29189.6602,2.0282,1.00,7.00,0.00,0.00,0.00,0.2500457,4.203776,1.0511361125632,5.819373,2.901746,,22.21991,10.53812,16808.03,6946.448,,49.86,63.081435,26.8007080869878,0.0191408526570353,25,0,26.2797102357166,-0.0987802114672742,
2021/03/28 21:05:38,36389.7002,7200.0019,1.00,8.00,0.00,0.00,0.00,0,4.182986,0,5.819373,2.901746,,22.21991,10.53812,16808.03,6946.448,,49.86,63.081435,26.9157,0.1095819,25,0,26.77433,0.03403306,
2021/03/29 21:17:19,123490.4369,87100.6965,1.00,9.00,0.00,0.00,0.00,-0.1183243,2.499994,-0.2958100400542,5.819375,5.757242,3.70508971995163,22.21992,21.05396,16808.08,93927.13,,98.93,125.157435,27.40918,0.09033084,25,0,26.74177,0.05709052,
2021/03/29 23:17:19,130690.4768,7200.0020,1.00,10.00,0.00,0.00,0.00,0,2.739664,0,5.819375,5.757242,,22.21992,21.05396,16808.08,93927.14,,98.93,125.157435,27.09843,-0.0527221,25,0,26.70815,-0.1438659,
2021/03/31 01:43:39,225871.0150,95180.4986,1.00,11.00,0.00,0.00,0.00,0.1151047,4.199971,0.4834364019637,8.852272,5.757243,3.7388118416931,33.59291,21.05396,111865.9,93927.17,,65.04,125.157457,27.12424,-0.0477457,25,0,26.62013,-0.08109689,
