Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/20 17:58:26,32794.678699,1800.0029,1,15,0,0,0,0,0,2.941859,0,5.299038,7.885903E-06,20.48133,21.8078,14990.78,7245.505,,0,0.000171,25.09068,-0.0694859,
2021/11/20 22:41:03,49751.9081,1800.0044,2,15,0,0,0,0,0,2.93916,0,8.316293,3.982485E-06,31.99524,32.68315,8282.247,3583.552,,0,8.7E-05,25.50492,0.08018076,
2021/11/21 03:22:54,66663.0419,1800.0039,3,15,0,0,0,0,0,2.939378,0,11.32415,4.494807E-06,43.47405,43.52953,8251.494,3572.218,,0,9.8E-05,25.51986,0.03760576,
2021/11/21 08:04:07,83536.0537,1800.0036,4,15,0,0,0,0,0,2.940972,0,14.32223,6.104417E-06,54.91763,54.34727,8210.618,3560.835,,0,0.000133,25.22171,-0.03414035,
2021/11/21 08:04:37,83566.1026,30.0076,5,17,0,0,0,0,0,2.941573,0,14.32223,6.104417E-06,54.91763,54.34727,0,0,,0,0.000133,25.34031,0.008016229,
