Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2021/04/10 08:51:54,230099.5396,96889.4111,1,11,0,0,0,0.1112137,4.200028,0.4671006539836,8.701074,5.617062,33.18025,20.51763,114954.6,95216.64,,64.56,122.110043,14.57445,0.026173,13,0,14.17359,-0.07883906,
