Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/20 17:53:42,32535.2774,1800.0069,1,15,0,0,0,0,0,2.955208,0,5.206511,2.503452E-06,20.13025,21.44488,14858.22,7185.662,,0,5.4E-05,25.02986,-0.02185166,
2021/11/20 22:36:14,49487.6778,1800.0027,2,15,0,0,0,0,0,2.951761,0,8.169099,5.917011E-06,31.43867,32.15056,8268.396,3586.549,,0,0.000129,25.15419,-0.0367707,
2021/11/21 03:17:56,66388.8483,1800.0045,3,15,0,0,0,0,0,2.950639,0,11.12385,2.751852E-06,42.71749,42.83071,8231.02,3576.328,,0,6E-05,25.19458,-0.04056931,
2021/11/21 07:59:19,83271.8139,1800.0034,4,15,0,0,0,0,0,2.951293,0,14.07002,3.669715E-06,53.96489,53.48531,8200.479,3565.81,,0,8E-05,25.43116,0.08861005,
2021/11/21 07:59:49,83301.8645,30.0076,5,17,0,0,0,0,0,2.9516,0,14.07002,3.669715E-06,53.96489,53.48531,0,0,,0,8E-05,25.20508,0.03779471,
