Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2021/06/22 13:12:48,3600.0033,3600.0032,1.00,1.00,0.00,0.00,0.00,0.00,0,3.031812,0,0,0,,0,0,0,0,,0,0,45.21796,0.07484913,45,0,45.44411,0.04912138,
2021/06/22 15:15:33,10965.1887,7365.1452,1.00,2.00,0.00,0.00,0.00,0.00,0.04999739,4.200127,0.20999538766853,2.716191,1.562422E-05,3.82742533096779,10.38985,4.737185E-05,7360.054,0.0375,,0,0.00034,45.52372,0.03424287,45,0,45.85242,0.08985281,
2021/06/22 16:15:33,14565.2392,3600.0027,1.00,4.00,0.00,0.00,0.00,0.00,0,4.188271,0,4.485341E-08,1.562422E-05,,10.38985,4.737185E-05,7360.062,0.0375,,34833.97,0.00034,44.95275,-0.03360748,45,0,45.43937,0.06918192,
2021/06/22 18:04:03,21075.5006,6510.2236,1.00,5.00,0.00,0.00,0.00,0.00,-1.501633,2.499998,-3.754079496734,2.374091E-07,2.714182,3.70223212252982,10.38985,9.986942,7360.1,6506.022,,1143251100,59.003957,46.56079,0.117836,45,0,45.23322,0.1503241,
2021/06/22 19:04:03,24675.5611,3600.0025,1.00,8.00,0.00,0.00,0.00,0.00,0,2.933927,0,2.374091E-07,2.714188,,10.38985,9.986958,7360.1,6506.037,,1143253600,59.004087,44.74039,-0.0695312,45,0,45.08329,-0.00952363,
2021/06/22 21:18:11,32723.7304,8048.1338,1.00,9.00,0.00,0.00,0.00,0.00,0.04999835,4.199895,0.20998782017325,2.727854,2.714202,3.81933249619195,20.79947,9.986999,15402.07,6506.071,,99.5,59.004391,44.84748,0.0495553,45,0,45.14919,0.11168,
2021/06/22 21:18:14,32725.8407,2.0454,1.00,11.00,0.00,0.00,0.00,0.00,0.2500129,4.203815,1.0510079792135,2.727855,2.714202,,20.79947,9.986999,15402.08,6506.071,,99.5,59.004391,44.8483122077781,0.0496153570443527,45,0,44.9573658637243,0.0319988758411017,
2021/06/22 22:18:14,36325.8852,3600.0024,1.00,12.00,0.00,0.00,0.00,0.00,0,4.189027,0,2.727855,2.714202,,20.79947,9.986999,15402.08,6506.071,,99.5,59.004391,44.96046,-0.006947517,45,0,45.21414,0.03803134,
2021/06/22 22:28:06,36918.167,300.0029,1.00,14.00,0.00,0.00,0.00,0.00,0,4.188992,0,2.727855,2.714202,,20.79947,9.986999,15402.08,6506.071,,99.5,59.004391,44.9493,-0.001598597,45,0,45.00421,-0.04874945,
2021/06/22 22:28:16,36928.2024,10.0023,1.00,15.00,0.00,0.00,0.00,0.00,-9.046959,3.945165,-35.691746003235,2.727857,2.739275,2.66058062951279,20.79948,10.08653,15402.12,6516.047,,100.42,59.549457,44.72012,-0.06896973,45,0,44.85735,-0.1032197,
2021/06/22 22:28:56,36968.2396,40.0009,1.00,16.00,0.00,0.00,0.00,0.00,0,4.16121,0,2.727857,2.739282,,20.79948,10.08657,15402.12,6516.05,,100.42,59.549609,44.7652,-0.1104867,45,0,44.61434,-0.1640761,
2021/06/22 22:29:06,36978.275,10.0023,1.00,17.00,0.00,0.00,0.00,0.00,1.386664,4.200099,5.824126079736,2.732227,2.739366,3.20287597128369,20.81783,10.08691,15412.1,6516.083,,100.26,59.551435,44.83586,-0.08410215,45,0,44.71247,-0.105505,
2021/06/22 22:29:46,37018.3131,40.0009,1.00,18.00,0.00,0.00,0.00,0.00,0,4.168798,0,2.732228,2.739366,,20.81784,10.08691,15412.11,6516.083,,100.26,59.551435,44.80674,0.02719283,45,0,44.63532,-0.04997134,
2021/06/22 22:34:24,37295.9611,277.6076,1.00,20.00,0.00,0.00,0.00,0.00,-1.499938,4.069347,-6.103768200486,2.732239,2.854898,2.91169122498283,20.81788,10.55972,15412.13,6793.375,,104.49,62.063,44.87146,0.1168156,45,0,45.13889,0.1125276,
2021/06/22 23:04:24,39096.0011,1800.003,1.00,21.00,0.00,0.00,0.00,0.00,0,4.11483,0,2.732239,2.8549,,20.81788,10.55973,15412.13,6793.379,,104.49,62.063043,44.94946,0.1198232,45,0,45.26481,0.1476073,
2021/06/22 23:14:07,39678.9889,300.0022,1.00,14.00,1.00,0.00,0.00,0.00,0,4.11493,0,2.732239,2.8549,,20.81788,10.55973,15412.13,6793.379,,104.49,62.063043,44.47488,-0.07208228,45,0,44.8111,0.009390116,
2021/06/22 23:14:17,39689.0291,10.0029,1.00,15.00,1.00,0.00,0.00,0.00,-9.040939,3.895625,-35.220107991875,2.732239,2.879974,,20.81788,10.65786,15412.14,6803.39,,105.41,62.60813,44.85655,0.1236665,45,0,45.02117,0.07865191,
2021/06/22 23:14:57,39729.0686,40.0033,1.00,16.00,1.00,0.00,0.00,0.00,0,4.103397,0,2.732239,2.879982,,20.81788,10.65789,15412.14,6803.393,,105.41,62.608304,44.81104,0.05747676,45,0,44.63277,-0.01326084,
2021/06/22 23:15:07,39739.1065,10.003,1.00,17.00,1.00,0.00,0.00,0.00,1.790527,4.147882,7.426894713814,2.737205,2.880073,,20.83846,10.65827,15422.13,6803.43,,105.22,62.610283,44.66438,-0.1297903,45,0,44.69189,-0.08051038,
