Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/25 13:45:37,1800.0029,1800.0029,1.00,1.00,0.00,0.00,0.00,0.00,0,3.189384,0,0,0,,0,0,0,0,,0,0,5.84305,-0.04731014,
2021/11/25 15:36:01,8424.5022,6624.4591,1.00,2.00,0.00,0.00,0.00,0.00,0.04999687,4.199954,0.20998455414398,2.815865,0.0002137845,3.94587683842692,11.10771,0.0006818319,6622.933,0.0463,,0.01,0.004647,5.931119,0.0691475,
2021/11/25 15:41:01,8724.5456,300.0031,1.00,3.00,0.00,0.00,0.00,0.00,0,4.190796,0,2.815865,0.0002137845,,11.10771,0.0006818319,6622.935,0.0463,,0.01,0.004647,5.836687,0.05117998,
2021/11/25 15:41:03,8726.6343,2.0485,1.00,4.00,0.00,0.00,0.00,0.00,0.2499751,4.19943,1.049752934193,2.815865,0.0002137845,,11.10771,0.0006818319,6622.935,0.0463,,0.01,0.004647,5.83177156536841,0.0504117549068718,
2021/11/25 16:11:03,10526.6787,1800.0042,1.00,5.00,0.00,0.00,0.00,0.00,0,4.180884,0,2.815865,0.0002137845,,11.10771,0.0006818319,6622.935,0.0463,,0.01,0.004647,5.923812,0.06361648,
2021/11/25 18:00:52,17115.7356,6589.0033,1.00,7.00,0.00,0.00,0.00,0.00,-1.500038,2.499985,-3.75007249943,2.815867,2.744676,3.62737991241183,11.10772,9.90257,6622.971,6586.773,,97.47,59.66687,8.31188,-0.03889114,
2021/11/25 18:30:52,18915.7883,1800.0013,1.00,9.00,0.00,0.00,0.00,0.00,0,3.078304,0,2.815867,2.744681,,11.10772,9.902582,6622.971,6586.785,,97.47,59.666978,5.650414,0.06223693,
2021/11/25 20:25:01,25764.7116,6848.8821,1.00,10.00,0.00,0.00,0.00,0.00,0.04999849,4.199862,0.20998675820838,5.633795,2.744695,3.94812103135146,22.17253,9.902628,13469.7,6586.821,,48.72,59.667283,5.941657,0.0143303,
2021/11/25 20:55:01,27564.7673,1800.005,1.00,12.00,0.00,0.00,0.00,0.00,0,4.182432,0,5.633795,2.744695,,22.17253,9.902628,13469.71,6586.821,,48.72,59.667283,6.002582,0.06299123,
2021/11/25 21:40:29,30292.6255,2727.8168,1.00,13.00,0.00,0.00,0.00,0.00,-3.666084,2.499977,-9.165125680068,5.633796,5.522396,3.07364828485888,22.17253,19.61548,13469.74,9314.108,,98.02,120.052087,12.41908,0.02269298,
2021/11/25 22:10:29,32092.6707,1800.0031,1.00,14.00,0.00,0.00,0.00,0.00,0,3.145719,0,5.633796,5.5224,,22.17253,19.61549,13469.74,9314.111,,98.02,120.052174,5.639294,-0.002789795,
2021/11/26 00:03:33,38876.632,6783.8995,1.00,10.00,1.00,1.00,0.00,0.00,0.0499986,4.199944,0.2099913200784,8.407464,5.522437,,33.07971,19.61561,20252.08,9314.148,,65.68,120.052978,5.64654,-0.0721775,
2021/11/26 00:33:33,40676.6855,1800.0038,1.00,12.00,1.00,1.00,0.00,0.00,0,4.182431,0,8.407464,5.522437,,33.07971,19.61561,20252.08,9314.148,,65.68,120.052978,5.545176,-0.08461088,
2021/11/26 00:56:09,42032.0444,1355.3156,1.00,13.00,1.00,1.00,0.00,0.00,-7.329414,2.499991,-18.323469035274,8.407464,8.280231,,33.07971,28.87163,20252.1,10668.61,,98.49,180.005022,20.95795,-0.0001049042,
2021/11/26 01:26:09,43832.0875,1800.0021,1.00,14.00,1.00,1.00,0.00,0.00,0,3.181183,0,8.407464,8.280239,,33.07971,28.87165,20252.1,10668.62,,98.49,180.005196,5.774969,0.04174232,
2021/11/26 03:18:50,50593.787,6761.6352,1.00,10.00,2.00,2.00,0.00,0.00,0.04999577,4.200125,0.20998848347125,11.16343,8.280311,,43.92588,28.87188,27011.72,10668.65,,74.17,180.006761,5.798254,-0.07597357,
2021/11/26 03:48:50,52393.8405,1800.0029,1.00,12.00,2.00,2.00,0.00,0.00,0,4.182652,0,11.16343,8.280311,,43.92588,28.87188,27011.73,10668.65,,74.17,180.006761,5.546953,0.01167849,
2021/11/26 04:03:47,53290.6392,896.7585,1.00,13.00,2.00,2.00,0.00,0.00,-10.99356,2.499982,-27.48370211592,11.16343,11.01821,,43.92588,37.78466,27011.73,11565.19,,98.7,239.526304,30.04873,-0.03372669,
2021/11/26 04:33:47,55090.6839,1800.0031,1.00,14.00,2.00,2.00,0.00,0.00,0,3.214655,0,11.16343,11.01822,,43.92588,37.7847,27011.73,11565.19,,98.7,239.526522,5.882841,0.08603245,
2021/11/26 06:25:59,61822.1249,6731.3719,1.00,10.00,3.00,3.00,0.00,0.00,0.04999544,4.200005,0.2099810979772,13.89867,11.01832,,54.70066,37.78503,33740.38,11565.22,,79.28,239.528696,5.357568,-0.0777179,
2021/11/26 06:55:59,63622.1753,1800.0022,1.00,12.00,3.00,3.00,0.00,0.00,0,4.182725,0,13.89867,11.01832,,54.70066,37.78503,33740.38,11565.22,,79.28,239.528696,5.366111,-0.03088802,
