Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2021/04/28 17:02:49,3600.0032,3600.0031,1.00,1.00,0.00,0.00,0.00,0,2.914909,0,0,0,,0,0,0,0,,0,0,45.33205,-0.07708073,43.8,0,45.07936,-0.04281521,
2021/04/28 19:10:54,11285.3152,7685.2741,1.00,2.00,0.00,0.00,0.00,0.04998469,4.199796,0.20992550112324,2.857264,6.839909E-06,3.80550317454237,10.88162,1.99372E-05,7680.543,0.0345,,0,0.000149,46.05124,0.1122916,43.9,0,45.60721,-0.03529072,
2021/04/28 19:40:54,13085.3587,1800.0024,1.00,3.00,0.00,0.00,0.00,0,4.190687,0,2.857264,6.839909E-06,,10.88162,1.99372E-05,7680.546,0.0345,,0,0.000149,45.88015,-0.05852699,43.8,0,45.73727,-0.08634329,
2021/04/28 23:26:20,26611.2275,13525.8295,1.00,4.00,0.00,0.00,0.00,-0.7530975,2.49999,-1.882736219025,2.857264,2.827441,3.7078076996186,10.88162,10.42342,7680.563,13517.65,,98.96,61.466109,46.84988,0.1028526,43.8,0,45.92776,0.1051784,
2021/04/28 23:56:20,28411.2797,1800.0024,1.00,6.00,0.00,0.00,0.00,0,2.817367,0,2.857264,2.827443,,10.88162,10.42342,7680.563,13517.66,,98.96,61.466152,45.40819,0.02617836,43.8,0,45.29258,-0.0722909,
2021/04/29 02:10:22,36453.1721,8041.8551,1.00,7.00,0.00,0.00,0.00,0.04999382,4.199896,0.20996884464272,5.709926,2.82745,3.8021136825574,21.73094,10.42344,15716.67,13517.7,,49.52,61.466304,45.4907,-0.01335382,43.8,0,45.19011,-0.1182544,
2021/04/29 02:10:24,36455.2687,2.0421,1.00,8.00,0.00,0.00,0.00,0.2500229,4.20324,1.050906254196,5.709927,2.82745,4.20191987109253,21.73094,10.42344,15716.67,13517.7,,49.52,61.466304,45.4899515657012,-0.0135635063774218,43.8,0,45.57537,0.05797267,
2021/04/29 04:10:24,43655.3099,7200.0026,1.00,9.00,0.00,0.00,0.00,0,4.185137,0,5.709927,2.82745,,21.73094,10.42344,15716.67,13517.7,,49.52,61.466304,45.49812,0.09794354,43.8,0,45.21809,0.01659393,
2021/04/30 04:26:53,131044.4596,87389.1152,1.00,10.00,0.00,0.00,0.00,-0.1144562,2.499943,-0.2861339759966,5.709929,5.602211,3.72425629188749,21.73095,20.69388,15716.71,100853,,98.11,121.787196,46.00668,-0.004274845,43.8,0,45.67216,0.08132219,
2021/04/30 06:26:53,138244.5042,7200.0019,1.00,11.00,0.00,0.00,0.00,0,2.760575,0,5.709929,5.602211,,21.73095,20.69389,15716.71,100853,,98.11,121.787196,45.18099,0.03576875,43.8,0,44.90765,-0.07138371,
2021/05/01 09:11:21,234512.4937,96267.9547,1.00,12.00,0.00,0.00,0.00,0.1106567,4.200009,0.4647591359103,8.663744,5.602213,3.75494630727059,32.83452,20.69389,111926.1,100853,,64.66,121.787239,45.66108,0.05005836,43.8,0,45.65508,-0.1199329,
2021/05/01 12:41:21,247112.5333,12600.0028,1.00,13.00,0.00,0.00,0.00,0,4.18569,0,8.663744,5.602213,,32.83452,20.69389,111926.1,100853,,64.66,121.787239,45.62426,0.08327127,43.8,0,45.60457,0.1068282,
2021/05/01 12:53:21,247832.5725,720.0029,1.00,14.00,0.00,0.00,0.00,-0.7097778,4.089099,-2.9023516922022,8.663744,5.743966,2.9113307504164,32.83453,21.2776,111926.1,101572.3,,66.3,124.868826,45.32148,-0.06217599,43.8,0,44.98651,-0.07073283,
2021/05/01 16:23:21,260432.6128,12600.0031,1.00,15.00,0.00,0.00,0.00,0,4.111571,0,8.663744,5.743967,,32.83453,21.2776,111926.1,101572.3,,66.3,124.868848,45.49071,-0.05208969,43.8,0,45.65591,0.04418254,
2021/05/01 16:35:21,261152.6602,720.0033,1.00,14.00,1.00,0.00,0.00,-0.7097473,4.066347,-2.8860788041131,8.663744,5.885717,,32.83453,21.85551,111926.1,102291.5,,67.94,127.95037,45.80238,0.06425261,43.8,0,45.57046,-0.006350279,
2021/05/01 20:05:21,273752.7001,12600.0019,1.00,15.00,1.00,0.00,0.00,0,4.088826,0,8.663744,5.885718,,32.83453,21.85552,111926.1,102291.5,,67.94,127.950391,45.83394,0.08511186,43.8,0,45.46507,-0.004745722,
2021/05/01 20:17:21,274472.7482,720.0030,1.00,14.00,2.00,0.00,0.00,-0.7097778,4.044716,-2.8708496241048,8.663744,6.027479,,32.83453,22.43071,111926.2,103010.7,,69.57,131.032152,45.7646,-0.09100914,43.8,0,45.84699,0.0009357929,
2021/05/01 23:47:21,287072.7876,12600.0024,1.00,15.00,2.00,0.00,0.00,0,4.068942,0,8.663744,6.027479,,32.83453,22.43071,111926.2,103010.7,,69.57,131.032152,45.83998,0.002869368,43.8,0,45.43453,-0.1033592,
2021/05/01 23:59:21,287792.8348,720.0024,1.00,14.00,3.00,0.00,0.00,-0.7097473,3.998979,-2.8382645480067,8.663744,6.169242,,32.83453,23.00119,111926.2,103730,,71.21,134.113957,45.61743,-0.1386178,43.8,0,45.64567,-0.003871918,
2021/05/02 03:29:22,300392.8723,12600.0021,1.00,15.00,3.00,0.00,0.00,0,4.024797,0,8.663744,6.169243,,32.83453,23.0012,111926.2,103730,,71.21,134.113978,45.95427,0.1193666,43.8,0,45.55125,-0.03466129,
2021/05/02 03:41:22,301112.9202,720.0028,1.00,14.00,4.00,0.00,0.00,-0.7099533,3.944892,-2.8006890935436,8.663744,6.311006,,32.83453,23.56433,111926.2,104449.2,,72.84,137.195783,45.61134,-0.0579977,43.8,0,45.29027,-0.07510543,
2021/05/02 07:11:22,313712.9571,12600.0007,1.00,15.00,4.00,0.00,0.00,0,3.973115,0,8.663744,6.311007,,32.83453,23.56433,111926.2,104449.2,,72.84,137.195804,46.01516,0.04869461,43.8,0,45.70118,-0.06470799,
2021/05/02 07:23:22,314433.0066,720.0025,1.00,14.00,5.00,0.00,0.00,-0.7094498,3.897568,-2.7651288380864,8.663744,6.452779,,32.83453,24.12031,111926.2,105168.5,,74.48,140.277804,45.58354,-0.09655237,43.8,0,45.63232,-0.06660461,
2021/05/02 10:53:22,327033.0455,12600.0028,1.00,15.00,5.00,0.00,0.00,0,3.929654,0,8.663744,6.452779,,32.83453,24.12031,111926.2,105168.5,,74.48,140.277804,45.70397,-0.08437634,43.8,0,45.55329,-0.08437157,
2021/05/02 11:05:22,327753.0922,720.0033,1.00,14.00,6.00,0.00,0.00,-0.7094574,3.852123,-2.7329171680602,8.664056,6.594537,,32.83575,24.66991,111926.2,105887.7,,76.11,143.3595,45.6871,0.02964616,43.8,0,45.42088,-0.08591056,
2021/05/02 14:35:22,340353.1302,12600.0020,1.00,15.00,6.00,0.00,0.00,0,3.892229,0,8.664056,6.594538,,32.83575,24.66991,111926.2,105887.7,,76.11,143.359522,45.45939,-0.07962346,43.8,0,45.59721,-0.05607367,
2021/05/02 14:47:22,341073.1771,720.0026,1.00,14.00,7.00,0.00,0.00,-0.7094498,3.801651,-2.6970805416198,8.664056,6.736251,,32.83575,25.21278,111926.2,106606.9,,77.75,146.440239,45.65081,0.08913994,43.8,0,45.69959,0.0976932,
2021/05/02 18:17:22,353673.2153,12600.0019,1.00,15.00,7.00,0.00,0.00,0,3.836971,0,8.664056,6.736251,,32.83575,25.21278,111926.2,106606.9,,77.75,146.440239,45.73145,0.01376867,43.8,0,45.81445,0.1229012,
2021/05/02 18:29:22,354393.2635,720.0030,1.00,14.00,8.00,0.00,0.00,-0.7096863,3.754039,-2.6641900479657,8.664056,6.877988,,32.83575,25.74861,111926.2,107326.2,,79.39,149.521478,45.12695,-0.06497741,43.8,0,45.44983,0.02918363,
2021/05/02 21:59:22,366993.3014,12600.0010,1.00,15.00,8.00,0.00,0.00,0,3.776682,0,8.664056,6.877989,,32.83575,25.74862,111926.2,107326.2,,79.39,149.5215,45.76924,0.07982731,43.8,0,45.62633,-0.02076149,
2021/05/02 22:11:22,367713.3514,720.0024,1.00,14.00,9.00,0.00,0.00,-0.7092361,3.705395,-2.6279998987595,8.664056,7.019704,,32.83575,26.27729,111926.2,108045.4,,81.02,152.602261,45.41615,0.04653811,43.8,0,45.71146,0.07865429,
2021/05/03 01:41:22,380313.3895,12600.0019,1.00,15.00,9.00,0.00,0.00,0,3.730019,0,8.664056,7.019705,,32.83575,26.27729,111926.2,108045.4,,81.02,152.602283,45.50761,0.09426594,43.8,0,45.48107,0.03648758,
2021/05/03 01:53:22,381033.4369,720.0023,1.00,14.00,10.00,0.00,0.00,-0.7093811,3.660209,-2.5964830866499,8.664303,7.161421,,32.83667,26.79927,111926.3,108764.7,,82.65,155.683065,45.45245,0.06617069,43.8,0,45.41221,0.08759499,
2021/05/03 05:23:22,393633.4742,12600.0012,1.00,15.00,10.00,0.00,0.00,0,3.688207,0,8.664303,7.161421,,32.83667,26.79927,111926.3,108764.7,,82.65,155.683065,45.29078,-0.0880444,43.8,0,45.53138,-0.02810001,
2021/05/03 05:35:22,394353.5232,720.0023,1.00,14.00,11.00,0.00,0.00,-0.7094727,3.622744,-2.5702379670888,8.664303,7.303134,,32.83667,27.31549,111926.3,109483.9,,84.29,158.763783,45.5472,0.01106501,43.8,0,45.81507,0.1394546,
2021/05/03 09:05:22,406953.5633,12600.0023,1.00,15.00,11.00,0.00,0.00,0,3.654685,0,8.664303,7.303134,,32.83667,27.31549,111926.3,109483.9,,84.29,158.763783,45.49849,0.06141663,43.8,0,45.58153,0.1170766,
2021/05/03 09:17:22,407673.6127,720.0029,1.00,14.00,12.00,0.00,0.00,-0.7094116,3.586059,-2.5439918528844,8.664303,7.444832,,32.83667,27.82668,111926.3,110203.1,,85.93,161.844174,45.43887,-0.115546,43.8,0,45.69781,0.06181121,
2021/05/03 12:47:22,420273.6517,12600.0019,1.00,15.00,12.00,0.00,0.00,0,3.611477,0,8.664303,7.444833,,32.83667,27.82668,111926.3,110203.1,,85.93,161.844196,45.66,0.1016545,43.8,0,45.19122,-0.06567359,
2021/05/03 12:59:22,420993.6992,720.0024,1.00,14.00,13.00,0.00,0.00,-0.7090454,3.543326,-2.5123790010004,8.664303,7.586556,,32.83667,28.33217,111926.3,110922.4,,87.56,164.92513,46.00561,0.06097794,43.9,0,45.43827,-0.02675772,
2021/05/03 16:29:22,433593.7366,12600.0020,1.00,15.00,13.00,0.00,0.00,0,3.569531,0,8.664303,7.586557,,32.83667,28.33217,111926.3,110922.4,,87.56,164.925152,45.22626,0.0450778,43.8,0,45.4669,0.1007545,
2021/05/03 16:41:22,434313.7850,720.0024,1.00,14.00,14.00,0.00,0.00,-0.7090683,3.482412,-2.4692679567396,8.664304,7.728244,,32.83667,28.83034,111926.3,111641.6,,89.2,168.005304,45.4348,-0.04159331,43.8,0,45.32605,-0.09082437,
2021/05/03 20:11:22,446913.8251,12600.0030,1.00,15.00,14.00,0.00,0.00,0,3.513024,0,8.664304,7.728245,,32.83667,28.83035,111926.3,111641.6,,89.2,168.005326,45.78097,0.09770751,43.8,0,45.48055,0.07634878,
2021/05/03 20:23:23,447633.8732,720.0030,1.00,14.00,15.00,0.00,0.00,-0.7094193,3.447495,-2.4457194896535,8.664304,7.869954,,32.83667,29.32158,111926.3,112360.8,,90.83,171.085957,45.36996,-0.1154482,43.8,0,45.26119,-0.03414392,
2021/05/03 23:53:23,460233.9118,12600.0018,1.00,15.00,15.00,0.00,0.00,0,3.476796,0,8.664304,7.869954,,32.83667,29.32158,111926.3,112360.8,,90.83,171.085957,45.73241,0.1217699,43.8,0,45.54954,0.06615281,
2021/05/04 00:05:23,460953.9590,720.0029,1.00,14.00,16.00,0.00,0.00,-0.7095337,3.369133,-2.3905134032821,8.664304,8.011662,,32.83667,29.80575,111926.3,113080,,92.47,174.166565,45.53437,-0.05143046,43.8,0,45.45304,0.1005554,
2021/05/04 03:35:23,473553.9992,12600.0024,1.00,15.00,16.00,0.00,0.00,0,3.421403,0,8.664304,8.011662,,32.83667,29.80575,111926.3,113080,,92.47,174.166565,45.64534,0.03815532,43.7,0,45.70781,0.140897,
2021/05/04 03:47:23,474274.0472,720.0036,1.00,14.00,17.00,0.00,0.00,-0.7097855,3.231227,-2.2934780718085,8.664304,8.153387,,32.83667,30.27469,111926.3,113799.3,,94.1,177.247543,45.7939,0.03492832,43.8,0,45.61676,0.0906229,
2021/05/04 07:17:23,486874.0874,12600.0023,1.00,15.00,17.00,0.00,0.00,0,3.303857,0,8.664304,8.153388,,32.83667,30.2747,111926.3,113799.3,,94.1,177.247565,45.45901,0.04504919,43.8,0,45.2749,-0.07062316,
2021/05/04 07:29:23,487594.1363,720.0029,1.00,14.00,18.00,0.00,0.00,-0.70961,3.042039,-2.15866129479,8.664304,8.295118,,32.83667,30.72115,111926.4,114518.5,,95.74,180.328652,45.54555,0.01097441,43.8,0,45.03252,-0.1003814,
2021/05/04 10:59:23,500194.1763,12600.0022,1.00,15.00,18.00,0.00,0.00,0,3.151302,0,8.664304,8.295119,,32.83667,30.72115,111926.4,114518.5,,95.74,180.328674,45.23761,-0.001872778,43.8,0,45.13567,-0.08752227,
2021/05/04 11:09:30,500801.4429,607.2216,1.00,14.00,19.00,0.00,0.00,-0.7094498,2.499992,-1.7736188244016,8.664304,8.414645,,32.83667,31.0646,111926.4,115125.1,,97.12,182.927065,46.23689,0.03333211,43.8,0,45.28624,-0.04370689,
2021/05/04 14:39:30,513401.4852,12600.0043,1.00,18.00,19.00,0.00,0.00,0,2.872932,0,8.664304,8.414646,,32.83667,31.0646,111926.4,115125.1,,97.12,182.927087,45.39471,-0.04623294,43.8,0,45.57364,0.03079176,
