Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2021/06/20 10:46:05,3600.0022,3600.0022,1.00,1.00,0.00,0.00,0.00,0.00,0,3.188266,0,0,0,,0,0,0,0,,0,0,34.65498,-0.04222751,35,0,34.92094,-0.1055646,
2021/06/20 12:48:29,10943.8037,7343.7629,1.00,2.00,0.00,0.00,0.00,0.00,0.04999742,4.200027,0.20999051393034,2.62824,1.449946E-05,3.84914154041173,10.11171,4.622714E-05,7338.528,0.0348,,0,0.000315,34.79855,-0.09740949,35,0,35.20427,-0.1126146,
2021/06/20 13:48:29,14543.8514,3600.0035,1.00,4.00,0.00,0.00,0.00,0.00,0,4.187849,0,6.390782E-08,1.449946E-05,,10.11171,4.622714E-05,7338.538,0.0348,,22688.09,0.000315,35.03316,0.09459138,35,0,35.17308,0.022434,
2021/06/20 15:36:51,21045.7489,6501.8565,1.00,5.00,0.00,0.00,0.00,0.00,-1.501823,2.499938,-3.754464386974,3.782345E-07,2.710912,3.69258925711642,10.11171,9.94901,7338.578,6497.857,,716727800,58.93287,36.9212,0.001108646,35,0,35.24634,-0.08411407,
2021/06/20 16:36:51,24645.8095,3600.0018,1.00,8.00,0.00,0.00,0.00,0.00,0,2.945552,0,3.782345E-07,2.710919,,10.11171,9.949026,7338.578,6497.874,,716729650,58.933022,35.21034,0.06528139,35,0,35.43408,0.1002109,
2021/06/20 18:54:02,32877.3859,8231.5399,1.00,9.00,0.00,0.00,0.00,0.00,0.04998139,4.199883,0.20991599017737,2.723546,2.710932,3.82567399189525,20.52315,9.949065,15564.18,6497.905,,99.54,58.933304,35.00293,-0.08858323,35,0,35.5133,-0.07103205,
2021/06/20 18:54:04,32879.4723,2.029399,1.00,11.00,0.00,0.00,0.00,0.00,0.004393995,4.200307,0.018456127956465,2.723546,2.710932,-∞,20.52315,9.949065,15564.19,6497.905,,99.54,58.933304,35.004815847535,-0.08790534063595,35,0,35.5090526289623,-0.071159304029007,
2021/06/20 19:54:04,36479.5117,3600.0023,1.00,12.00,0.00,0.00,0.00,0.00,0,4.187685,0,2.723546,2.710932,,20.52315,9.949065,15564.19,6497.905,,99.54,58.933304,35.23605,0.1140893,35,0,35.41785,0.1009369,
2021/06/20 20:12:19,37573.776,300.0024,1.00,14.00,0.00,0.00,0.00,0.00,0,4.187222,0,2.723546,2.710932,,20.52315,9.949065,15564.19,6497.905,,99.54,58.933304,34.92152,0.0844872,35,0,34.86116,-0.1877928,
2021/06/20 20:12:29,37583.8207,10.0029,1.00,15.00,0.00,0.00,0.00,0.00,-9.033432,3.910356,-35.323935021792,2.723546,2.735986,2.58191775224705,20.52315,10.0477,15564.24,6507.889,,100.46,59.477957,35.3348,0.1497126,35,0,35.50258,0.1911938,
