Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2021/06/09 11:07:37,3600.0021,3600.0020,1.00,1.00,0.00,0.00,0.00,0,3.576928,0,0,0,,0,0,0,0,,0,0,25.2022,-0.01489818,25,0,24.90239,-0.1086086,
2021/06/09 12:52:12,9874.7183,6274.6766,1.00,2.00,0.00,0.00,0.00,0.04998972,4.200003,0.20995697396916,2.046596,0,3.9562358246605,8.084907,0,6270.431,0,,0,0,25.6499,0.07161796,25,0,25.42172,0.05158484,
2021/06/09 13:52:12,13474.7695,3600.0028,1.00,4.00,0.00,0.00,0.00,0,4.185429,0,5.564328E-08,0,,8.084908,0,6270.44,0,,0,0,25.59311,0.1000547,25,0,25.26501,0.0822705,
2021/06/09 15:41:12,20015.2047,6540.4014,1.00,5.00,0.00,0.00,0.00,-1.501289,2.499997,-3.753217996133,2.197765E-07,2.725625,3.67463198158707,8.084908,9.955433,6270.466,6535.082,,1240180200,59.252717,27.60629,0.03237903,25,0,25.58521,0.08156657,
2021/06/09 16:41:13,23615.2653,3600.0027,1.00,8.00,0.00,0.00,0.00,0,2.964141,0,2.197765E-07,2.725632,,8.084908,9.955451,6270.466,6535.099,,1240183600,59.25287,25.93362,0.06759167,25,0,25.79826,-0.01042306,
2021/06/09 19:03:35,32158.0027,8542.7019,1.00,9.00,0.00,0.00,0.00,0.04999364,4.19986,0.2099662888904,2.735935,2.725646,3.83159773336473,18.56732,9.955492,14805.67,6535.132,,99.62,59.253174,25.31711,-0.1638389,25,0,25.54827,0.1569462,
2021/06/09 19:03:37,32160.1107,2.0421,1.00,11.00,0.00,0.00,0.00,0.2500339,4.204632,1.0513005370248,2.735935,2.725646,-∞,18.56732,9.955492,14805.68,6535.132,,99.62,59.253174,25.3175383949491,-0.158543527807647,25,0,25.2540269279006,-0.053844827027199,
2021/06/09 20:03:37,35760.1553,3600.0026,1.00,12.00,0.00,0.00,0.00,0,4.185678,0,2.735935,2.725646,,18.56732,9.955492,14805.68,6535.132,,99.62,59.253174,25.30226,-0.102278,25,0,25.17386,-0.1424247,
2021/06/09 20:13:00,36322.9706,300.0024,1.00,14.00,0.00,0.00,0.00,0,4.185507,0,2.735935,2.725646,,18.56732,9.955492,14805.68,6535.132,,99.62,59.253174,25.4821,0.01778007,25,0,25.47503,0.1002949,
2021/06/09 20:13:10,36333.0098,10.0022,1.00,15.00,0.00,0.00,0.00,-9.083435,3.856524,-35.03048507994,2.735935,2.750818,2.4996736486783,18.56732,10.05328,14805.73,6545.108,,100.54,59.800391,25.89186,-0.108853,25,0,25.27859,-0.1579911,
