Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C)
2021/11/20 09:21:27,1800.0027,1800.0027,1.00,1.00,0.00,0.00,0.00,0.00,0,3.534526,0,0,0,,0,0,0,0,,0,0,25.3093,0.04601896,
2021/11/20 11:11:16,8389.7026,6589.6603,1.00,2.00,0.00,0.00,0.00,0.00,0.04999662,4.199976,0.20998460408112,2.242528,0.0001486287,3.93254131132516,8.812744,0.0005253319,6588.712,0.0643,,0.01,0.003231,25.31767,0.01831293,
2021/11/20 11:41:16,10189.7482,1800.0032,1.00,3.00,0.00,0.00,0.00,0.00,0,4.185155,0,2.242528,0.0001486287,,8.812744,0.0005253319,6588.712,0.0643,,0.01,0.003231,25.05328,-0.0145942,
2021/11/20 12:41:08,13781.1147,3591.3247,1.00,4.00,0.00,0.00,0.00,0.00,-3.004234,2.499986,-7.510542940724,2.242528,2.996695,3.59692800973451,8.812745,10.72061,6588.731,3591.048,,133.63,65.145543,29.68239,-0.03410816,
2021/11/20 13:11:08,15581.1745,1800.0046,1.00,6.00,0.00,0.00,0.00,0.00,0,2.968803,0,2.242528,2.996701,,8.812745,10.72062,6588.731,3591.055,,133.63,65.145674,25.33161,0.05766869,
2021/11/20 15:28:58,23851.4829,8270.263199,1.00,7.00,0.00,0.00,0.00,0.00,0.04999539,4.199932,0.20997723831348,5.206511,2.996732,3.80800065162903,20.13025,10.72071,14858.2,3591.101,,57.56,65.146348,25.35383,0.05779028,
2021/11/20 15:58:58,25651.5368,1800.004,1.00,8.00,0.00,0.00,0.00,0.00,0,4.185768,0,5.206511,2.996732,,20.13025,10.72071,14858.2,3591.101,,57.56,65.146348,25.212,-0.07723689,
2021/11/20 15:59:00,25653.6546,2.0684,1.00,9.00,0.00,0.00,0.00,0.00,0.2500056,4.190095,1.047547214532,5.206511,2.996732,,20.13025,10.72071,14858.2,3591.101,,57.56,65.146348,25.222401709805,-0.0735738688329816,
2021/11/20 16:09:00,26253.7059,600.006,1.00,10.00,0.00,0.00,0.00,0.00,0,4.184325,0,5.206511,2.996732,,20.13025,10.72071,14858.2,3591.101,,57.56,65.146348,25.3867,0.04763663,
2021/11/20 16:23:47,27140.2191,600.0033,1.00,12.00,0.00,0.00,0.00,0.00,0,4.183568,0,5.206511,2.996732,,20.13025,10.72071,14858.2,3591.101,,57.56,65.146348,25.04928,-0.01224101,
2021/11/20 17:23:42,30735.2159,3594.9476,1.00,13.00,0.00,0.00,0.00,0.00,-3.001732,2.499826,-7.503807698632,5.206511,5.994201,3.59642237601694,20.13025,21.44486,14858.22,7185.654,,115.13,130.308717,29.70771,0.0344038,
2021/11/20 17:53:42,32535.2774,1800.0069,1.00,15.00,0.00,0.00,0.00,0.00,0,2.955208,0,5.206511,2.503452E-06,,20.13025,21.44488,14858.22,7185.662,,0,5.4E-05,25.02986,-0.02185166,
2021/11/20 20:11:31,40804.5424,8269.2071,2.00,7.00,0.00,0.00,0.00,0.00,0.04997823,4.200055,0.20991131480265,8.169099,3.3079E-05,3.80728258293168,31.43867,21.44497,8268.361,0.0465,,0,0.000719,25.09538,-0.1072222,
2021/11/20 20:41:31,42604.5877,1800.0027,2.00,8.00,0.00,0.00,0.00,0.00,0,4.186542,0,8.169099,3.3079E-05,,31.43867,21.44497,8268.361,0.0465,,0,0.000719,25.42175,0.0423497,
2021/11/20 20:41:33,42606.6801,2.0485,2.00,9.00,0.00,0.00,0.00,0.00,0.2499865,4.19167,1.047860912455,8.169099,3.3079E-05,-∞,31.43867,21.44497,8268.361,0.0465,,0,0.000719,25.4202093981296,0.0432071535406839,
2021/11/20 20:51:33,43206.7257,600.0025,2.00,10.00,0.00,0.00,0.00,0.00,0,4.185192,0,8.169099,3.3079E-05,,31.43867,21.44497,8268.361,0.0465,,0,0.000719,25.25648,0.01043022,
2021/11/20 21:06:27,44100.6111,600.0025,2.00,12.00,0.00,0.00,0.00,0.00,0,4.18406,0,8.169099,3.3079E-05,,31.43867,21.44497,8268.361,0.0465,,0,0.000719,25.27644,0.04581034,
