Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Mean_Voltage(V),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2021/04/22 14:48:49,3600.0025,3600.0025,1.00,1.00,0.00,0.00,0.00,0,3.136904,0,0,0,,0,0,0,0,,0,0,35.42963,0.02539754,34,0,35.22083,0.09097457,
2021/04/22 16:57:40,11330.6353,7730.5934,1.00,2.00,0.00,0.00,0.00,0.04999853,4.200042,0.20999592593826,2.790695,7.180053E-06,3.82496652749392,10.69102,2.252314E-05,7725.441,0.0375,,0,0.000156,35.5781,0.131768,34,0,35.18061,0.07284403,
2021/04/22 17:27:40,13130.6763,1800.0031,1.00,3.00,0.00,0.00,0.00,0,4.189636,0,2.790695,7.180053E-06,,10.69102,2.252314E-05,7725.444,0.0375,,0,0.000156,35.08511,-0.08250833,34,0,34.88315,-0.1284182,
2021/04/22 21:14:15,26725.4987,13594.7822,1.00,4.00,0.00,0.00,0.00,-0.7529602,2.499993,-1.8823952292786,2.790695,2.841326,3.69932286115733,10.69102,10.45337,7725.475,13586.58,,101.81,61.767957,35.82382,-0.05250216,34,0,34.82519,-0.09194493,
2021/04/22 21:44:15,28525.5488,1800.0026,1.00,6.00,0.00,0.00,0.00,0,2.818498,0,2.790695,2.841328,,10.69102,10.45338,7725.475,13586.59,,101.81,61.768,34.98613,0.0628078,34,0,34.95203,0.1087797,
2021/04/23 00:01:56,36787.0489,8261.4627,1.00,7.00,0.00,0.00,0.00,0.04999765,4.200112,0.2099957297368,5.655422,2.841335,3.80682864796042,21.60327,10.45339,15981.45,13586.62,,50.24,61.768152,35.55165,-0.09690762,34,0,34.97232,-0.0554502,
2021/04/23 00:01:58,36789.1280,2.0293,1.00,8.00,0.00,0.00,0.00,0.2500265,4.203688,1.051033397732,5.655422,2.841335,,21.60327,10.45339,15981.46,13586.62,,50.24,61.768152,35.5509473065529,-0.0966219849202268,34,0,34.9846363296884,-0.0554357395731033,
2021/04/23 02:01:58,43989.1692,7200.0024,1.00,9.00,0.00,0.00,0.00,0,4.184345,0,5.655422,2.841335,,21.60327,10.45339,15981.46,13586.62,,50.24,61.768152,34.89341,-0.09787798,34,0,34.97339,0.08830667,
2021/04/24 02:02:33,130423.9049,86434.6955,1.00,10.00,0.00,0.00,0.00,-0.1161499,2.499998,-0.2903745177002,5.655425,5.633415,3.71866317126536,21.60328,20.77779,15981.5,99968.01,,99.61,122.465543,35.62913,-0.01089811,34,0,35.42739,0.1026881,
2021/04/24 04:02:33,137623.9481,7200.0021,1.00,11.00,0.00,0.00,0.00,0,2.759093,0,5.655425,5.633415,,21.60328,20.77779,15981.5,99968.01,,99.61,122.465543,35.08348,-0.1306617,34,0,35.27884,0.03768086,
2021/04/25 06:22:32,232423.1058,94799.1196,1.00,12.00,0.00,0.00,0.00,0.1125336,4.20001,0.472642245336,8.621889,5.633416,3.75065884220774,32.75044,20.77779,110722.1,99968.05,,65.34,122.465565,35.20475,-0.02225637,34,0,34.89791,-0.1249695,
2021/04/25 09:52:32,245023.1452,12600.0017,1.00,13.00,0.00,0.00,0.00,0,4.185082,0,8.621889,5.633416,,32.75044,20.77779,110722.1,99968.05,,65.34,122.465565,35.50018,0.08489132,34,0,35.09563,-0.01777053,
2021/04/25 10:04:32,245743.1862,720.0031,1.00,14.00,0.00,0.00,0.00,-0.7136078,4.084949,-2.9150514690022,8.621889,5.775903,2.90234024425595,32.75044,21.36387,110722.1,100687.1,,66.99,125.563109,35.46316,0.1171505,34,0,35.33824,0.06910086,
2021/04/25 13:34:32,258343.2245,12600.0023,1.00,15.00,0.00,0.00,0.00,0,4.110931,0,8.621889,5.775904,,32.75044,21.36387,110722.1,100687.1,,66.99,125.56313,35.13437,-0.08101106,34,0,34.88346,-0.08978963,
2021/04/25 13:46:32,259063.2757,720.0038,1.00,14.00,1.00,0.00,0.00,-0.7134247,4.0621,-2.89800247387,8.621889,5.918393,,32.75044,21.94423,110722.1,101406.2,,68.64,128.660717,35.31644,0.07447481,34,0,35.17751,0.02423406,
2021/04/25 17:16:32,271663.3169,12600.0027,1.00,15.00,1.00,0.00,0.00,0,4.087987,0,8.621889,5.918393,,32.75044,21.94423,110722.1,101406.2,,68.64,128.660717,35.1514,-0.09006977,34,0,35.32311,0.04847884,
2021/04/25 17:28:32,272383.3648,720.0026,1.00,14.00,2.00,0.00,0.00,-0.7137451,4.038996,-2.8828136039196,8.621889,6.060866,,32.75044,22.52164,110722.1,102125.2,,70.3,131.757957,35.51598,0.02577186,34,0,35.19535,-0.08566618,
